"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia PUNO (000)",98878,260,12425,3862,3832,9902,17712,8087,7407,26693,1358,1294,6046
"Agric., ganadería, caza y silvicultura (001)",33624,2,44,42,2,,17370,2,35,16127,,,
"Pesca (002)",766,,12,4,2,,342,,,406,,,
"Explotación de minas y canteras (003)",501,3,45,17,7,,,284,26,119,,,
"Industrias manufactureras (004)",7638,6,58,158,37,8,,6690,632,49,,,
"Suministro de electricidad, gas y agua (005)",228,1,48,51,47,,,41,17,23,,,
"Construcción (006)",4686,6,221,143,13,,,191,2903,1209,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",11581,5,132,332,53,7476,,744,74,2765,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",860,1,16,45,18,172,,528,45,35,,,
"Comercio al por mayor (009)",425,,13,53,12,316,,,7,24,,,
"Comercio al por menor (010)",10296,4,103,234,23,6988,,216,22,2706,,,
"Hoteles y restaurantes (011)",3384,11,71,210,198,1328,,,2,1564,,,
"Trans., almac. y comunicaciones (012)",6162,13,123,379,215,332,,25,3409,1666,,,
"Intermediación financiera (013)",486,10,80,97,276,,,,,23,,,
"Activid.inmobil., empres. y alquileres (014)",2967,5,1234,626,416,307,,39,55,285,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",5800,106,1267,530,1724,88,,31,191,505,1358,,
"Enseñanza (016)",8218,82,7557,100,356,,,,23,100,,,
"Servicios sociales y de salud (017)",2388,,1233,639,230,123,,27,24,112,,,
"Otras activ. serv.comun.soc y personales (018)",1963,10,291,527,128,239,,13,15,740,,,
"Hogares privados con servicio doméstico (019)",1000,,,,,1,,,,999,,,
"Organiz. y organos extraterritoriales (020)",10,,2,1,7,,,,,,,,
"Actividad economica no especificada (021)",1430,,7,6,121,,,,1,1,,1294,
"Desocupado (022)",6046,,,,,,,,,,,,6046
"Hombres (023)",56039,194,7184,2564,2021,3359,12964,3916,7044,10829,1274,581,4109
"Agric., ganadería, caza y silvicultura (024)",18670,1,42,34,2,,12678,2,35,5876,,,
"Pesca (025)",566,,9,3,1,,286,,,267,,,
"Explotación de minas y canteras (026)",480,3,42,17,4,,,272,26,116,,,
"Industrias manufactureras (027)",3134,6,43,110,19,2,,2574,345,35,,,
"Suministro de electricidad, gas y agua (028)",190,1,34,46,30,,,41,17,21,,,
"Construcción (029)",4582,5,200,135,9,,,185,2877,1171,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",3951,2,83,222,20,2114,,724,71,715,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",756,1,12,37,9,108,,517,43,29,,,
"Comercio al por mayor (032)",210,,7,29,5,144,,,7,18,,,
"Comercio al por menor (033)",2985,1,64,156,6,1862,,207,21,668,,,
"Hoteles y restaurantes (034)",1231,9,35,112,90,566,,,2,417,,,
"Trans., almac. y comunicaciones (035)",5256,6,82,222,102,191,,24,3374,1255,,,
"Intermediación financiera (036)",272,8,44,54,147,,,,,19,,,
"Activid.inmobil., empres. y alquileres (037)",2139,4,862,481,206,303,,37,51,195,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",4308,82,924,379,985,78,,30,184,372,1274,,
"Enseñanza (039)",4508,60,4086,72,186,,,,23,81,,,
"Servicios sociales y de salud (040)",934,,482,236,108,33,,19,24,32,,,
"Otras activ. serv.comun.soc y personales (041)",1003,7,209,435,61,72,,8,14,197,,,
"Hogares privados con servicio doméstico (042)",60,,,,,,,,,60,,,
"Organiz. y organos extraterritoriales (043)",6,,,1,5,,,,,,,,
"Actividad economica no especificada (044)",640,,7,5,46,,,,1,,,581,
"Desocupado (045)",4109,,,,,,,,,,,,4109
"Mujeres (046)",42839,66,5241,1298,1811,6543,4748,4171,363,15864,84,713,1937
"Agric., ganadería, caza y silvicultura (047)",14954,1,2,8,,,4692,,,10251,,,
"Pesca (048)",200,,3,1,1,,56,,,139,,,
"Explotación de minas y canteras (049)",21,,3,,3,,,12,,3,,,
"Industrias manufactureras (050)",4504,,15,48,18,6,,4116,287,14,,,
"Suministro de electricidad, gas y agua (051)",38,,14,5,17,,,,,2,,,
"Construcción (052)",104,1,21,8,4,,,6,26,38,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",7630,3,49,110,33,5362,,20,3,2050,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",104,,4,8,9,64,,11,2,6,,,
"Comercio al por mayor (055)",215,,6,24,7,172,,,,6,,,
"Comercio al por menor (056)",7311,3,39,78,17,5126,,9,1,2038,,,
"Hoteles y restaurantes (057)",2153,2,36,98,108,762,,,,1147,,,
"Trans., almac. y comunicaciones (058)",906,7,41,157,113,141,,1,35,411,,,
"Intermediación financiera (059)",214,2,36,43,129,,,,,4,,,
"Activid.inmobil., empres. y alquileres (060)",828,1,372,145,210,4,,2,4,90,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",1492,24,343,151,739,10,,1,7,133,84,,
"Enseñanza (062)",3710,22,3471,28,170,,,,,19,,,
"Servicios sociales y de salud (063)",1454,,751,403,122,90,,8,,80,,,
"Otras activ. serv.comun.soc y personales (064)",960,3,82,92,67,167,,5,1,543,,,
"Hogares privados con servicio doméstico (065)",940,,,,,1,,,,939,,,
"Organiz. y organos extraterritoriales (066)",4,,2,,2,,,,,,,,
"Actividad economica no especificada (067)",790,,,1,75,,,,,1,,713,
"Desocupado (068)",1937,,,,,,,,,,,,1937
,,,,,,,,,,,,,
"URBANA (069)",57182,207,11886,3605,3532,8974,1743,4860,5642,10705,1338,867,3823
"Agric., ganadería, caza y silvicultura (070)",3757,2,42,27,2,,1699,2,9,1974,,,
"Pesca (071)",88,,11,2,2,,44,,,29,,,
"Explotación de minas y canteras (072)",255,3,43,16,6,,,137,14,36,,,
"Industrias manufactureras (073)",4359,6,56,148,37,8,,3730,332,42,,,
"Suministro de electricidad, gas y agua (074)",219,1,47,50,47,,,39,15,20,,,
"Construcción (075)",3497,6,214,137,12,,,175,2166,787,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",10458,5,131,319,53,6743,,648,58,2501,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",757,1,16,43,18,158,,455,31,35,,,
"Comercio al por mayor (078)",369,,13,53,12,261,,,7,23,,,
"Comercio al por menor (079)",9332,4,102,223,23,6324,,193,20,2443,,,
"Hoteles y restaurantes (080)",3160,10,70,191,187,1232,,,2,1468,,,
"Trans., almac. y comunicaciones (081)",5325,13,118,372,208,312,,25,2801,1476,,,
"Intermediación financiera (082)",483,10,80,97,275,,,,,21,,,
"Activid.inmobil., empres. y alquileres (083)",2835,5,1212,603,400,269,,39,49,258,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",5225,58,1237,508,1498,77,,27,150,332,1338,,
"Enseñanza (085)",7729,78,7121,97,335,,,,13,85,,,
"Servicios sociales y de salud (086)",2295,,1216,597,222,108,,25,22,105,,,
"Otras activ. serv.comun.soc y personales (087)",1779,10,279,434,124,224,,13,10,685,,,
"Hogares privados con servicio doméstico (088)",886,,,,,1,,,,885,,,
"Organiz. y organos extraterritoriales (089)",10,,2,1,7,,,,,,,,
"Actividad economica no especificada (090)",999,,7,6,117,,,,1,1,,867,
"Desocupado (091)",3823,,,,,,,,,,,,3823
"Hombres (092)",32201,150,6773,2346,1808,2985,1191,2922,5412,4649,1254,420,2291
"Agric., ganadería, caza y silvicultura (093)",2194,1,40,20,2,,1161,2,9,959,,,
"Pesca (094)",55,,8,1,1,,30,,,15,,,
"Explotación de minas y canteras (095)",242,3,41,16,3,,,131,14,34,,,
"Industrias manufactureras (096)",2203,6,41,103,19,2,,1838,165,29,,,
"Suministro de electricidad, gas y agua (097)",181,1,33,45,30,,,39,15,18,,,
"Construcción (098)",3412,5,193,129,8,,,169,2146,762,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",3493,2,82,213,20,1858,,631,56,631,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",661,1,12,35,9,100,,445,30,29,,,
"Comercio al por mayor (101)",179,,7,29,5,114,,,7,17,,,
"Comercio al por menor (102)",2653,1,63,149,6,1644,,186,19,585,,,
"Hoteles y restaurantes (103)",1148,8,34,100,86,526,,,2,392,,,
"Trans., almac. y comunicaciones (104)",4453,6,78,216,96,176,,24,2770,1087,,,
"Intermediación financiera (105)",269,8,44,54,146,,,,,17,,,
"Activid.inmobil., empres. y alquileres (106)",2025,4,845,460,196,265,,37,46,172,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",3838,43,897,360,823,67,,26,144,224,1254,,
"Enseñanza (108)",4126,56,3754,69,168,,,,13,66,,,
"Servicios sociales y de salud (109)",880,,476,206,102,28,,17,22,29,,,
"Otras activ. serv.comun.soc y personales (110)",858,7,200,348,58,63,,8,9,165,,,
"Hogares privados con servicio doméstico (111)",49,,,,,,,,,49,,,
"Organiz. y organos extraterritoriales (112)",6,,,1,5,,,,,,,,
"Actividad economica no especificada (113)",478,,7,5,45,,,,1,,,420,
"Desocupado (114)",2291,,,,,,,,,,,,2291
"Mujeres (115)",24981,57,5113,1259,1724,5989,552,1938,230,6056,84,447,1532
"Agric., ganadería, caza y silvicultura (116)",1563,1,2,7,,,538,,,1015,,,
"Pesca (117)",33,,3,1,1,,14,,,14,,,
"Explotación de minas y canteras (118)",13,,2,,3,,,6,,2,,,
"Industrias manufactureras (119)",2156,,15,45,18,6,,1892,167,13,,,
"Suministro de electricidad, gas y agua (120)",38,,14,5,17,,,,,2,,,
"Construcción (121)",85,1,21,8,4,,,6,20,25,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",6965,3,49,106,33,4885,,17,2,1870,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",96,,4,8,9,58,,10,1,6,,,
"Comercio al por mayor (124)",190,,6,24,7,147,,,,6,,,
"Comercio al por menor (125)",6679,3,39,74,17,4680,,7,1,1858,,,
"Hoteles y restaurantes (126)",2012,2,36,91,101,706,,,,1076,,,
"Trans., almac. y comunicaciones (127)",872,7,40,156,112,136,,1,31,389,,,
"Intermediación financiera (128)",214,2,36,43,129,,,,,4,,,
"Activid.inmobil., empres. y alquileres (129)",810,1,367,143,204,4,,2,3,86,,,
