"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",1494,,,,37,47,912,42,456
"Técnicos de nivel medio ytrab.asimilados (039)",249,3,1,16,41,34,107,13,34
"Jefes y empleados de oficina (040)",272,,,4,76,24,103,12,53
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1172,51,3,405,421,69,161,24,38
"Agricult.trabaj. calif.agrop. y pesquros (042)",889,60,,550,209,20,30,5,15
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",675,31,2,299,216,31,66,12,18
"Obreros. construc., conf., papel, fab., instr (044)",702,17,2,217,312,45,78,9,22
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1473,150,11,720,416,52,82,23,19
"Otra (046)",28,,,,3,1,17,,7
"Ocupación no especificada (047)",214,13,1,82,64,14,28,4,8
"Hombres (048)",4369,123,7,1453,1234,214,817,105,416
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",32,,,1,11,1,9,,10
"Profes., científicos e intelectuales (050)",733,,,,15,24,407,27,260
"Técnicos de nivel medio ytrab.asimilados (051)",165,,1,11,30,23,63,9,28
"Jefes y empleados de oficina (052)",136,,,4,46,14,42,7,23
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",450,2,,149,178,24,63,15,19
"Agricult.trabaj. calif.agrop. y pesquros (054)",840,50,,524,202,19,27,5,13
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",424,8,1,159,154,23,54,10,15
"Obreros. construc., conf., papel, fab., instr (056)",637,8,2,182,296,45,73,9,22
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",830,53,3,394,268,34,46,19,13
"Otra (058)",27,,,,3,1,16,,7
"Ocupación no especificada (059)",95,2,,29,31,6,17,4,6
"Mujeres (060)",2839,202,13,841,572,125,780,39,267
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",8,,,,,1,4,,3
"Profes., científicos e intelectuales (062)",761,,,,22,23,505,15,196
"Técnicos de nivel medio ytrab.asimilados (063)",84,3,,5,11,11,44,4,6
"Jefes y empleados de oficina (064)",136,,,,30,10,61,5,30
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",722,49,3,256,243,45,98,9,19
"Agricult.trabaj. calif.agrop. y pesquros (066)",49,10,,26,7,1,3,,2
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",251,23,1,140,62,8,12,2,3
"Obreros. construc., conf., papel, fab., instr (068)",65,9,,35,16,,5,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",643,97,8,326,148,18,36,4,6
"Otra (070)",1,,,,,,1,,
"Ocupación no especificada (071)",119,11,1,53,33,8,11,,2
,,,,,,,,,
"RURAL (072)",16658,2195,8,11909,2029,105,298,32,82
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",14,,,3,3,1,5,,2
"Profes., científicos e intelectuales (074)",286,,,,11,22,173,17,63
"Técnicos de nivel medio ytrab.asimilados (075)",55,,,4,6,9,33,1,2
"Jefes y empleados de oficina (076)",28,,,3,16,2,3,2,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",330,49,,211,53,7,8,1,1
"Agricult.trabaj. calif.agrop. y pesquros (078)",9081,1165,5,6837,999,33,34,4,4
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",704,150,,466,68,3,13,2,2
"Obreros. construc., conf., papel, fab., instr (080)",430,57,,271,88,6,5,1,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",5163,677,3,3702,735,18,23,3,2
"Otra (082)",1,,,,,1,,,
"Ocupación no especificada (083)",566,97,,412,50,3,1,1,2
"Hombres (084)",13775,1496,5,10115,1815,77,191,24,52
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",13,,,3,3,1,4,,2
"Profes., científicos e intelectuales (086)",156,,,,2,11,98,10,35
"Técnicos de nivel medio ytrab.asimilados (087)",37,,,3,6,7,18,1,2
"Jefes y empleados de oficina (088)",21,,,2,13,,2,2,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",108,8,,60,34,,5,1,
"Agricult.trabaj. calif.agrop. y pesquros (090)",8780,1065,4,6656,983,33,31,4,4
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",144,7,,90,33,3,9,1,1
"Obreros. construc., conf., papel, fab., instr (092)",191,3,,103,74,5,3,1,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",4114,402,1,3035,636,15,20,3,2
"Otra (094)",1,,,,,1,,,
"Ocupación no especificada (095)",210,11,,163,31,1,1,1,2
"Mujeres (096)",2883,699,3,1794,214,28,107,8,30
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,1,,
"Profes., científicos e intelectuales (098)",130,,,,9,11,75,7,28
"Técnicos de nivel medio ytrab.asimilados (099)",18,,,1,,2,15,,
"Jefes y empleados de oficina (100)",7,,,1,3,2,1,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",222,41,,151,19,7,3,,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",301,100,1,181,16,,3,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",560,143,,376,35,,4,1,1
"Obreros. construc., conf., papel, fab., instr (104)",239,54,,168,14,1,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1049,275,2,667,99,3,3,,
"Ocupación no especificada (107)",356,86,,249,19,2,,,
