"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PALLASCA (000)",7867,1321,2014,3324,62,1056,90
"Sin nivel (001)",690,29,126,376,6,131,22
"Educación inicial (002)",8,,2,1,,5,
"Primaria (003)",3104,67,799,1633,28,539,38
"Secundaria (004)",2177,201,775,846,21,312,22
"Superior no univ. incompleta (005)",344,95,77,140,1,26,5
"Superior no univ. completa (006)",501,273,103,100,2,22,1
"Superior univ. incompleta (007)",284,117,67,89,2,9,
"Superior univ. completa (008)",759,539,65,139,2,12,2
"Hombres (010)",6248,785,1861,2765,59,776,2
"Sin nivel (011)",442,9,106,260,5,62,
"Educación inicial (012)",7,,2,1,,4,
"Primaria (013)",2611,37,727,1423,27,397,
"Secundaria (014)",1848,138,725,704,20,260,1
"Superior no univ. incompleta (015)",282,67,75,118,1,20,1
"Superior no univ. completa (016)",344,153,99,73,2,17,
"Superior univ. incompleta (017)",224,77,67,70,2,8,
"Superior univ. completa (018)",490,304,60,116,2,8,
"Mujeres (020)",1619,536,153,559,3,280,88
"Sin nivel (021)",248,20,20,116,1,69,22
"Educación inicial (022)",1,,,,,1,
"Primaria (023)",493,30,72,210,1,142,38
"Secundaria (024)",329,63,50,142,1,52,21
"Superior no univ. incompleta (025)",62,28,2,22,,6,4
"Superior no univ. completa (026)",157,120,4,27,,5,1
"Superior univ. incompleta (027)",60,40,,19,,1,
"Superior univ. completa (028)",269,235,5,23,,4,2
,,,,,,,
"URBANA (030)",4331,1007,1245,1562,40,409,68
"Sin nivel (031)",298,21,65,149,3,45,15
"Educación inicial (032)",2,,1,,,1,
"Primaria (033)",1384,51,464,647,18,175,29
"Secundaria (034)",1277,162,485,464,14,132,20
"Superior no univ. incompleta (035)",245,73,55,96,1,19,1
"Superior no univ. completa (036)",368,204,76,66,1,20,1
"Superior univ. incompleta (037)",224,100,56,60,1,7,
"Superior univ. completa (038)",533,396,43,80,2,10,2
"Hombres (040)",3225,603,1130,1180,37,274,1
"Sin nivel (041)",157,5,53,81,2,16,
"Educación inicial (042)",2,,1,,,1,
"Primaria (043)",1093,31,410,520,17,115,
"Secundaria (044)",1019,108,445,351,13,101,1
"Superior no univ. incompleta (045)",197,54,53,76,1,13,
"Superior no univ. completa (046)",243,110,73,44,1,15,
"Superior univ. incompleta (047)",176,69,56,44,1,6,
"Superior univ. completa (048)",338,226,39,64,2,7,
"Mujeres (050)",1106,404,115,382,3,135,67
"Sin nivel (051)",141,16,12,68,1,29,15
"Primaria (053)",291,20,54,127,1,60,29
"Secundaria (054)",258,54,40,113,1,31,19
"Superior no univ. incompleta (055)",48,19,2,20,,6,1
"Superior no univ. completa (056)",125,94,3,22,,5,1
"Superior univ. incompleta (057)",48,31,,16,,1,
"Superior univ. completa (058)",195,170,4,16,,3,2
,,,,,,,
"RURAL (060)",3536,314,769,1762,22,647,22
"Sin nivel (061)",392,8,61,227,3,86,7
"Educación inicial (062)",6,,1,1,,4,
"Primaria (063)",1720,16,335,986,10,364,9
"Secundaria (064)",900,39,290,382,7,180,2
"Superior no univ. incompleta (065)",99,22,22,44,,7,4
"Superior no univ. completa (066)",133,69,27,34,1,2,
"Superior univ. incompleta (067)",60,17,11,29,1,2,
"Superior univ. completa (068)",226,143,22,59,,2,
"Hombres (070)",3023,182,731,1585,22,502,1
"Sin nivel (071)",285,4,53,179,3,46,
"Educación inicial (072)",5,,1,1,,3,
"Primaria (073)",1518,6,317,903,10,282,
"Secundaria (074)",829,30,280,353,7,159,
"Superior no univ. incompleta (075)",85,13,22,42,,7,1
"Superior no univ. completa (076)",101,43,26,29,1,2,
"Superior univ. incompleta (077)",48,8,11,26,1,2,
"Superior univ. completa (078)",152,78,21,52,,1,
"Mujeres (080)",513,132,38,177,,145,21
"Sin nivel (081)",107,4,8,48,,40,7
"Educación inicial (082)",1,,,,,1,
"Primaria (083)",202,10,18,83,,82,9
"Secundaria (084)",71,9,10,29,,21,2
"Superior no univ. incompleta (085)",14,9,,2,,,3
"Superior no univ. completa (086)",32,26,1,5,,,
"Superior univ. incompleta (087)",12,9,,3,,,
"Superior univ. completa (088)",74,65,1,7,,1,
