"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia MORROPON (000)",120563,20429,20516,20339,19571,15794,23914
"Conviviente (001)",36985,404,5231,11036,9281,5826,5207
"Separado(a) (002)",3743,25,412,787,859,713,947
"Casado(a) (003)",29665,41,645,3376,6656,7268,11679
"Viudo(a) (004)",5260,5,14,70,244,499,4428
"Divorciado(a) (005)",190,,6,14,32,53,85
"Soltero(a) (006)",44720,19954,14208,5056,2499,1435,1568
"Hombres (008)",61143,10641,10687,9853,9578,7987,12397
"Conviviente (009)",17806,141,1634,5103,4755,3093,3080
"Separado(a) (010)",1057,9,55,162,230,215,386
"Casado(a) (011)",14652,16,165,1312,2979,3620,6560
"Viudo(a) (012)",1664,4,5,16,80,141,1418
"Divorciado(a) (013)",79,,1,1,6,26,45
"Soltero(a) (014)",25885,10471,8827,3259,1528,892,908
"Mujeres (016)",59420,9788,9829,10486,9993,7807,11517
"Conviviente (017)",19179,263,3597,5933,4526,2733,2127
"Separado(a) (018)",2686,16,357,625,629,498,561
"Casado(a) (019)",15013,25,480,2064,3677,3648,5119
"Viudo(a) (020)",3596,1,9,54,164,358,3010
"Divorciado(a) (021)",111,,5,13,26,27,40
"Soltero(a) (022)",18835,9483,5381,1797,971,543,660
,,,,,,,
"URBANA (024)",70762,11249,12327,12197,11834,9476,13679
"Conviviente (025)",23041,246,3277,6926,5867,3614,3111
"Separado(a) (026)",2551,14,265,565,618,498,591
"Casado(a) (027)",16450,28,298,1664,3713,4170,6577
"Viudo(a) (028)",2899,2,10,44,121,279,2443
"Divorciado(a) (029)",145,,5,12,28,42,58
"Soltero(a) (030)",25676,10959,8472,2986,1487,873,899
"Hombres (032)",35229,5760,6229,5735,5653,4732,7120
"Conviviente (033)",11013,94,1047,3155,2940,1919,1858
"Separado(a) (034)",717,5,40,124,159,147,242
"Casado(a) (035)",8098,10,80,627,1634,2051,3696
"Viudo(a) (036)",905,1,4,10,33,72,785
"Divorciado(a) (037)",58,,1,1,4,19,33
"Soltero(a) (038)",14438,5650,5057,1818,883,524,506
"Mujeres (040)",35533,5489,6098,6462,6181,4744,6559
"Conviviente (041)",12028,152,2230,3771,2927,1695,1253
"Separado(a) (042)",1834,9,225,441,459,351,349
"Casado(a) (043)",8352,18,218,1037,2079,2119,2881
"Viudo(a) (044)",1994,1,6,34,88,207,1658
"Divorciado(a) (045)",87,,4,11,24,23,25
"Soltero(a) (046)",11238,5309,3415,1168,604,349,393
,,,,,,,
"RURAL (048)",49801,9180,8189,8142,7737,6318,10235
"Conviviente (049)",13944,158,1954,4110,3414,2212,2096
"Separado(a) (050)",1192,11,147,222,241,215,356
"Casado(a) (051)",13215,13,347,1712,2943,3098,5102
"Viudo(a) (052)",2361,3,4,26,123,220,1985
"Divorciado(a) (053)",45,,1,2,4,11,27
"Soltero(a) (054)",19044,8995,5736,2070,1012,562,669
"Hombres (056)",25914,4881,4458,4118,3925,3255,5277
"Conviviente (057)",6793,47,587,1948,1815,1174,1222
"Separado(a) (058)",340,4,15,38,71,68,144
"Casado(a) (059)",6554,6,85,685,1345,1569,2864
"Viudo(a) (060)",759,3,1,6,47,69,633
"Divorciado(a) (061)",21,,,,2,7,12
"Soltero(a) (062)",11447,4821,3770,1441,645,368,402
"Mujeres (064)",23887,4299,3731,4024,3812,3063,4958
"Conviviente (065)",7151,111,1367,2162,1599,1038,874
"Separado(a) (066)",852,7,132,184,170,147,212
"Casado(a) (067)",6661,7,262,1027,1598,1529,2238
"Viudo(a) (068)",1602,,3,20,76,151,1352
"Divorciado(a) (069)",24,,1,2,2,4,15
"Soltero(a) (070)",7597,4174,1966,629,367,194,267
