"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CHACHAPOYAS (000)",19163,48340,43161,,770,89.3,1.6
"De 12 a 14 años (001)",1733,7,7,,1,100,14.3
"De 15 a 19 años (002)",2421,351,342,107,97.4,30.5,
"De 20 a 24 años (003)",2245,1689,1650,200,97.7,11.8,
"De 25 a 29 años (004)",1909,2846,2767,166,97.2,5.8,
"De 30 a 34 años (005)",1790,3912,3770,128,96.4,3.3,
"De 35 a 39 años (006)",1756,4957,4760,105,96,2.1,
"De 40 a 44 años (007)",1576,5631,5278,53,93.7,0.9,
"De 45 a 49 años (008)",1234,4868,4488,10,92.2,0.2,
"De 50 y más años (009)",4499,24079,20099,,83.5,,
"Sin nivel (010)",1857,9614,7692,37,80,0.4,
"De 12 a 14 años (011)",22,,,,,,
"De 15 a 19 años (012)",35,12,11,6,91.7,50,
"De 20 a 24 años (013)",30,23,21,2,91.3,8.7,
"De 25 a 29 años (014)",52,111,105,6,94.6,5.4,
"De 30 a 34 años (015)",61,190,178,5,93.7,2.6,
"De 35 a 39 años (016)",93,332,315,9,94.9,2.7,
"De 40 a 44 años (017)",99,466,428,7,91.8,1.5,
"De 45 a 49 años (018)",130,619,540,2,87.2,0.3,
"De 50 y más años (019)",1335,7861,6094,,77.5,,
"Educacion Inicial (020)",27,35,33,2,94.3,5.7,
"De 12 a 14 años (021)",6,,,,,,
"De 15 a 19 años (022)",5,,,,,,
"De 20 a 24 años (023)",2,1,1,,100,,
"De 25 a 29 años (024)",4,8,8,1,100,12.5,
"De 30 a 34 años (025)",7,19,17,,89.5,,
"De 35 a 39 años (026)",3,7,7,1,100,14.3,
"Primaria (030)",8039,27180,24316,344,89.5,1.3,
"De 12 a 14 años (031)",933,4,4,,100,,
"De 15 a 19 años (032)",583,160,158,43,98.8,26.9,
"De 20 a 24 años (033)",667,861,838,83,97.3,9.6,
"De 25 a 29 años (034)",656,1399,1351,73,96.6,5.2,
"De 30 a 34 años (035)",730,2068,1983,62,95.9,3,
"De 35 a 39 años (036)",724,2642,2506,52,94.9,2,
"De 40 a 44 años (037)",723,3243,3004,26,92.6,0.8,
"De 45 a 49 años (038)",609,2932,2674,5,91.2,0.2,
"De 50 y más años (039)",2414,13871,11798,,85.1,,
