"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia ASUNCION (000)",9054,4400,4654,2302,1168,1134,6752,3232,3520
"Menores de 1 año (001)",154,88,66,47,26,21,107,62,45
"Menores de 1 mes (002)",25,18,7,5,3,2,20,15,5
"De 1 a 11 meses (003)",129,70,59,42,23,19,87,47,40
"De 1 a 4 años (004)",812,418,394,261,135,126,551,283,268
"1 año (005)",166,79,87,48,22,26,118,57,61
"2 años (006)",226,130,96,79,41,38,147,89,58
"3 años (007)",227,106,121,66,30,36,161,76,85
"4 años (008)",193,103,90,68,42,26,125,61,64
"De 5 a 9 años (009)",1056,569,487,306,174,132,750,395,355
"5 años (010)",198,115,83,52,36,16,146,79,67
"6 años (011)",201,99,102,68,34,34,133,65,68
"7 años (012)",222,122,100,69,36,33,153,86,67
"8 años (013)",235,122,113,59,33,26,176,89,87
"9 años (014)",200,111,89,58,35,23,142,76,66
"De 10 a 14 años (015)",1199,601,598,257,136,121,942,465,477
"10 años (016)",239,118,121,50,27,23,189,91,98
"11 años (017)",250,131,119,57,28,29,193,103,90
"12 años (018)",239,110,129,51,23,28,188,87,101
"13 años (019)",225,114,111,47,30,17,178,84,94
"14 años (020)",246,128,118,52,28,24,194,100,94
"De 15 a 19 años (021)",874,463,411,165,86,79,709,377,332
"15 años (022)",214,109,105,46,26,20,168,83,85
"16 años (023)",195,101,94,43,22,21,152,79,73
"17 años (024)",177,93,84,26,15,11,151,78,73
"18 años (025)",161,86,75,28,10,18,133,76,57
"19 años (026)",127,74,53,22,13,9,105,61,44
"De 20 a 24 años (027)",595,282,313,153,82,71,442,200,242
"20 años (028)",115,60,55,19,13,6,96,47,49
"21 años (029)",109,48,61,26,17,9,83,31,52
"22 años (030)",126,54,72,40,17,23,86,37,49
"23 años (031)",128,68,60,36,18,18,92,50,42
"24 años (032)",117,52,65,32,17,15,85,35,50
"De 25 a 29 años (033)",552,262,290,202,91,111,350,171,179
"25 años (034)",114,53,61,33,17,16,81,36,45
"26 años (035)",98,42,56,29,12,17,69,30,39
"27 años (036)",128,58,70,50,19,31,78,39,39
"28 años (037)",102,57,45,49,24,25,53,33,20
"29 años (038)",110,52,58,41,19,22,69,33,36
"De 30 a 34 años (039)",564,260,304,209,97,112,355,163,192
"30 años (040)",160,80,80,51,25,26,109,55,54
"31 años (041)",93,46,47,34,14,20,59,32,27
"32 años (042)",99,42,57,45,22,23,54,20,34
"33 años (043)",109,46,63,36,19,17,73,27,46
"34 años (044)",103,46,57,43,17,26,60,29,31
"De 35 a 39 años (045)",549,250,299,198,88,110,351,162,189
"35 años (046)",113,59,54,38,17,21,75,42,33
"36 años (047)",116,45,71,54,21,33,62,24,38
