"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",496,466,21,7,2
,,,,,
"URBANA (036)",12204,10279,905,382,638
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",20,,2,3,15
"Profes., científicos e intelectuales (038)",865,212,196,217,240
"Técnicos de nivel medio y trab. asimilados (039)",238,140,30,24,44
"Jefes y empleados de oficina (040)",189,29,19,18,123
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1712,1644,52,7,9
"Agricult.trabaj.calif.agrop.y pesqueros (042)",4009,3843,162,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",320,299,10,5,6
"Obreros construc.,conf.,papel, fab., instr. (044)",510,403,57,30,20
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3775,3292,335,58,90
"Otra (046)",78,,,,78
"Ocupación no especificada (047)",488,417,42,16,13
"Hombres (048)",7964,6686,588,239,451
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",17,,2,3,12
"Profes., científicos e intelectuales (050)",480,97,119,120,144
"Técnicos de nivel medio y trab. asimilados (051)",165,96,26,19,24
"Jefes y empleados de oficina (052)",124,18,11,11,84
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",646,608,28,4,6
"Agricult.trabaj.calif.agrop.y pesqueros (054)",3335,3212,120,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",289,269,10,5,5
"Obreros construc.,conf.,papel, fab., instr. (056)",507,401,57,30,19
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2094,1802,191,34,67
"Otra (058)",78,,,,78
"Ocupación no especificada (059)",229,183,24,10,12
"Mujeres (060)",4240,3593,317,143,187
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,,,,3
"Profes., científicos e intelectuales (062)",385,115,77,97,96
"Técnicos de nivel medio y trab. asimilados (063)",73,44,4,5,20
"Jefes y empleados de oficina (064)",65,11,8,7,39
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1066,1036,24,3,3
"Agricult.trabaj.calif.agrop.y pesqueros (066)",674,631,42,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",31,30,,,1
"Obreros construc.,conf.,papel, fab., instr. (068)",3,2,,,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1681,1490,144,24,23
"Ocupación no especificada (071)",259,234,18,6,1
,,,,,
"RURAL (072)",14354,13329,530,116,379
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",8,,2,,6
"Profes., científicos e intelectuales (074)",356,152,69,32,103
"Técnicos de nivel medio y trab. asimilados (075)",72,18,4,3,47
"Jefes y empleados de oficina (076)",33,5,,3,25
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",282,267,6,1,8
"Agricult.trabaj.calif.agrop.y pesqueros (078)",8483,8307,172,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",87,51,8,7,21
"Obreros construc.,conf.,papel, fab., instr. (080)",227,149,31,8,39
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4460,4058,224,57,121
"Otra (082)",8,,,,8
"Ocupación no especificada (083)",338,322,14,1,1
"Hombres (084)",11264,10446,408,92,318
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,,2,,5
"Profes., científicos e intelectuales (086)",220,83,46,23,68
"Técnicos de nivel medio y trab. asimilados (087)",56,15,4,2,35
"Jefes y empleados de oficina (088)",27,2,,3,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",85,75,4,,6
"Agricult.trabaj.calif.agrop.y pesqueros (090)",7743,7582,157,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",71,37,6,7,21
"Obreros construc.,conf.,papel, fab., instr. (092)",222,146,30,7,39
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2724,2416,148,46,114
"Otra (094)",8,,,,8
"Ocupación no especificada (095)",101,90,11,,
"Mujeres (096)",3090,2883,122,24,61
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",136,69,23,9,35
"Técnicos de nivel medio y trab. asimilados (099)",16,3,,1,12
"Jefes y empleados de oficina (100)",6,3,,,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",197,192,2,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",740,725,15,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",16,14,2,,
"Obreros construc.,conf.,papel, fab., instr. (104)",5,3,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1736,1642,76,11,7
"Ocupación no especificada (107)",237,232,3,1,1
