"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",2091,895,22,883,241,9,30,4,7
"Pesca (046)",2,,,1,,,,,1
"Explotación de minas y canteras (047)",1,1,,,,,,,
"Industrias manufactureras (048)",392,66,1,112,116,24,40,12,21
"Suministro de electricidad, gas y agua (049)",4,,1,,2,,1,,
"Construcción (050)",18,3,,4,6,,2,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1509,88,1,402,545,143,224,41,65
"Venta, mant.y rep. veh.autom.y motoc. (052)",16,,,1,2,3,6,1,3
"Comercio al por mayor (053)",62,2,,15,19,6,13,2,5
"Comercio al por menor (054)",1431,86,1,386,524,134,205,38,57
"Hoteles y restaurantes (055)",413,27,1,128,155,35,48,5,14
"Trans., almac. y comunicaciones (056)",107,4,,6,33,12,33,8,11
"Intermediación financiera (057)",20,,,,,,4,2,14
"Activid.inmobil., empres. y de alquiler (058)",132,2,,5,18,13,50,15,29
"Admin.pub. y defensa; p. segur.soc.afil (059)",187,3,,12,34,17,74,9,38
"Enseñanza (060)",912,,,1,83,85,363,54,326
"Servicios sociales y de salud (061)",309,,,1,21,14,151,8,114
"Otras activ. serv.comun.soc y personales (062)",208,23,,65,64,11,27,9,9
"Hogares privados con servicio doméstico (063)",647,69,1,236,245,24,49,14,9
"Actividad economica no especificada (065)",400,86,6,114,94,21,42,6,31
,,,,,,,,,
"URBANA (066)",16133,658,14,3413,6070,1216,2512,547,1703
"Agric., ganadería, caza y silvicultura (067)",4525,364,5,1558,1944,197,246,69,142
"Pesca (068)",5,,,3,,,,,2
"Explotación de minas y canteras (069)",17,2,,3,8,2,,,2
"Industrias manufactureras (070)",932,29,1,200,427,75,113,29,58
"Suministro de electricidad, gas y agua (071)",59,3,2,5,25,2,12,1,9
"Construcción (072)",1018,19,,190,506,85,137,19,62
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2904,95,1,608,1199,291,431,106,173
"Venta, mant.y rep. veh.autom.y motoc. (074)",301,5,,36,134,33,62,13,18
"Comercio al por mayor (075)",152,2,,39,58,14,21,8,10
"Comercio al por menor (076)",2451,88,1,533,1007,244,348,85,145
"Hoteles y restaurantes (077)",512,23,1,135,203,47,64,12,27
"Trans., almac. y comunicaciones (078)",1599,20,1,253,815,160,208,63,79
"Intermediación financiera (079)",52,,,,2,2,13,6,29
"Activid.inmobil., empres. y de alquiler (080)",494,6,,29,92,61,140,32,134
"Admin.pub. y defensa; p. segur.soc.afil (081)",697,4,,32,186,53,253,41,128
"Enseñanza (082)",1424,,,2,100,108,527,93,594
"Servicios sociales y de salud (083)",418,1,,5,31,20,182,14,165
"Otras activ. serv.comun.soc y personales (084)",465,23,1,85,168,51,71,27,39
"Hogares privados con servicio doméstico (085)",563,44,2,204,223,22,47,12,9
"Actividad economica no especificada (087)",449,25,,101,141,40,68,23,51
"Hombres (088)",11363,391,8,2462,4761,856,1467,369,1049
"Agric., ganadería, caza y silvicultura (089)",4221,275,4,1434,1882,194,228,66,138
"Pesca (090)",4,,,3,,,,,1
"Explotación de minas y canteras (091)",17,2,,3,8,2,,,2
"Industrias manufactureras (092)",710,20,,162,343,54,76,17,38
"Suministro de electricidad, gas y agua (093)",55,3,1,5,23,2,11,1,9
"Construcción (094)",1004,18,,187,501,85,135,18,60
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1556,27,,278,702,156,215,67,111
"Venta, mant.y rep. veh.autom.y motoc. (096)",285,5,,35,132,30,56,12,15
"Comercio al por mayor (097)",96,1,,25,39,9,10,6,6
"Comercio al por menor (098)",1175,21,,218,531,117,149,49,90
"Hoteles y restaurantes (099)",120,1,,13,57,12,17,7,13
"Trans., almac. y comunicaciones (100)",1507,19,1,250,784,149,179,55,70
"Intermediación financiera (101)",32,,,,2,2,9,4,15
"Activid.inmobil., empres. y de alquiler (102)",368,4,,24,77,48,93,17,105
"Admin.pub. y defensa; p. segur.soc.afil (103)",521,1,,21,153,38,186,32,90
"Enseñanza (104)",616,,,1,39,40,203,43,290
"Servicios sociales y de salud (105)",131,1,,4,12,9,43,6,56
"Otras activ. serv.comun.soc y personales (106)",275,5,1,28,107,40,45,18,31
"Hogares privados con servicio doméstico (107)",17,1,1,3,10,1,1,,
"Actividad economica no especificada (109)",209,14,,46,61,24,26,18,20
"Mujeres (110)",4770,267,6,951,1309,360,1045,178,654
"Agric., ganadería, caza y silvicultura (111)",304,89,1,124,62,3,18,3,4
"Pesca (112)",1,,,,,,,,1
"Industrias manufactureras (114)",222,9,1,38,84,21,37,12,20
"Suministro de electricidad, gas y agua (115)",4,,1,,2,,1,,
"Construcción (116)",14,1,,3,5,,2,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1348,68,1,330,497,135,216,39,62
"Venta, mant.y rep. veh.autom.y motoc. (118)",16,,,1,2,3,6,1,3
"Comercio al por mayor (119)",56,1,,14,19,5,11,2,4
"Comercio al por menor (120)",1276,67,1,315,476,127,199,36,55
"Hoteles y restaurantes (121)",392,22,1,122,146,35,47,5,14
"Trans., almac. y comunicaciones (122)",92,1,,3,31,11,29,8,9
"Intermediación financiera (123)",20,,,,,,4,2,14
"Activid.inmobil., empres. y de alquiler (124)",126,2,,5,15,13,47,15,29
"Admin.pub. y defensa; p. segur.soc.afil (125)",176,3,,11,33,15,67,9,38
"Enseñanza (126)",808,,,1,61,68,324,50,304
"Servicios sociales y de salud (127)",287,,,1,19,11,139,8,109
"Otras activ. serv.comun.soc y personales (128)",190,18,,57,61,11,26,9,8
"Hogares privados con servicio doméstico (129)",546,43,1,201,213,21,46,12,9
"Actividad economica no especificada (131)",240,11,,55,80,16,42,5,31
,,,,,,,,,
"RURAL (132)",11822,2280,63,5421,3182,236,392,76,172
"Agric., ganadería, caza y silvicultura (133)",9859,2006,53,4825,2581,126,163,41,64
"Pesca (134)",5,,,2,3,,,,
"Explotación de minas y canteras (135)",56,18,4,27,6,,1,,
"Industrias manufactureras (136)",250,63,,109,67,6,4,,1
"Suministro de electricidad, gas y agua (137)",4,,,1,3,,,,
"Construcción (138)",134,7,,50,62,3,8,,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",325,29,,129,116,17,24,6,4
"Venta, mant.y rep. veh.autom.y motoc. (140)",29,,,6,10,2,8,2,1
"Comercio al por mayor (141)",16,2,,6,3,1,3,,1
"Comercio al por menor (142)",280,27,,117,103,14,13,4,2
"Hoteles y restaurantes (143)",34,5,,13,13,1,2,,
"Trans., almac. y comunicaciones (144)",212,10,,61,108,14,12,2,5
"Activid.inmobil., empres. y de alquiler (146)",35,,,6,12,3,7,1,6
"Admin.pub. y defensa; p. segur.soc.afil (147)",42,,,3,15,4,16,2,2
"Enseñanza (148)",292,,,,59,34,111,14,74
"Servicios sociales y de salud (149)",46,,,2,3,9,23,1,8
"Otras activ. serv.comun.soc y personales (150)",76,7,,24,31,5,6,1,2
"Hogares privados con servicio doméstico (151)",111,31,,38,34,3,3,2,
"Actividad economica no especificada (153)",341,104,6,131,69,11,12,6,2
"Hombres (154)",9240,1280,36,4402,2834,188,299,66,135
"Agric., ganadería, caza y silvicultura (155)",8072,1200,32,4066,2402,120,151,40,61
"Pesca (156)",4,,,1,3,,,,
"Explotación de minas y canteras (157)",55,17,4,27,6,,1,,
"Industrias manufactureras (158)",80,6,,35,35,3,1,,
"Suministro de electricidad, gas y agua (159)",4,,,1,3,,,,
"Construcción (160)",130,5,,49,61,3,8,,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",164,9,,57,68,9,16,4,1
"Venta, mant.y rep. veh.autom.y motoc. (162)",29,,,6,10,2,8,2,1
"Comercio al por mayor (163)",10,1,,5,3,,1,,
"Comercio al por menor (164)",125,8,,46,55,7,7,2,
"Hoteles y restaurantes (165)",13,,,7,4,1,1,,
"Trans., almac. y comunicaciones (166)",197,7,,58,106,13,8,2,3
"Activid.inmobil., empres. y de alquiler (168)",29,,,6,9,3,4,1,6
"Admin.pub. y defensa; p. segur.soc.afil (169)",31,,,2,14,2,9,2,2
"Enseñanza (170)",188,,,,37,17,72,10,52
"Servicios sociales y de salud (171)",24,,,2,1,6,11,1,3
"Otras activ. serv.comun.soc y personales (172)",58,2,,16,28,5,5,1,1
"Hogares privados con servicio doméstico (173)",10,5,,3,2,,,,
"Actividad economica no especificada (175)",181,29,,72,55,6,12,5,2
"Mujeres (176)",2582,1000,27,1019,348,48,93,10,37
"Agric., ganadería, caza y silvicultura (177)",1787,806,21,759,179,6,12,1,3
"Pesca (178)",1,,,1,,,,,
"Explotación de minas y canteras (179)",1,1,,,,,,,
"Industrias manufactureras (180)",170,57,,74,32,3,3,,1
"Construcción (182)",4,2,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",161,20,,72,48,8,8,2,3
"Comercio al por mayor (185)",6,1,,1,,1,2,,1
"Comercio al por menor (186)",155,19,,71,48,7,6,2,2
"Hoteles y restaurantes (187)",21,5,,6,9,,1,,
"Trans., almac. y comunicaciones (188)",15,3,,3,2,1,4,,2
"Activid.inmobil., empres. y de alquiler (190)",6,,,,3,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",11,,,1,1,2,7,,
"Enseñanza (192)",104,,,,22,17,39,4,22
"Servicios sociales y de salud (193)",22,,,,2,3,12,,5
"Otras activ. serv.comun.soc y personales (194)",18,5,,8,3,,1,,1
"Hogares privados con servicio doméstico (195)",101,26,,35,32,3,3,2,
"Actividad economica no especificada (197)",160,75,6,59,14,5,,1,
