"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHEPEN (000)",26640,4943,10212,9150,671,1058,606
"Sin nivel (001)",1888,75,1010,590,41,102,70
"Educación inicial (002)",30,2,20,1,,5,2
"Primaria (003)",7576,383,3964,2432,224,367,206
"Secundaria (004)",9745,1210,4056,3603,237,396,243
"Superior no univ. incompleta (005)",1458,409,363,572,35,44,35
"Superior no univ. completa (006)",2886,1377,411,946,57,61,34
"Superior univ. incompleta (007)",845,272,165,341,28,30,9
"Superior univ. completa (008)",2212,1215,223,665,49,53,7
"Hombres (010)",18992,2674,8552,6577,604,569,16
"Sin nivel (011)",1047,35,615,323,36,37,1
"Educación inicial (012)",14,2,8,1,,3,
"Primaria (013)",5693,247,3271,1746,208,217,4
"Secundaria (014)",7615,831,3630,2705,217,225,7
"Superior no univ. incompleta (015)",1023,240,326,402,29,23,3
"Superior no univ. completa (016)",1644,576,353,647,48,19,1
"Superior univ. incompleta (017)",605,157,145,261,23,19,
"Superior univ. completa (018)",1351,586,204,492,43,26,
"Mujeres (020)",7648,2269,1660,2573,67,489,590
"Sin nivel (021)",841,40,395,267,5,65,69
"Educación inicial (022)",16,,12,,,2,2
"Primaria (023)",1883,136,693,686,16,150,202
"Secundaria (024)",2130,379,426,898,20,171,236
"Superior no univ. incompleta (025)",435,169,37,170,6,21,32
"Superior no univ. completa (026)",1242,801,58,299,9,42,33
"Superior univ. incompleta (027)",240,115,20,80,5,11,9
"Superior univ. completa (028)",861,629,19,173,6,27,7
,,,,,,,
"URBANA (030)",22281,4763,7537,8053,592,765,571
"Sin nivel (031)",1312,67,671,426,27,60,61
"Educación inicial (032)",22,2,14,1,,3,2
"Primaria (033)",5822,365,2870,1958,184,252,193
"Secundaria (034)",8200,1148,3035,3255,227,301,234
"Superior no univ. incompleta (035)",1328,398,287,538,31,40,34
"Superior no univ. completa (036)",2731,1332,353,910,52,51,33
"Superior univ. incompleta (037)",782,266,132,326,27,24,7
"Superior univ. completa (038)",2084,1185,175,639,44,34,7
"Hombres (040)",15338,2554,6265,5620,526,357,16
"Sin nivel (041)",660,29,391,194,23,22,1
"Educación inicial (042)",9,2,5,1,,1,
"Primaria (043)",4185,231,2330,1322,168,130,4
"Secundaria (044)",6241,778,2707,2393,207,149,7
"Superior no univ. incompleta (045)",913,234,255,377,25,19,3
"Superior no univ. completa (046)",1539,561,303,617,43,14,1
"Superior univ. incompleta (047)",551,153,116,246,22,14,
"Superior univ. completa (048)",1240,566,158,470,38,8,
"Mujeres (050)",6943,2209,1272,2433,66,408,555
"Sin nivel (051)",652,38,280,232,4,38,60
"Educación inicial (052)",13,,9,,,2,2
"Primaria (053)",1637,134,540,636,16,122,189
"Secundaria (054)",1959,370,328,862,20,152,227
"Superior no univ. incompleta (055)",415,164,32,161,6,21,31
"Superior no univ. completa (056)",1192,771,50,293,9,37,32
"Superior univ. incompleta (057)",231,113,16,80,5,10,7
"Superior univ. completa (058)",844,619,17,169,6,26,7
,,,,,,,
"RURAL (060)",4359,180,2675,1097,79,293,35
"Sin nivel (061)",576,8,339,164,14,42,9
"Educación inicial (062)",8,,6,,,2,
"Primaria (063)",1754,18,1094,474,40,115,13
"Secundaria (064)",1545,62,1021,348,10,95,9
"Superior no univ. incompleta (065)",130,11,76,34,4,4,1
"Superior no univ. completa (066)",155,45,58,36,5,10,1
"Superior univ. incompleta (067)",63,6,33,15,1,6,2
"Superior univ. completa (068)",128,30,48,26,5,19,
"Hombres (070)",3654,120,2287,957,78,212,
"Sin nivel (071)",387,6,224,129,13,15,
"Educación inicial (072)",5,,3,,,2,
"Primaria (073)",1508,16,941,424,40,87,
"Secundaria (074)",1374,53,923,312,10,76,
"Superior no univ. incompleta (075)",110,6,71,25,4,4,
"Superior no univ. completa (076)",105,15,50,30,5,5,
"Superior univ. incompleta (077)",54,4,29,15,1,5,
"Superior univ. completa (078)",111,20,46,22,5,18,
"Mujeres (080)",705,60,388,140,1,81,35
"Sin nivel (081)",189,2,115,35,1,27,9
"Educación inicial (082)",3,,3,,,,
"Primaria (083)",246,2,153,50,,28,13
"Secundaria (084)",171,9,98,36,,19,9
"Superior no univ. incompleta (085)",20,5,5,9,,,1
"Superior no univ. completa (086)",50,30,8,6,,5,1
"Superior univ. incompleta (087)",9,2,4,,,1,2
"Superior univ. completa (088)",17,10,2,4,,1,
