"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia OCROS (000)",3399,3298,833,399,457,370,582,353,181,123,101,10181
"De 12 a 14 años (001)",244,244,244,,,,,,,,,
"De 15 a 19 años (002)",326,320,283,30,7,,,,,,6,44
"De 20 a 24 años (003)",318,286,110,101,57,18,,,,,32,269
"De 25 a 29 años (004)",290,271,47,76,90,36,22,,,,19,456
"De 30 a 34 años (005)",297,285,42,48,77,59,48,11,,,12,650
"De 35 a 39 años (006)",259,251,23,27,50,52,72,24,2,1,8,771
"De 40 a 44 años (007)",246,241,16,23,34,43,66,31,23,5,5,960
"De 45 a 49 años (008)",242,239,11,16,33,31,70,45,21,12,3,1079
"De 50 y más años (009)",1177,1161,57,78,109,131,304,242,135,105,16,5952
"Sin nivel (010)",389,383,21,26,37,43,88,76,53,39,6,2013
"De 15 a 19 años (012)",1,1,1,,,,,,,,,
"De 20 a 24 años (013)",5,5,2,1,2,,,,,,,5
"De 25 a 29 años (014)",8,8,1,4,1,1,1,,,,,13
"De 30 a 34 años (015)",20,19,,3,4,7,4,1,,,1,54
"De 35 a 39 años (016)",19,19,3,,2,5,4,5,,,,66
"De 40 a 44 años (017)",22,21,2,1,2,2,6,2,5,1,1,111
"De 45 a 49 años (018)",22,22,,2,4,2,5,6,2,1,,102
"De 50 y más años (019)",292,288,12,15,22,26,68,62,46,37,4,1662
"Educacion Inicial (020)",2,1,1,,,,,,,,1,
"De 20 a 24 años (023)",1,,,,,,,,,,1,
"De 25 a 29 años (024)",1,1,1,,,,,,,,,
"Primaria (030)",1470,1449,228,107,170,191,342,227,110,74,21,5749
"De 12 a 14 años (031)",116,116,116,,,,,,,,,
"De 15 a 19 años (032)",48,46,37,6,3,,,,,,2,12
