"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AZANGARO (000)",51974,50266,17111,5294,5214,4622,7581,5394,3176,1874,1708,145238
"De 12 a 14 años (001)",5420,5396,5381,14,1,,,,,,24,16
"De 15 a 19 años (002)",7118,7016,6421,497,79,14,5,,,,102,717
"De 20 a 24 años (003)",5840,5225,2623,1590,752,195,58,7,,,615,3972
"De 25 a 29 años (004)",4917,4463,911,1149,1170,702,493,33,5,,454,7956
"De 30 a 34 años (005)",4231,4037,382,593,961,863,967,226,35,10,194,11103
"De 35 a 39 años (006)",4197,4072,262,366,673,775,1216,567,183,30,125,14888
"De 40 a 44 años (007)",3626,3567,236,226,394,550,1006,709,334,112,59,15705
"De 45 a 49 años (008)",3232,3198,126,175,260,355,884,735,461,202,34,16524
"De 50 y más años (009)",13393,13292,769,684,924,1168,2952,3117,2158,1520,101,74357
"Sin nivel (010)",11623,11464,849,638,830,1035,2507,2596,1767,1242,159,62046
"De 12 a 14 años (011)",18,18,18,,,,,,,,,
"De 15 a 19 años (012)",55,55,49,5,,,1,,,,,9
"De 20 a 24 años (013)",106,90,40,24,16,6,3,1,,,16,94
"De 25 a 29 años (014)",149,135,34,27,25,21,23,5,,,14,271
"De 30 a 34 años (015)",239,222,33,23,34,38,57,27,5,5,17,725
"De 35 a 39 años (016)",384,368,28,25,43,61,107,63,33,8,16,1534
"De 40 a 44 años (017)",588,579,65,37,48,60,132,121,83,33,9,2731
"De 45 a 49 años (018)",800,790,35,43,49,61,188,207,145,62,10,4422
"De 50 y más años (019)",9284,9207,547,454,615,788,1996,2172,1501,1134,77,52260
"Educacion Inicial (020)",48,44,15,7,5,4,10,,2,1,4,100
"De 12 a 14 años (021)",2,2,2,,,,,,,,,
