"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia BARRANCA (000)",52327,99,4108,2185,1860,9279,4033,4123,6374,17153,227,757,2129
"Agric., ganadería, caza y silvicultura (001)",12552,4,73,56,21,9,3670,12,63,8644,,,
"Pesca (002)",806,,8,10,11,,363,11,24,379,,,
"Explotación de minas y canteras (003)",111,1,5,10,6,1,,44,2,42,,,
"Industrias manufactureras (004)",4189,4,119,302,196,38,,2709,301,520,,,
"Suministro de electricidad, gas y agua (005)",124,3,10,15,28,,,21,14,33,,,
"Construcción (006)",2757,1,41,84,11,,,164,1915,541,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",10710,9,99,305,92,6925,,1044,115,2121,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1172,,10,34,15,219,,809,58,27,,,
"Comercio al por mayor (009)",551,5,29,36,29,365,,2,10,75,,,
"Comercio al por menor (010)",8987,4,60,235,48,6341,,233,47,2019,,,
"Hoteles y restaurantes (011)",2776,2,25,103,87,1498,,,,1061,,,
"Trans., almac. y comunicaciones (012)",5096,6,49,102,158,58,,44,3817,862,,,
"Intermediación financiera (013)",233,2,23,39,155,,,,1,13,,,
"Activid.inmobil., empres. y alquileres (014)",2274,4,493,448,332,421,,29,49,498,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1308,25,182,125,417,50,,6,46,230,227,,
"Enseñanza (016)",2650,37,2468,10,92,,,,,43,,,
"Servicios sociales y de salud (017)",693,,305,241,79,18,,3,4,43,,,
"Otras activ. serv.comun.soc y personales (018)",1969,1,201,320,147,260,,36,21,983,,,
"Hogares privados con servicio doméstico (019)",1141,,1,2,,1,,,,1137,,,
"Actividad economica no especificada (021)",809,,6,13,28,,,,2,3,,757,
"Desocupado (022)",2129,,,,,,,,,,,,2129
"Hombres (023)",35177,58,1996,1453,914,3906,3570,3575,6267,11338,216,353,1531
"Agric., ganadería, caza y silvicultura (024)",10046,2,64,51,15,,3211,10,63,6630,,,
"Pesca (025)",790,,7,7,11,,359,11,24,371,,,
"Explotación de minas y canteras (026)",101,1,3,7,5,1,,41,2,41,,,
"Industrias manufactureras (027)",3348,3,95,244,115,17,,2191,270,413,,,
"Suministro de electricidad, gas y agua (028)",100,3,8,14,10,,,20,14,31,,,
"Construcción (029)",2724,1,38,81,8,,,164,1897,535,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",5330,7,59,205,41,2910,,1024,114,970,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",1090,,9,30,9,163,,796,57,26,,,
"Comercio al por mayor (032)",351,5,13,22,14,221,,2,10,64,,,
"Comercio al por menor (033)",3889,2,37,153,18,2526,,226,47,880,,,
"Hoteles y restaurantes (034)",858,1,17,57,51,430,,,,302,,,
"Trans., almac. y comunicaciones (035)",4756,5,36,76,91,2,,44,3769,733,,,
"Intermediación financiera (036)",147,1,19,21,95,,,,1,10,,,
"Activid.inmobil., empres. y alquileres (037)",1706,2,348,333,135,413,,28,48,399,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",857,17,89,51,213,49,,6,39,177,216,,
"Enseñanza (039)",1019,14,947,5,24,,,,,29,,,
"Servicios sociales y de salud (040)",220,,106,57,33,1,,3,4,16,,,
"Otras activ. serv.comun.soc y personales (041)",1233,1,157,233,63,83,,33,21,642,,,
"Hogares privados con servicio doméstico (042)",36,,,,,,,,,36,,,
"Actividad economica no especificada (044)",375,,3,11,4,,,,1,3,,353,
"Desocupado (045)",1531,,,,,,,,,,,,1531
"Mujeres (046)",17150,41,2112,732,946,5373,463,548,107,5815,11,404,598
"Agric., ganadería, caza y silvicultura (047)",2506,2,9,5,6,9,459,2,,2014,,,
"Pesca (048)",16,,1,3,,,4,,,8,,,
"Explotación de minas y canteras (049)",10,,2,3,1,,,3,,1,,,
"Industrias manufactureras (050)",841,1,24,58,81,21,,518,31,107,,,
"Suministro de electricidad, gas y agua (051)",24,,2,1,18,,,1,,2,,,
"Construcción (052)",33,,3,3,3,,,,18,6,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",5380,2,40,100,51,4015,,20,1,1151,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",82,,1,4,6,56,,13,1,1,,,
"Comercio al por mayor (055)",200,,16,14,15,144,,,,11,,,
"Comercio al por menor (056)",5098,2,23,82,30,3815,,7,,1139,,,
"Hoteles y restaurantes (057)",1918,1,8,46,36,1068,,,,759,,,
"Trans., almac. y comunicaciones (058)",340,1,13,26,67,56,,,48,129,,,
"Intermediación financiera (059)",86,1,4,18,60,,,,,3,,,
"Activid.inmobil., empres. y alquileres (060)",568,2,145,115,197,8,,1,1,99,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",451,8,93,74,204,1,,,7,53,11,,
"Enseñanza (062)",1631,23,1521,5,68,,,,,14,,,
"Servicios sociales y de salud (063)",473,,199,184,46,17,,,,27,,,
"Otras activ. serv.comun.soc y personales (064)",736,,44,87,84,177,,3,,341,,,
"Hogares privados con servicio doméstico (065)",1105,,1,2,,1,,,,1101,,,
"Actividad economica no especificada (067)",434,,3,2,24,,,,1,,,404,
"Desocupado (068)",598,,,,,,,,,,,,598
,,,,,,,,,,,,,
"URBANA (069)",44738,98,3994,2112,1801,8939,2729,3912,6045,12296,226,664,1922
"Agric., ganadería, caza y silvicultura (070)",6845,4,69,51,17,,2377,9,41,4277,,,
"Pesca (071)",786,,8,10,11,,352,11,24,370,,,
"Explotación de minas y canteras (072)",71,1,5,7,5,1,,36,2,14,,,
"Industrias manufactureras (073)",3934,4,116,288,186,37,,2553,277,473,,,
"Suministro de electricidad, gas y agua (074)",121,3,10,15,28,,,19,14,32,,,
"Construcción (075)",2657,1,40,82,11,,,157,1858,508,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",10325,8,98,297,90,6698,,1013,109,2012,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",1134,,10,34,14,214,,780,57,25,,,
"Comercio al por mayor (078)",534,4,29,34,29,358,,2,9,69,,,
"Comercio al por menor (079)",8657,4,59,229,47,6126,,231,43,1918,,,
"Hoteles y restaurantes (080)",2675,2,25,99,87,1432,,,,1030,,,
"Trans., almac. y comunicaciones (081)",4811,6,49,101,156,56,,42,3599,802,,,
"Intermediación financiera (082)",228,2,21,39,152,,,,1,13,,,
"Activid.inmobil., empres. y alquileres (083)",2187,4,487,435,322,397,,28,47,467,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1281,25,178,120,408,49,,6,46,223,226,,
"Enseñanza (085)",2571,37,2397,9,88,,,,,40,,,
"Servicios sociales y de salud (086)",671,,297,230,77,17,,3,4,43,,,
"Otras activ. serv.comun.soc y personales (087)",1889,1,187,314,136,251,,35,21,944,,,
"Hogares privados con servicio doméstico (088)",1049,,1,2,,1,,,,1045,,,
"Actividad economica no especificada (090)",715,,6,13,27,,,,2,3,,664,
"Desocupado (091)",1922,,,,,,,,,,,,1922
"Hombres (092)",29300,57,1939,1406,878,3788,2388,3405,5944,7588,215,329,1363
"Agric., ganadería, caza y silvicultura (093)",5387,2,60,46,11,,2040,7,41,3180,,,
"Pesca (094)",770,,7,7,11,,348,11,24,362,,,
"Explotación de minas y canteras (095)",62,1,3,4,4,1,,34,2,13,,,
"Industrias manufactureras (096)",3150,3,94,232,111,16,,2074,248,372,,,
"Suministro de electricidad, gas y agua (097)",97,3,8,14,10,,,18,14,30,,,
"Construcción (098)",2625,1,37,79,8,,,157,1841,502,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",5154,6,59,201,40,2835,,994,108,911,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",1055,,9,30,9,159,,768,56,24,,,
"Comercio al por mayor (101)",339,4,13,21,14,218,,2,9,58,,,
"Comercio al por menor (102)",3760,2,37,150,17,2458,,224,43,829,,,
"Hoteles y restaurantes (103)",834,1,17,55,51,412,,,,298,,,
"Trans., almac. y comunicaciones (104)",4477,5,36,75,90,2,,42,3554,673,,,
"Intermediación financiera (105)",144,1,18,21,93,,,,1,10,,,
"Activid.inmobil., empres. y alquileres (106)",1635,2,344,324,131,390,,27,46,371,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",843,17,88,50,208,48,,6,39,172,215,,
"Enseñanza (108)",985,14,918,5,21,,,,,27,,,
"Servicios sociales y de salud (109)",214,,103,55,32,1,,3,4,16,,,
"Otras activ. serv.comun.soc y personales (110)",1173,1,144,227,53,83,,32,21,612,,,
"Hogares privados con servicio doméstico (111)",36,,,,,,,,,36,,,
"Actividad economica no especificada (113)",351,,3,11,4,,,,1,3,,329,
"Desocupado (114)",1363,,,,,,,,,,,,1363
"Mujeres (115)",15438,41,2055,706,923,5151,341,507,101,4708,11,335,559
"Agric., ganadería, caza y silvicultura (116)",1458,2,9,5,6,,337,2,,1097,,,
"Pesca (117)",16,,1,3,,,4,,,8,,,
"Explotación de minas y canteras (118)",9,,2,3,1,,,2,,1,,,
"Industrias manufactureras (119)",784,1,22,56,75,21,,479,29,101,,,
"Suministro de electricidad, gas y agua (120)",24,,2,1,18,,,1,,2,,,
"Construcción (121)",32,,3,3,3,,,,17,6,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",5171,2,39,96,50,3863,,19,1,1101,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",79,,1,4,5,55,,12,1,1,,,
"Comercio al por mayor (124)",195,,16,13,15,140,,,,11,,,
"Comercio al por menor (125)",4897,2,22,79,30,3668,,7,,1089,,,
"Hoteles y restaurantes (126)",1841,1,8,44,36,1020,,,,732,,,
"Trans., almac. y comunicaciones (127)",334,1,13,26,66,54,,,45,129,,,
"Intermediación financiera (128)",84,1,3,18,59,,,,,3,,,
"Activid.inmobil., empres. y alquileres (129)",552,2,143,111,191,7,,1,1,96,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",438,8,90,70,200,1,,,7,51,11,,
"Enseñanza (131)",1586,23,1479,4,67,,,,,13,,,
"Servicios sociales y de salud (132)",457,,194,175,45,16,,,,27,,,
"Otras activ. serv.comun.soc y personales (133)",716,,43,87,83,168,,3,,332,,,
"Hogares privados con servicio doméstico (134)",1013,,1,2,,1,,,,1009,,,
