"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",15,,6,5,2,2
"Actividad economica no especificada (043)",132,1,39,34,41,17
"Mujeres (045)",8175,114,2105,2485,2473,998
"Agric., ganadería, caza y silvicultura (046)",5220,75,1072,1357,1848,868
"Pesca (047)",51,,15,15,16,5
"Explotación de minas y canteras (048)",1,,1,,,
"Industrias manufactureras (049)",387,7,175,131,61,13
"Construcción (051)",13,,5,7,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1388,17,435,561,313,62
"Venta, mant.y rep. veh.autom.y motoc. (053)",20,,7,9,4,
"Comercio al por mayor (054)",67,,25,27,14,1
"Comercio al por menor (055)",1301,17,403,525,295,61
"Hoteles y restaurantes (056)",225,5,69,84,57,10
"Trans., almac. y comunicaciones (057)",26,,19,6,1,
"Intermediación financiera (058)",14,1,4,2,5,2
"Activid.inmobil., empres. y alquileres (059)",31,,15,14,1,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",43,,17,18,7,1
"Enseñanza (061)",261,,68,148,44,1
"Servicios sociales y de salud (062)",57,,13,29,15,
"Otras activ. serv.comun.soc y personales (063)",29,1,16,8,3,1
"Hogares privados con servicio doméstico (064)",228,8,130,52,29,9
"Actividad economica no especificada (066)",201,,51,53,72,25
,,,,,,
"URBANA (067)",6626,126,1707,2423,1843,527
"Agric., ganadería, caza y silvicultura (068)",2228,70,462,592,737,367
"Pesca (069)",34,1,7,17,8,1
"Explotación de minas y canteras (070)",2,,1,1,,
"Industrias manufactureras (071)",579,10,239,216,100,14
"Suministro de electricidad, gas y agua (072)",8,,1,3,4,
"Construcción (073)",211,,43,89,73,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1576,22,431,657,383,83
"Venta, mant.y rep. veh.autom.y motoc. (075)",79,1,30,27,18,3
"Comercio al por mayor (076)",86,1,29,34,18,4
"Comercio al por menor (077)",1411,20,372,596,347,76
"Hoteles y restaurantes (078)",234,8,56,89,69,12
"Trans., almac. y comunicaciones (079)",382,3,116,153,104,6
"Intermediación financiera (080)",20,1,3,8,6,2
"Activid.inmobil., empres. y alquileres (081)",112,,33,56,21,2
"Admin.pub. y defensa; p. segur.soc.afil (082)",215,,52,97,61,5
"Enseñanza (083)",545,,101,284,156,4
"Servicios sociales y de salud (084)",101,,17,49,35,
"Otras activ. serv.comun.soc y personales (085)",77,3,33,21,11,9
"Hogares privados con servicio doméstico (086)",153,8,75,38,24,8
"Actividad economica no especificada (088)",149,,37,53,51,8
"Hombres (089)",3661,62,899,1334,1074,292
"Agric., ganadería, caza y silvicultura (090)",1216,40,254,322,386,214
"Pesca (091)",24,1,4,13,6,
"Explotación de minas y canteras (092)",1,,,1,,
"Industrias manufactureras (093)",362,3,143,141,66,9
"Suministro de electricidad, gas y agua (094)",8,,1,3,4,
"Construcción (095)",200,,38,83,73,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",647,9,185,261,163,29
"Venta, mant.y rep. veh.autom.y motoc. (097)",67,1,27,22,14,3
"Comercio al por mayor (098)",43,1,14,17,8,3
"Comercio al por menor (099)",537,7,144,222,141,23
"Hoteles y restaurantes (100)",62,3,16,17,21,5
"Trans., almac. y comunicaciones (101)",362,3,103,147,103,6
"Intermediación financiera (102)",7,,,6,1,
"Activid.inmobil., empres. y alquileres (103)",87,,21,45,20,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",180,,39,80,56,5
"Enseñanza (105)",305,,41,147,114,3
"Servicios sociales y de salud (106)",50,,8,22,20,
"Otras activ. serv.comun.soc y personales (107)",58,3,24,14,9,8
"Hogares privados con servicio doméstico (108)",12,,4,5,2,1
"Actividad economica no especificada (110)",80,,18,27,30,5
"Mujeres (112)",2965,64,808,1089,769,235
"Agric., ganadería, caza y silvicultura (113)",1012,30,208,270,351,153
"Pesca (114)",10,,3,4,2,1
"Explotación de minas y canteras (115)",1,,1,,,
"Industrias manufactureras (116)",217,7,96,75,34,5
"Construcción (118)",11,,5,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",929,13,246,396,220,54
"Venta, mant.y rep. veh.autom.y motoc. (120)",12,,3,5,4,
"Comercio al por mayor (121)",43,,15,17,10,1
"Comercio al por menor (122)",874,13,228,374,206,53
"Hoteles y restaurantes (123)",172,5,40,72,48,7
"Trans., almac. y comunicaciones (124)",20,,13,6,1,
"Intermediación financiera (125)",13,1,3,2,5,2
"Activid.inmobil., empres. y alquileres (126)",25,,12,11,1,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",35,,13,17,5,
"Enseñanza (128)",240,,60,137,42,1
"Servicios sociales y de salud (129)",51,,9,27,15,
"Otras activ. serv.comun.soc y personales (130)",19,,9,7,2,1
"Hogares privados con servicio doméstico (131)",141,8,71,33,22,7
"Actividad economica no especificada (133)",69,,19,26,21,3
,,,,,,
"RURAL (134)",12392,103,3003,3422,3946,1918
"Agric., ganadería, caza y silvicultura (135)",8984,87,1709,2261,3142,1785
"Pesca (136)",179,1,52,57,54,15
"Explotación de minas y canteras (137)",3,,1,1,1,
"Industrias manufactureras (138)",668,,351,217,83,17
"Suministro de electricidad, gas y agua (139)",2,,1,1,,
"Construcción (140)",668,1,174,234,231,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",912,7,349,336,198,22
"Venta, mant.y rep. veh.autom.y motoc. (142)",52,,30,17,5,
"Comercio al por mayor (143)",49,,18,19,11,1
"Comercio al por menor (144)",811,7,301,300,182,21
"Hoteles y restaurantes (145)",71,,36,18,14,3
"Trans., almac. y comunicaciones (146)",293,2,123,107,54,7
"Intermediación financiera (147)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (148)",25,,10,11,4,
"Admin.pub. y defensa; p. segur.soc.afil (149)",118,,28,53,36,1
"Enseñanza (150)",142,,34,60,47,1
"Servicios sociales y de salud (151)",16,,4,7,4,1
"Otras activ. serv.comun.soc y personales (152)",35,4,16,5,9,1
"Hogares privados con servicio doméstico (153)",90,,61,19,7,3
"Actividad economica no especificada (155)",184,1,53,34,62,34
"Hombres (156)",7182,53,1706,2026,2242,1155
"Agric., ganadería, caza y silvicultura (157)",4776,42,845,1174,1645,1070
"Pesca (158)",138,1,40,46,40,11
"Explotación de minas y canteras (159)",3,,1,1,1,
"Industrias manufactureras (160)",498,,272,161,56,9
"Suministro de electricidad, gas y agua (161)",2,,1,1,,
"Construcción (162)",666,1,174,233,230,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",453,3,160,171,105,14
"Venta, mant.y rep. veh.autom.y motoc. (164)",44,,26,13,5,
"Comercio al por mayor (165)",25,,8,9,7,1
"Comercio al por menor (166)",384,3,126,149,93,13
"Hoteles y restaurantes (167)",18,,7,6,5,
"Trans., almac. y comunicaciones (168)",287,2,117,107,54,7
"Intermediación financiera (169)",1,,,1,,
"Activid.inmobil., empres. y alquileres (170)",19,,7,8,4,
"Admin.pub. y defensa; p. segur.soc.afil (171)",110,,24,52,34,
"Enseñanza (172)",121,,26,49,45,1
"Servicios sociales y de salud (173)",10,,,5,4,1
"Otras activ. serv.comun.soc y personales (174)",25,3,9,4,8,1
"Hogares privados con servicio doméstico (175)",3,,2,,,1
"Actividad economica no especificada (177)",52,1,21,7,11,12
"Mujeres (179)",5210,50,1297,1396,1704,763
"Agric., ganadería, caza y silvicultura (180)",4208,45,864,1087,1497,715
"Pesca (181)",41,,12,11,14,4
"Industrias manufactureras (183)",170,,79,56,27,8
"Construcción (185)",2,,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",459,4,189,165,93,8
"Venta, mant.y rep. veh.autom.y motoc. (187)",8,,4,4,,
"Comercio al por mayor (188)",24,,10,10,4,
"Comercio al por menor (189)",427,4,175,151,89,8
"Hoteles y restaurantes (190)",53,,29,12,9,3
"Trans., almac. y comunicaciones (191)",6,,6,,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",6,,3,3,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",8,,4,1,2,1
"Enseñanza (195)",21,,8,11,2,
"Servicios sociales y de salud (196)",6,,4,2,,
"Otras activ. serv.comun.soc y personales (197)",10,1,7,1,1,
"Hogares privados con servicio doméstico (198)",87,,59,19,7,2
"Actividad economica no especificada (200)",132,,32,27,51,22
