"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia TARATA (000)",3976,21,207,82,106,221,1557,81,187,1421,52,41
"Agric., ganadería, caza y silvicultura (001)",2618,,2,3,,,1554,,2,1057,,
"Pesca (002)",3,,,,,,3,,,,,
"Explotación de minas y canteras (003)",3,,,,,,,3,,,,
"Industrias manufactureras (004)",59,,1,1,1,1,,49,5,1,,
"Suministro de electricidad, gas y agua (005)",22,,1,,,,,2,1,18,,
"Construcción (006)",242,,6,6,1,,,5,103,121,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",257,,1,4,,156,,19,,77,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",23,,,1,,7,,13,,2,,
"Comercio al por mayor (009)",4,,,,,4,,,,,,
"Comercio al por menor (010)",230,,1,3,,145,,6,,75,,
"Hoteles y restaurantes (011)",98,,,5,3,46,,,,44,,
"Trans., almac. y comunicaciones (012)",86,,1,6,3,,,,67,9,,
"Intermediación financiera (013)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (014)",44,,16,9,8,5,,1,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",226,15,10,14,78,7,,2,9,39,52,
"Enseñanza (016)",170,6,150,1,3,,,,,10,,
"Servicios sociales y de salud (017)",54,,19,23,2,3,,,,7,,
"Otras activ. serv.comun.soc y personales (018)",22,,,10,2,3,,,,7,,
"Hogares privados con servicio doméstico (019)",25,,,,,,,,,25,,
"Actividad economica no especificada (021)",46,,,,5,,,,,,,41
"Hombres (022)",2285,17,95,49,53,62,1036,69,178,658,48,20
"Agric., ganadería, caza y silvicultura (023)",1498,,2,3,,,1033,,2,458,,
"Pesca (024)",3,,,,,,3,,,,,
"Explotación de minas y canteras (025)",3,,,,,,,3,,,,
"Industrias manufactureras (026)",43,,,1,,,,37,4,1,,
"Suministro de electricidad, gas y agua (027)",8,,1,,,,,2,,5,,
"Construcción (028)",220,,5,6,1,,,5,97,106,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",97,,,3,,45,,19,,30,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",21,,,1,,5,,13,,2,,
"Comercio al por mayor (031)",1,,,,,1,,,,,,
"Comercio al por menor (032)",75,,,2,,39,,6,,28,,
"Hoteles y restaurantes (033)",12,,,,1,8,,,,3,,
"Trans., almac. y comunicaciones (034)",78,,,5,1,,,,66,6,,
"Activid.inmobil., empres. y alquileres (036)",31,,14,7,3,5,,1,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",162,13,7,9,42,4,,2,9,28,48,
"Enseñanza (038)",75,4,61,1,,,,,,9,,
"Servicios sociales y de salud (039)",18,,5,8,2,,,,,3,,
"Otras activ. serv.comun.soc y personales (040)",13,,,6,2,,,,,5,,
"Hogares privados con servicio doméstico (041)",3,,,,,,,,,3,,
"Actividad economica no especificada (043)",21,,,,1,,,,,,,20
"Mujeres (044)",1691,4,112,33,53,159,521,12,9,763,4,21
"Agric., ganadería, caza y silvicultura (045)",1120,,,,,,521,,,599,,
"Industrias manufactureras (048)",16,,1,,1,1,,12,1,,,
"Suministro de electricidad, gas y agua (049)",14,,,,,,,,1,13,,
"Construcción (050)",22,,1,,,,,,6,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",160,,1,1,,111,,,,47,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,,,2,,,,,,
"Comercio al por mayor (053)",3,,,,,3,,,,,,
"Comercio al por menor (054)",155,,1,1,,106,,,,47,,
"Hoteles y restaurantes (055)",86,,,5,2,38,,,,41,,
"Trans., almac. y comunicaciones (056)",8,,1,1,2,,,,1,3,,
"Intermediación financiera (057)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",13,,2,2,5,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",64,2,3,5,36,3,,,,11,4,
"Enseñanza (060)",95,2,89,,3,,,,,1,,
"Servicios sociales y de salud (061)",36,,14,15,,3,,,,4,,
"Otras activ. serv.comun.soc y personales (062)",9,,,4,,3,,,,2,,
"Hogares privados con servicio doméstico (063)",22,,,,,,,,,22,,
"Actividad economica no especificada (065)",25,,,,4,,,,,,,21
,,,,,,,,,,,,
"URBANA (066)",2983,19,163,70,96,200,1075,72,166,1050,34,38
"Agric., ganadería, caza y silvicultura (067)",1819,,2,3,,,1075,,1,738,,
"Industrias manufactureras (070)",50,,1,1,1,1,,43,2,1,,
"Suministro de electricidad, gas y agua (071)",22,,1,,,,,2,1,18,,
"Construcción (072)",211,,4,5,1,,,5,92,104,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",227,,1,3,,140,,19,,64,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",23,,,1,,7,,13,,2,,
"Comercio al por mayor (075)",3,,,,,3,,,,,,
"Comercio al por menor (076)",201,,1,2,,130,,6,,62,,
"Hoteles y restaurantes (077)",91,,,5,3,42,,,,41,,
"Trans., almac. y comunicaciones (078)",79,,1,5,3,,,,62,8,,
"Intermediación financiera (079)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",37,,13,9,5,4,,1,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",183,13,10,12,71,7,,2,8,26,34,
"Enseñanza (082)",137,6,117,1,3,,,,,10,,
"Servicios sociales y de salud (083)",40,,13,16,2,3,,,,6,,
"Otras activ. serv.comun.soc y personales (084)",20,,,10,2,3,,,,5,,
"Hogares privados con servicio doméstico (085)",23,,,,,,,,,23,,
"Actividad economica no especificada (087)",43,,,,5,,,,,,,38
"Hombres (088)",1700,15,77,42,46,53,714,61,157,483,33,19
"Agric., ganadería, caza y silvicultura (089)",1043,,2,3,,,714,,1,323,,
"Industrias manufactureras (092)",35,,,1,,,,32,1,1,,
