"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ABANCAY (000)",31055,9023,4845,12752,549,3147,739
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",89,83,,,6,,
"Profes., científicos e intelectuales (002)",4713,4166,,505,33,9,
"Técnicos de nivel medio y trab. asimilados (003)",1480,940,,438,92,9,1
"Jefes y empleados de oficina (004)",1476,1454,,8,,14,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4866,885,27,3309,95,550,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",4917,1,2,4725,188,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1521,,413,960,63,85,
"Obreros construc.,conf., papel, fab., instr. (008)",2621,269,1074,1201,41,36,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",8474,865,3238,1288,23,2322,738
"Otra (010)",215,215,,,,,
"Ocupación no especificada (011)",683,145,91,318,8,121,
"Hombres (012)",19782,4876,4297,8304,419,1835,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",69,65,,,4,,
"Profes., científicos e intelectuales (014)",2482,2119,,335,21,7,
"Técnicos de nivel medio y trab. asimilados (015)",974,574,,336,59,5,
"Jefes y empleados de oficina (016)",728,722,,2,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1503,486,4,868,48,97,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",4454,1,2,4276,174,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1274,,367,794,58,55,
"Obreros construc.,conf., papel, fab., instr. (020)",2553,266,1046,1169,41,31,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",5193,360,2801,378,9,1594,51
"Otra (022)",208,208,,,,,
"Ocupación no especificada (023)",344,75,77,146,5,41,
"Mujeres (024)",11273,4147,548,4448,130,1312,688
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",20,18,,,2,,
"Profes., científicos e intelectuales (026)",2231,2047,,170,12,2,
"Técnicos de nivel medio y trab. asimilados (027)",506,366,,102,33,4,1
"Jefes y empleados de oficina (028)",748,732,,6,,10,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",3363,399,23,2441,47,453,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",463,,,449,14,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",247,,46,166,5,30,
"Obreros construc.,conf., papel, fab., instr. (032)",68,3,28,32,,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",3281,505,437,910,14,728,687
"Otra (034)",7,7,,,,,
"Ocupación no especificada (035)",339,70,14,172,3,80,
,,,,,,,
"URBANA (036)",21735,8560,2787,8156,400,1161,671
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",82,76,,,6,,
"Profes., científicos e intelectuales (038)",4508,3998,,469,32,9,
"Técnicos de nivel medio y trab. asimilados (039)",1409,891,,420,91,7,
"Jefes y empleados de oficina (040)",1427,1406,,8,,13,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4463,833,19,3010,92,509,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",1043,1,,988,53,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1382,,352,889,62,79,
"Obreros construc.,conf., papel, fab., instr. (044)",2261,240,905,1050,38,28,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",4594,782,1458,1185,21,477,671
"Otra (046)",210,210,,,,,
"Ocupación no especificada (047)",356,123,53,137,5,38,
"Hombres (048)",12300,4607,2431,4460,282,484,36
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",62,58,,,4,,
"Profes., científicos e intelectuales (050)",2379,2034,,318,20,7,
"Técnicos de nivel medio y trab. asimilados (051)",927,544,,321,59,3,
"Jefes y empleados de oficina (052)",698,692,,2,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1418,454,4,818,47,95,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",874,1,,827,45,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1149,,309,733,57,50,
"Obreros construc.,conf., papel, fab., instr. (056)",2200,237,878,1024,38,23,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",2203,324,1197,347,9,290,36
"Otra (058)",203,203,,,,,
"Ocupación no especificada (059)",187,60,43,70,3,11,
"Mujeres (060)",9435,3953,356,3696,118,677,635
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",20,18,,,2,,
"Profes., científicos e intelectuales (062)",2129,1964,,151,12,2,
"Técnicos de nivel medio y trab. asimilados (063)",482,347,,99,32,4,
"Jefes y empleados de oficina (064)",729,714,,6,,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",3045,379,15,2192,45,414,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",169,,,161,8,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",233,,43,156,5,29,
"Obreros construc.,conf., papel, fab., instr. (068)",61,3,27,26,,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",2391,458,261,838,12,187,635
"Otra (070)",7,7,,,,,
"Ocupación no especificada (071)",169,63,10,67,2,27,
,,,,,,,
"RURAL (072)",9320,463,2058,4596,149,1986,68
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",7,7,,,,,
"Profes., científicos e intelectuales (074)",205,168,,36,1,,
"Técnicos de nivel medio y trab. asimilados (075)",71,49,,18,1,2,1
"Jefes y empleados de oficina (076)",49,48,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",403,52,8,299,3,41,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",3874,,2,3737,135,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",139,,61,71,1,6,
"Obreros construc.,conf., papel, fab., instr. (080)",360,29,169,151,3,8,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",3880,83,1780,103,2,1845,67
"Otra (082)",5,5,,,,,
"Ocupación no especificada (083)",327,22,38,181,3,83,
"Hombres (084)",7482,269,1866,3844,137,1351,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,7,,,,,
"Profes., científicos e intelectuales (086)",103,85,,17,1,,
"Técnicos de nivel medio y trab. asimilados (087)",47,30,,15,,2,
"Jefes y empleados de oficina (088)",30,30,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",85,32,,50,1,2,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",3580,,2,3449,129,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",125,,58,61,1,5,
"Obreros construc.,conf., papel, fab., instr. (092)",353,29,168,145,3,8,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",2990,36,1604,31,,1304,15
"Otra (094)",5,5,,,,,
"Ocupación no especificada (095)",157,15,34,76,2,30,
"Mujeres (096)",1838,194,192,752,12,635,53
