"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PACHITEA (000)",13457,52,182,534,1080,2478,6546,2585
"De 12 a 14 años (001)",22,,,,,,3,19
"De 15 a 19 años (002)",726,,,,,,513,213
"De 20 a 24 años (003)",1967,,,,,11,1393,563
"De 25 a 29 años (004)",2025,,,,,115,1481,429
"De 30 a 34 años (005)",1693,,,,,266,1175,252
"De 35 a 39 años (006)",1578,,,,15,446,930,187
"De 40 a 44 años (007)",1223,,,,41,403,643,136
"De 45 a 49 años (008)",1014,,,7,90,443,345,129
"De 50 y más años (009)",3209,52,182,527,934,794,63,657
"Sin nivel (010)",6223,51,161,433,818,1261,2403,1096
"De 12 a 14 años (011)",3,,,,,,1,2
"De 15 a 19 años (012)",120,,,,,,82,38
"De 20 a 24 años (013)",424,,,,,2,320,102
"De 25 a 29 años (014)",612,,,,,24,491,97
"De 30 a 34 años (015)",582,,,,,65,435,82
"De 35 a 39 años (016)",705,,,,6,169,445,85
"De 40 a 44 años (017)",642,,,,17,186,368,71
"De 45 a 49 años (018)",577,,,3,50,230,217,77
"De 50 y más años (019)",2558,51,161,430,745,585,44,542
"Educacion Inicial (020)",71,,,,,4,45,22
"De 15 a 19 años (022)",4,,,,,,3,1
"De 20 a 24 años (023)",26,,,,,,17,9
"De 25 a 29 años (024)",24,,,,,,15,9
"De 30 a 34 años (025)",9,,,,,2,6,1
"De 35 a 39 años (026)",8,,,,,2,4,2
"Primaria (030)",5907,1,18,88,223,1038,3460,1079
"De 12 a 14 años (031)",15,,,,,,2,13
"De 15 a 19 años (032)",480,,,,,,340,140
"De 20 a 24 años (033)",1167,,,,,7,851,309
"De 25 a 29 años (034)",1108,,,,,75,820,213
"De 30 a 34 años (035)",923,,,,,164,641,118
"De 35 a 39 años (036)",725,,,,7,224,412,82
"De 40 a 44 años (037)",513,,,,20,184,252,57
"De 45 a 49 años (038)",391,,,4,31,188,125,43
"De 50 y más años (039)",585,1,18,84,165,196,17,104
"Secundaria (040)",907,,2,6,28,108,491,272
"De 12 a 14 años (041)",4,,,,,,,4
"De 15 a 19 años (042)",119,,,,,,86,33
"De 20 a 24 años (043)",287,,,,,2,177,108
"De 25 a 29 años (044)",198,,,,,9,118,71
"De 30 a 34 años (045)",97,,,,,18,54,25
"De 35 a 39 años (046)",86,,,,1,32,43,10
"De 40 a 44 años (047)",43,,,,3,25,10,5
"De 45 a 49 años (048)",29,,,,5,16,1,7
"De 50 y más años (049)",44,,2,6,19,6,2,9
"Sup. no Univ. incompleta (050)",58,,,2,1,4,29,22
"De 15 a 19 años (052)",2,,,,,,1,1
