"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",3,1,1,1,,
"Primaria (033)",492,16,156,206,97,17
"Secundaria (034)",281,2,164,86,29,
"Superior no univ. incompleta (035)",13,,8,5,,
"Superior no univ. completa (036)",20,,12,6,2,
"Superior univ. incompleta (037)",3,,,3,,
"Superior univ. completa (038)",8,,5,3,,
"No PEA (040)",29902,12062,6771,4494,4063,2512
"Sin nivel (041)",6893,254,607,1774,2399,1859
"Educación inicial (042)",632,579,25,28,,
"Primaria (043)",15746,9692,2137,1980,1378,559
"Secundaria (044)",5991,1537,3566,572,247,69
"Superior no univ. incompleta (045)",332,,266,48,14,4
"Superior no univ. completa (046)",171,,91,57,13,10
"Superior univ. incompleta (047)",55,,42,5,4,4
"Superior univ. completa (048)",82,,37,30,8,7
,,,,,,
"URBANA (060)",10489,2930,2837,2465,1542,715
"Sin nivel (061)",1105,19,63,256,414,353
"Educación inicial (062)",143,130,4,9,,
"Primaria (063)",4172,2171,458,684,595,264
"Secundaria (064)",3165,610,1536,686,274,59
"Superior no univ. incompleta (065)",444,,303,109,27,5
"Superior no univ. completa (066)",754,,271,358,108,17
"Superior univ. incompleta (067)",144,,57,55,26,6
"Superior univ. completa (068)",562,,145,308,98,11
"PEA (070)",3673,62,1050,1576,808,177
"Sin nivel (071)",238,2,17,58,115,46
"Educación inicial (072)",3,1,1,1,,
"Primaria (073)",843,41,142,297,274,89
"Secundaria (074)",1169,18,457,485,184,25
"Superior no univ. incompleta (075)",208,,96,87,23,2
"Superior no univ. completa (076)",619,,198,314,99,8
"Superior univ. incompleta (077)",98,,23,51,22,2
"Superior univ. completa (078)",495,,116,283,91,5
"Ocupada (080)",3456,59,964,1497,767,169
"Sin nivel (081)",215,2,16,53,100,44
"Educación inicial (082)",3,1,1,1,,
"Primaria (083)",770,38,128,264,257,83
"Secundaria (084)",1080,18,406,455,176,25
"Superior no univ. incompleta (085)",201,,90,86,23,2
"Superior no univ. completa (086)",604,,188,310,98,8
"Superior univ. incompleta (087)",95,,23,48,22,2
"Superior univ. completa (088)",488,,112,280,91,5
"Desocupada (090)",217,3,86,79,41,8
"Sin nivel (091)",23,,1,5,15,2
"Primaria (093)",73,3,14,33,17,6
"Secundaria (094)",89,,51,30,8,
"Superior no univ. incompleta (095)",7,,6,1,,
"Superior no univ. completa (096)",15,,10,4,1,
"Superior univ. incompleta (097)",3,,,3,,
"Superior univ. completa (098)",7,,4,3,,
"No PEA (100)",6816,2868,1787,889,734,538
"Sin nivel (101)",867,17,46,198,299,307
"Educación inicial (102)",140,129,3,8,,
"Primaria (103)",3329,2130,316,387,321,175
"Secundaria (104)",1996,592,1079,201,90,34
"Superior no univ. incompleta (105)",236,,207,22,4,3
"Superior no univ. completa (106)",135,,73,44,9,9
"Superior univ. incompleta (107)",46,,34,4,4,4
"Superior univ. completa (108)",67,,29,25,7,6
,,,,,,
"RURAL (120)",27933,9297,6385,5266,4567,2418
"Sin nivel (121)",7282,243,726,1964,2547,1802
"Educación inicial (122)",509,457,25,27,,
"Primaria (123)",14682,7641,2409,2409,1660,563
"Secundaria (124)",5099,956,3055,734,304,50
"Superior no univ. incompleta (125)",141,,77,47,16,1
"Superior no univ. completa (126)",132,,55,53,23,1
"Superior univ. incompleta (127)",14,,10,2,2,
"Superior univ. completa (128)",74,,28,30,15,1
"PEA (130)",4847,103,1401,1661,1238,444
"Sin nivel (131)",1256,6,165,388,447,250
"Educación inicial (132)",17,7,3,7,,
"Primaria (133)",2265,79,588,816,603,179
"Secundaria (134)",1104,11,568,363,147,15
"Superior no univ. incompleta (135)",45,,18,21,6,
"Superior no univ. completa (136)",96,,37,40,19,
"Superior univ. incompleta (137)",5,,2,1,2,
"Superior univ. completa (138)",59,,20,25,14,
"Ocupada (140)",4066,85,1125,1363,1082,411
"Sin nivel (141)",1101,4,150,326,393,228
"Educación inicial (142)",14,6,2,6,,
"Primaria (143)",1846,66,446,643,523,168
"Secundaria (144)",912,9,455,307,126,15
"Superior no univ. incompleta (145)",39,,16,17,6,
"Superior no univ. completa (146)",91,,35,38,18,
"Superior univ. incompleta (147)",5,,2,1,2,
"Superior univ. completa (148)",58,,19,25,14,
"Desocupada (150)",781,18,276,298,156,33
"Sin nivel (151)",155,2,15,62,54,22
"Educación inicial (152)",3,1,1,1,,
"Primaria (153)",419,13,142,173,80,11
"Secundaria (154)",192,2,113,56,21,
"Superior no univ. incompleta (155)",6,,2,4,,
"Superior no univ. completa (156)",5,,2,2,1,
"Superior univ. completa (158)",1,,1,,,
"No PEA (160)",23086,9194,4984,3605,3329,1974
"Sin nivel (161)",6026,237,561,1576,2100,1552
"Educación inicial (162)",492,450,22,20,,
"Primaria (163)",12417,7562,1821,1593,1057,384
"Secundaria (164)",3995,945,2487,371,157,35
"Superior no univ. incompleta (165)",96,,59,26,10,1
"Superior no univ. completa (166)",36,,18,13,4,1
"Superior univ. incompleta (167)",9,,8,1,,
"Superior univ. completa (168)",15,,8,5,1,1
