"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia HUAMALIES (000)",19833,77,1050,203,198,908,6504,359,352,8039,34,441,1668
"Agric., ganadería, caza y silvicultura (001)",13520,,3,3,,,6504,,2,7008,,,
"Explotación de minas y canteras (003)",31,,,1,,,,16,1,13,,,
"Industrias manufactureras (004)",288,,,5,2,4,,277,,,,,
"Suministro de electricidad, gas y agua (005)",12,,1,1,1,,,2,6,1,,,
"Construcción (006)",407,,6,8,1,,,21,200,171,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",955,,4,19,2,737,,34,8,151,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",32,,,,,12,,18,2,,,,
"Comercio al por mayor (009)",51,,,4,,42,,,3,2,,,
"Comercio al por menor (010)",872,,4,15,2,683,,16,3,149,,,
"Hoteles y restaurantes (011)",330,,1,17,2,145,,,,165,,,
"Trans., almac. y comunicaciones (012)",163,,,7,5,,,2,124,25,,,
"Intermediación financiera (013)",5,,1,,4,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",67,,17,16,15,4,,3,1,11,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",292,51,14,17,122,3,,3,9,39,34,,
"Enseñanza (016)",991,26,927,1,25,,,,,12,,,
"Servicios sociales y de salud (017)",168,,68,83,7,6,,1,1,2,,,
"Otras activ. serv.comun.soc y personales (018)",125,,5,21,3,9,,,,87,,,
"Hogares privados con servicio doméstico (019)",354,,,,,,,,,354,,,
"Actividad economica no especificada (021)",457,,3,4,9,,,,,,,441,
"Desocupado (022)",1668,,,,,,,,,,,,1668
"Hombres (023)",15184,58,591,128,134,353,5915,306,350,6042,34,137,1136
"Agric., ganadería, caza y silvicultura (024)",11524,,3,3,,,5915,,2,5601,,,
"Explotación de minas y canteras (026)",30,,,1,,,,15,1,13,,,
"Industrias manufactureras (027)",233,,,2,2,4,,225,,,,,
"Suministro de electricidad, gas y agua (028)",11,,1,1,,,,2,6,1,,,
"Construcción (029)",403,,6,8,1,,,21,199,168,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",440,,2,12,,311,,34,8,73,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",28,,,,,8,,18,2,,,,
"Comercio al por mayor (032)",27,,,1,,21,,,3,2,,,
"Comercio al por menor (033)",385,,2,11,,282,,16,3,71,,,
"Hoteles y restaurantes (034)",51,,,8,,26,,,,17,,,
"Trans., almac. y comunicaciones (035)",159,,,7,3,,,2,123,24,,,
"Intermediación financiera (036)",4,,1,,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",53,,13,14,13,3,,3,1,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",230,41,12,11,83,3,,3,9,34,34,,
"Enseñanza (039)",560,17,516,,17,,,,,10,,,
"Servicios sociales y de salud (040)",85,,31,43,6,2,,1,1,1,,,
"Otras activ. serv.comun.soc y personales (041)",30,,3,16,2,4,,,,5,,,
"Hogares privados con servicio doméstico (042)",89,,,,,,,,,89,,,
"Actividad economica no especificada (044)",146,,3,2,4,,,,,,,137,
"Desocupado (045)",1136,,,,,,,,,,,,1136
"Mujeres (046)",4649,19,459,75,64,555,589,53,2,1997,,304,532
"Agric., ganadería, caza y silvicultura (047)",1996,,,,,,589,,,1407,,,
"Explotación de minas y canteras (049)",1,,,,,,,1,,,,,
"Industrias manufactureras (050)",55,,,3,,,,52,,,,,
"Suministro de electricidad, gas y agua (051)",1,,,,1,,,,,,,,
"Construcción (052)",4,,,,,,,,1,3,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",515,,2,7,2,426,,,,78,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",4,,,,,4,,,,,,,
"Comercio al por mayor (055)",24,,,3,,21,,,,,,,
"Comercio al por menor (056)",487,,2,4,2,401,,,,78,,,
"Hoteles y restaurantes (057)",279,,1,9,2,119,,,,148,,,
"Trans., almac. y comunicaciones (058)",4,,,,2,,,,1,1,,,
"Intermediación financiera (059)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",14,,4,2,2,1,,,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",62,10,2,6,39,,,,,5,,,
"Enseñanza (062)",431,9,411,1,8,,,,,2,,,
"Servicios sociales y de salud (063)",83,,37,40,1,4,,,,1,,,
"Otras activ. serv.comun.soc y personales (064)",95,,2,5,1,5,,,,82,,,
"Hogares privados con servicio doméstico (065)",265,,,,,,,,,265,,,
"Actividad economica no especificada (067)",311,,,2,5,,,,,,,304,
"Desocupado (068)",532,,,,,,,,,,,,532
,,,,,,,,,,,,,
"URBANA (069)",5588,54,781,167,129,640,1265,207,193,1642,34,129,347
"Agric., ganadería, caza y silvicultura (070)",2417,,3,3,,,1265,,1,1145,,,
"Explotación de minas y canteras (072)",18,,,1,,,,7,,10,,,
"Industrias manufactureras (073)",164,,,3,2,2,,157,,,,,
"Suministro de electricidad, gas y agua (074)",6,,1,1,1,,,2,,1,,,
"Construcción (075)",179,,4,8,1,,,13,99,54,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",668,,4,15,2,529,,26,7,85,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",26,,,,,10,,15,1,,,,
"Comercio al por mayor (078)",38,,,3,,32,,,3,,,,
"Comercio al por menor (079)",604,,4,12,2,487,,11,3,85,,,
"Hoteles y restaurantes (080)",205,,1,17,2,89,,,,96,,,
"Trans., almac. y comunicaciones (081)",106,,,6,4,,,,78,18,,,
"Intermediación financiera (082)",5,,1,,4,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",50,,15,11,13,2,,,1,8,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",196,37,14,16,67,3,,2,6,17,34,,
"Enseñanza (085)",718,17,673,1,18,,,,,9,,,
"Servicios sociales y de salud (086)",134,,58,63,4,6,,,1,2,,,
"Otras activ. serv.comun.soc y personales (087)",78,,5,18,2,9,,,,44,,,
"Hogares privados con servicio doméstico (088)",153,,,,,,,,,153,,,
"Actividad economica no especificada (090)",144,,2,4,9,,,,,,,129,
"Desocupado (091)",347,,,,,,,,,,,,347
"Hombres (092)",3880,38,447,107,88,255,1146,175,192,1123,34,30,245
"Agric., ganadería, caza y silvicultura (093)",2090,,3,3,,,1146,,1,937,,,
"Explotación de minas y canteras (095)",18,,,1,,,,7,,10,,,
"Industrias manufactureras (096)",129,,,,2,2,,125,,,,,
"Suministro de electricidad, gas y agua (097)",5,,1,1,,,,2,,1,,,
"Construcción (098)",177,,4,8,1,,,13,99,52,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",311,,2,10,,227,,26,7,39,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",22,,,,,6,,15,1,,,,
"Comercio al por mayor (101)",18,,,1,,14,,,3,,,,
"Comercio al por menor (102)",271,,2,9,,207,,11,3,39,,,
"Hoteles y restaurantes (103)",34,,,8,,15,,,,11,,,
"Trans., almac. y comunicaciones (104)",102,,,6,2,,,,77,17,,,
"Intermediación financiera (105)",4,,1,,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",38,,11,10,11,2,,,1,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",160,28,12,10,48,3,,2,6,17,34,,
"Enseñanza (108)",410,10,380,,13,,,,,7,,,
"Servicios sociales y de salud (109)",70,,28,35,3,2,,,1,1,,,
"Otras activ. serv.comun.soc y personales (110)",24,,3,13,1,4,,,,3,,,
"Hogares privados con servicio doméstico (111)",25,,,,,,,,,25,,,
"Actividad economica no especificada (113)",38,,2,2,4,,,,,,,30,
"Desocupado (114)",245,,,,,,,,,,,,245
"Mujeres (115)",1708,16,334,60,41,385,119,32,1,519,,99,102
"Agric., ganadería, caza y silvicultura (116)",327,,,,,,119,,,208,,,
"Industrias manufactureras (119)",35,,,3,,,,32,,,,,
"Suministro de electricidad, gas y agua (120)",1,,,,1,,,,,,,,
"Construcción (121)",2,,,,,,,,,2,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",357,,2,5,2,302,,,,46,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",4,,,,,4,,,,,,,
"Comercio al por mayor (124)",20,,,2,,18,,,,,,,
"Comercio al por menor (125)",333,,2,3,2,280,,,,46,,,
"Hoteles y restaurantes (126)",171,,1,9,2,74,,,,85,,,
"Trans., almac. y comunicaciones (127)",4,,,,2,,,,1,1,,,
"Intermediación financiera (128)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",12,,4,1,2,,,,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",36,9,2,6,19,,,,,,,,
"Enseñanza (131)",308,7,293,1,5,,,,,2,,,
"Servicios sociales y de salud (132)",64,,30,28,1,4,,,,1,,,
"Otras activ. serv.comun.soc y personales (133)",54,,2,5,1,5,,,,41,,,
"Hogares privados con servicio doméstico (134)",128,,,,,,,,,128,,,
"Actividad economica no especificada (136)",106,,,2,5,,,,,,,99,
"Desocupado (137)",102,,,,,,,,,,,,102
,,,,,,,,,,,,,
"RURAL (138)",14245,23,269,36,69,268,5239,152,159,6397,,312,1321
"Agric., ganadería, caza y silvicultura (139)",11103,,,,,,5239,,1,5863,,,
"Explotación de minas y canteras (141)",13,,,,,,,9,1,3,,,
"Industrias manufactureras (142)",124,,,2,,2,,120,,,,,
"Suministro de electricidad, gas y agua (143)",6,,,,,,,,6,,,,
"Construcción (144)",228,,2,,,,,8,101,117,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",287,,,4,,208,,8,1,66,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",6,,,,,2,,3,1,,,,
"Comercio al por mayor (147)",13,,,1,,10,,,,2,,,
"Comercio al por menor (148)",268,,,3,,196,,5,,64,,,
"Hoteles y restaurantes (149)",125,,,,,56,,,,69,,,
"Trans., almac. y comunicaciones (150)",57,,,1,1,,,2,46,7,,,
"Activid.inmobil., empres. y alquileres (152)",17,,2,5,2,2,,3,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",96,14,,1,55,,,1,3,22,,,
"Enseñanza (154)",273,9,254,,7,,,,,3,,,
