"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",6115,120,8,2126,2465,300,563,186,347
"Agric., ganadería, caza y silvicultura (001)",658,32,1,360,243,3,7,7,5
"Pesca (002)",1510,20,2,718,679,35,28,11,17
"Explotación de minas y canteras (003)",14,,,1,8,2,1,,2
"Industrias manufactureras (004)",278,6,1,84,141,15,11,6,14
"Suministro de electricidad, gas y agua (005)",36,2,,11,16,1,4,,2
"Construcción (006)",434,6,1,105,236,21,33,12,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",743,18,,281,280,49,59,21,35
"Venta, mant.y rep. veh.autom.y motoc. (008)",79,1,,18,33,11,14,,2
"Comercio al por mayor (009)",35,,,11,10,3,3,2,6
"Comercio al por menor (010)",629,17,,252,237,35,42,19,27
"Hoteles y restaurantes (011)",388,10,1,111,160,40,31,17,18
"Trans., almac. y comunicaciones (012)",533,3,2,141,263,30,55,18,21
"Intermediación financiera (013)",11,,,,1,,5,,5
"Activid.inmobil., empres. y de alquiler (014)",233,4,,45,83,14,25,20,42
"Admin.pub. y defensa; p. segur.soc.afil (015)",368,8,,69,121,24,77,26,43
"Enseñanza (016)",318,,,3,34,27,150,25,79
"Servicios sociales y de salud (017)",60,,,3,8,2,25,4,18
"Otras activ. serv.comun.soc y personales (018)",260,4,,77,88,26,32,15,18
"Hogares privados con servicio doméstico (019)",115,2,,47,54,6,5,,1
"Actividad economica no especificada (021)",156,5,,70,50,5,15,4,7
"Hombres (022)",4648,84,7,1669,2015,195,322,131,225
"Agric., ganadería, caza y silvicultura (023)",610,29,1,326,234,3,7,6,4
"Pesca (024)",1489,20,2,705,671,35,28,11,17
"Explotación de minas y canteras (025)",14,,,1,8,2,1,,2
"Industrias manufactureras (026)",191,2,,58,102,10,6,4,9
"Suministro de electricidad, gas y agua (027)",35,2,,11,15,1,4,,2
"Construcción (028)",422,6,1,105,229,20,31,12,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",434,7,,142,181,31,34,14,25
"Venta, mant.y rep. veh.autom.y motoc. (030)",73,1,,16,31,10,13,,2
"Comercio al por mayor (031)",25,,,7,7,2,3,2,4
"Comercio al por menor (032)",336,6,,119,143,19,18,12,19
"Hoteles y restaurantes (033)",143,1,1,30,59,18,14,9,11
"Trans., almac. y comunicaciones (034)",508,3,2,139,255,28,47,17,17
"Intermediación financiera (035)",5,,,,1,,3,,1
"Activid.inmobil., empres. y de alquiler (036)",166,4,,32,63,10,14,16,27
"Admin.pub. y defensa; p. segur.soc.afil (037)",209,4,,19,81,11,46,19,29
"Enseñanza (038)",134,,,2,16,11,56,12,37
"Servicios sociales y de salud (039)",27,,,3,4,2,6,1,11
"Otras activ. serv.comun.soc y personales (040)",171,4,,56,66,11,15,8,11
"Hogares privados con servicio doméstico (041)",8,1,,1,6,,,,
"Actividad economica no especificada (043)",82,1,,39,24,2,10,2,4
"Mujeres (044)",1467,36,1,457,450,105,241,55,122
"Agric., ganadería, caza y silvicultura (045)",48,3,,34,9,,,1,1
