"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",85,59,8,12,6
"Mujeres (044)",4993,3506,585,542,360
"Agric., ganadería, caza y silvicultura (045)",2181,1429,416,332,4
"Pesca (046)",5,4,1,,
"Explotación de minas y canteras (047)",40,4,,2,34
"Industrias manufactureras (048)",116,99,12,2,3
"Construcción (050)",19,7,4,5,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",912,897,13,2,
"Venta, mant.y rep. veh.autom y motoc. (052)",5,5,,,
"Comercio al por mayor (053)",26,26,,,
"Comercio al por menor (054)",881,866,13,2,
"Hoteles y restaurantes (055)",373,331,18,16,8
"Trans., almac. y comunicaciones (056)",77,68,6,2,1
"Intermediación financiera (057)",7,,1,1,5
"Activid.inmobil., empres. y alquileres (058)",77,53,11,7,6
"Admin.pub. y defensa; p. segur soc.afil (059)",177,,,,177
"Enseñanza (060)",392,122,75,157,38
"Servicios sociales y de salud (061)",117,30,9,2,76
"Otras activ. serv.comun.soc y personales (062)",128,113,6,7,2
"Hogares privados con servicio doméstico (063)",198,198,,,
"Actividad economica no especificada (065)",174,151,13,7,3
,,,,,
"URBANA (066)",9468,5695,1125,1137,1511
"Agric., ganadería, caza y silvicultura (067)",3365,2245,652,459,9
"Pesca (068)",43,41,2,,
"Explotación de minas y canteras (069)",1064,131,68,161,704
"Industrias manufactureras (070)",382,279,47,23,33
"Suministro de electricidad, gas y agua (071)",30,4,1,11,14
"Construcción (072)",596,339,86,78,93
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1268,1210,32,20,6
"Venta, mant.y rep. veh.autom y motoc. (074)",109,87,4,12,6
"Comercio al por mayor (075)",51,46,3,2,
"Comercio al por menor (076)",1108,1077,25,6,
"Hoteles y restaurantes (077)",422,365,23,30,4
"Trans., almac. y comunicaciones (078)",449,339,42,34,34
"Intermediación financiera (079)",14,4,2,1,7
"Activid.inmobil., empres. y alquileres (080)",197,123,24,30,20
"Admin.pub. y defensa; p. segur soc.afil (081)",409,,,,409
"Enseñanza (082)",481,111,88,233,49
"Servicios sociales y de salud (083)",167,30,15,11,111
"Otras activ. serv.comun.soc y personales (084)",236,170,24,31,11
"Hogares privados con servicio doméstico (085)",154,154,,,
"Actividad economica no especificada (087)",191,150,19,15,7
"Hombres (088)",6202,3444,755,786,1217
"Agric., ganadería, caza y silvicultura (089)",2361,1648,420,287,6
"Pesca (090)",42,40,2,,
"Explotación de minas y canteras (091)",1036,128,68,159,681
"Industrias manufactureras (092)",282,195,36,21,30
"Suministro de electricidad, gas y agua (093)",30,4,1,11,14
"Construcción (094)",581,334,83,74,90
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",523,475,23,19,6
"Venta, mant.y rep. veh.autom y motoc. (096)",105,83,4,12,6
"Comercio al por mayor (097)",28,23,3,2,
"Comercio al por menor (098)",390,369,16,5,
"Hoteles y restaurantes (099)",114,87,7,19,1
"Trans., almac. y comunicaciones (100)",389,286,37,32,34
"Intermediación financiera (101)",8,4,1,1,2
"Activid.inmobil., empres. y alquileres (102)",136,82,14,25,15
"Admin.pub. y defensa; p. segur soc.afil (103)",265,,,,265
"Enseñanza (104)",162,18,30,96,18
"Servicios sociales y de salud (105)",68,11,7,9,41
"Otras activ. serv.comun.soc y personales (106)",122,69,19,24,10
"Hogares privados con servicio doméstico (107)",12,12,,,
"Actividad economica no especificada (109)",71,51,7,9,4
"Mujeres (110)",3266,2251,370,351,294
"Agric., ganadería, caza y silvicultura (111)",1004,597,232,172,3
"Pesca (112)",1,1,,,
"Explotación de minas y canteras (113)",28,3,,2,23
"Industrias manufactureras (114)",100,84,11,2,3
"Construcción (116)",15,5,3,4,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",745,735,9,1,
"Venta, mant.y rep. veh.autom y motoc. (118)",4,4,,,
"Comercio al por mayor (119)",23,23,,,
"Comercio al por menor (120)",718,708,9,1,
"Hoteles y restaurantes (121)",308,278,16,11,3
"Trans., almac. y comunicaciones (122)",60,53,5,2,
"Intermediación financiera (123)",6,,1,,5
"Activid.inmobil., empres. y alquileres (124)",61,41,10,5,5
"Admin.pub. y defensa; p. segur soc.afil (125)",144,,,,144
"Enseñanza (126)",319,93,58,137,31
"Servicios sociales y de salud (127)",99,19,8,2,70
"Otras activ. serv.comun.soc y personales (128)",114,101,5,7,1
"Hogares privados con servicio doméstico (129)",142,142,,,
"Actividad economica no especificada (131)",120,99,12,6,3
,,,,,
"RURAL (132)",7011,4539,934,683,855
"Agric., ganadería, caza y silvicultura (133)",4698,3479,739,470,10
"Pesca (134)",197,129,52,12,4
"Explotación de minas y canteras (135)",609,21,7,63,518
"Industrias manufactureras (136)",107,89,11,3,4
"Suministro de electricidad, gas y agua (137)",13,3,1,6,3
"Construcción (138)",263,100,51,59,53
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",295,278,8,5,4
"Venta, mant.y rep. veh.autom y motoc. (140)",37,29,2,2,4
"Comercio al por mayor (141)",9,7,1,1,
"Comercio al por menor (142)",249,242,5,2,
"Hoteles y restaurantes (143)",105,63,2,6,34
"Trans., almac. y comunicaciones (144)",148,128,7,6,7
"Intermediación financiera (145)",2,,1,1,
"Activid.inmobil., empres. y alquileres (146)",113,32,9,8,64
"Admin.pub. y defensa; p. segur soc.afil (147)",127,,,,127
"Enseñanza (148)",111,38,28,35,10
"Servicios sociales y de salud (149)",30,16,2,2,10
"Otras activ. serv.comun.soc y personales (150)",59,37,14,3,5
"Hogares privados con servicio doméstico (151)",66,66,,,
"Actividad economica no especificada (153)",68,60,2,4,2
"Hombres (154)",5284,3284,719,492,789
"Agric., ganadería, caza y silvicultura (155)",3521,2647,555,310,9
"Pesca (156)",193,126,51,12,4
"Explotación de minas y canteras (157)",597,20,7,63,507
"Industrias manufactureras (158)",91,74,10,3,4
"Suministro de electricidad, gas y agua (159)",13,3,1,6,3
"Construcción (160)",259,98,50,58,53
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",128,116,4,4,4
"Venta, mant.y rep. veh.autom y motoc. (162)",36,28,2,2,4
"Comercio al por mayor (163)",6,4,1,1,
"Comercio al por menor (164)",86,84,1,1,
"Hoteles y restaurantes (165)",40,10,,1,29
"Trans., almac. y comunicaciones (166)",131,113,6,6,6
"Intermediación financiera (167)",1,,1,,
"Activid.inmobil., empres. y alquileres (168)",97,20,8,6,63
"Admin.pub. y defensa; p. segur soc.afil (169)",94,,,,94
"Enseñanza (170)",38,9,11,15,3
"Servicios sociales y de salud (171)",12,5,1,2,4
"Otras activ. serv.comun.soc y personales (172)",45,25,13,3,4
"Hogares privados con servicio doméstico (173)",10,10,,,
"Actividad economica no especificada (175)",14,8,1,3,2
"Mujeres (176)",1727,1255,215,191,66
"Agric., ganadería, caza y silvicultura (177)",1177,832,184,160,1
"Pesca (178)",4,3,1,,
"Explotación de minas y canteras (179)",12,1,,,11
"Industrias manufactureras (180)",16,15,1,,
"Construcción (182)",4,2,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",167,162,4,1,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",3,3,,,
"Comercio al por menor (186)",163,158,4,1,
"Hoteles y restaurantes (187)",65,53,2,5,5
"Trans., almac. y comunicaciones (188)",17,15,1,,1
"Intermediación financiera (189)",1,,,1,
"Activid.inmobil., empres. y alquileres (190)",16,12,1,2,1
"Admin.pub. y defensa; p. segur soc.afil (191)",33,,,,33
"Enseñanza (192)",73,29,17,20,7
"Servicios sociales y de salud (193)",18,11,1,,6
"Otras activ. serv.comun.soc y personales (194)",14,12,1,,1
"Hogares privados con servicio doméstico (195)",56,56,,,
"Actividad economica no especificada (197)",54,52,1,1,
