"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 15 a 19 años (022)",42,36,1,32,2,1,,,,,6,39
"De 20 a 24 años (023)",99,94,,51,32,10,1,,,,5,149
"De 25 a 29 años (024)",111,108,,39,38,17,13,1,,,3,225
"De 30 a 34 años (025)",112,107,,29,39,18,17,3,1,,5,263
"De 35 a 39 años (026)",145,144,1,31,40,18,34,16,3,1,1,456
"De 40 a 44 años (027)",111,111,,18,12,18,38,15,7,3,,459
"De 45 a 49 años (028)",102,102,1,8,17,11,33,23,6,3,,450
"De 50 y más años (029)",331,329,1,25,41,37,83,70,46,26,2,1718
"Casado(a) (030)",16227,16118,43,1160,1876,2171,4155,3407,2241,1065,109,82448
"De 12 a 14 años (031)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (032)",193,174,3,119,45,6,1,,,,19,231
"De 20 a 24 años (033)",968,945,4,345,341,174,76,5,,,23,1897
"De 25 a 29 años (034)",1555,1545,5,231,417,423,413,53,3,,10,4471
"De 30 a 34 años (035)",1927,1917,2,117,326,429,721,276,44,2,10,7391
"De 35 a 39 años (036)",2123,2117,3,64,227,371,708,518,197,29,6,10082
"De 40 a 44 años (037)",1987,1983,2,45,160,253,582,502,303,136,4,10961
"De 45 a 49 años (038)",1782,1773,2,52,83,158,453,499,352,174,9,10816
"De 50 y más años (039)",5690,5663,22,186,277,357,1201,1554,1342,724,27,36598
"Viudo(a) (040)",3025,2982,18,147,218,302,810,782,493,212,43,16654
"De 15 a 19 años (042)",2,1,,,1,,,,,,1,2
"De 20 a 24 años (043)",10,10,,4,3,1,2,,,,,23
"De 25 a 29 años (044)",19,17,,5,3,5,4,,,,2,43
"De 30 a 34 años (045)",55,54,,3,14,11,20,6,,,1,191
"De 35 a 39 años (046)",79,79,,9,5,18,28,16,2,1,,327
"De 40 a 44 años (047)",113,112,,5,11,12,33,25,18,8,1,605
"De 45 a 49 años (048)",141,137,,8,15,11,36,44,19,4,4,725
"De 50 y más años (049)",2606,2572,18,113,166,244,687,691,454,199,34,14738
"Divorciado(a) (050)",94,93,1,17,13,15,28,13,4,2,1,354
"De 20 a 24 años (053)",4,4,,4,,,,,,,,4
"De 25 a 29 años (054)",6,6,,2,2,2,,,,,,12
"De 30 a 34 años (055)",6,6,,1,3,2,,,,,,13
"De 35 a 39 años (056)",5,4,,2,,,2,,,,1,10
"De 40 a 44 años (057)",10,10,,3,1,1,3,1,1,,,36
"De 45 a 49 años (058)",18,18,,2,3,3,8,1,,1,,70
"De 50 y más años (059)",45,45,1,3,4,7,15,11,3,1,,209
"Soltero(a) (060)",3058,2270,20,1193,606,315,136,,,,788,3894
"De 12 a 14 años (061)",12,12,,11,1,,,,,,,13
"De 15 a 19 años (062)",190,190,,174,16,,,,,,,206
"De 20 a 24 años (063)",718,460,4,329,112,14,1,,,,258,599
"De 25 a 29 años (064)",596,391,4,213,117,48,9,,,,205,627
"De 30 a 34 años (065)",398,300,3,140,85,51,21,,,,98,547
"De 35 a 39 años (066)",311,247,1,104,69,54,19,,,,64,480
"De 40 a 44 años (067)",250,207,1,76,55,43,32,,,,43,443
"De 45 a 49 años (068)",179,147,,43,50,37,17,,,,32,322
"De 50 y más años (069)",404,316,7,103,101,68,37,,,,88,657
,,,,,,,,,,,,
"URBANA (080)",4164,3938,9,798,789,654,837,482,272,97,226,14482
"De 12 a 14 años (081)",6,3,,3,,,,,,,3,3
"De 15 a 19 años (082)",89,82,3,69,10,,,,,,7,89
"De 20 a 24 años (083)",329,268,,189,59,18,1,1,,,61,371
"De 25 a 29 años (084)",486,431,1,196,154,57,21,2,,,55,774
"De 30 a 34 años (085)",502,470,1,126,171,99,66,6,1,,32,1097
"De 35 a 39 años (086)",527,508,,77,137,122,137,31,4,,19,1542
"De 40 a 44 años (087)",497,487,,44,89,129,148,52,19,6,10,1812
"De 45 a 49 años (088)",416,407,1,30,53,81,140,65,29,8,9,1737
"De 50 y más años (089)",1312,1282,3,64,116,148,324,325,219,83,30,7057
"Conviviente (090)",1109,1094,3,317,274,168,194,91,37,10,15,3218
"De 12 a 14 años (091)",5,2,,2,,,,,,,3,2
"De 15 a 19 años (092)",55,50,1,40,9,,,,,,5,58
"De 20 a 24 años (093)",151,148,,98,39,9,1,1,,,3,213
"De 25 a 29 años (094)",207,205,1,91,75,30,8,,,,2,363
"De 30 a 34 años (095)",188,187,1,51,72,36,23,4,,,1,430
"De 35 a 39 años (096)",161,161,,19,40,34,53,13,2,,,531
"De 40 a 44 años (097)",118,118,,9,17,28,42,16,4,2,,466
"De 45 a 49 años (098)",75,74,,3,8,13,32,13,3,2,1,327
"De 50 y más años (099)",149,149,,4,14,18,35,44,28,6,,828
"Separado(a) (100)",196,192,,38,40,32,41,26,13,2,4,695
"De 15 a 19 años (102)",5,3,,3,,,,,,,2,3
"De 20 a 24 años (103)",11,11,,8,3,,,,,,,14
"De 25 a 29 años (104)",20,19,,7,8,3,1,,,,1,36
"De 30 a 34 años (105)",22,21,,4,7,6,4,,,,1,53
"De 35 a 39 años (106)",33,33,,8,11,4,5,5,,,,95
"De 40 a 44 años (107)",19,19,,3,2,4,6,4,,,,72
"De 45 a 49 años (108)",23,23,,2,3,3,8,5,2,,,99
"De 50 y más años (109)",63,63,,3,6,12,17,12,11,2,,323
"Casado(a) (110)",1879,1861,4,180,351,345,481,267,166,67,18,7882
"De 15 a 19 años (112)",6,6,2,3,1,,,,,,,5
"De 20 a 24 años (113)",53,46,,31,7,8,,,,,7,69
"De 25 a 29 años (114)",131,130,,46,52,19,11,2,,,1,266
"De 30 a 34 años (115)",209,206,,35,78,52,39,1,1,,3,529
"De 35 a 39 años (116)",242,239,,19,64,69,72,13,2,,3,766
"De 40 a 44 años (117)",286,285,,10,56,83,90,30,13,3,1,1097
"De 45 a 49 años (118)",251,250,1,12,26,48,91,43,23,6,1,1141
"De 50 y más años (119)",701,699,1,24,67,66,178,178,127,58,2,4009
"Viudo(a) (120)",372,357,2,17,22,50,98,94,56,18,15,1939
"De 20 a 24 años (123)",1,1,,1,,,,,,,,1
"De 25 a 29 años (124)",6,4,,,1,2,1,,,,2,12
"De 30 a 34 años (125)",7,6,,1,2,2,,1,,,1,17
"De 35 a 39 años (126)",11,11,,,2,5,4,,,,,37
"De 40 a 44 años (127)",15,14,,,,3,6,2,2,1,1,78
"De 45 a 49 años (128)",19,18,,1,4,3,5,4,1,,1,74
"De 50 y más años (129)",313,303,2,14,13,35,82,87,53,17,10,1720
"Divorciado(a) (130)",23,22,,5,2,5,6,4,,,1,77
"De 25 a 29 años (134)",1,1,,1,,,,,,,,1
"De 30 a 34 años (135)",1,1,,,1,,,,,,,2
"De 35 a 39 años (136)",1,,,,,,,,,,1,
"De 40 a 44 años (137)",3,3,,2,,,1,,,,,6
"De 45 a 49 años (138)",6,6,,1,1,2,2,,,,,19
"De 50 y más años (139)",11,11,,1,,3,3,4,,,,49
"Soltero(a) (140)",585,412,,241,100,54,17,,,,173,671
"De 12 a 14 años (141)",1,1,,1,,,,,,,,1
"De 15 a 19 años (142)",23,23,,23,,,,,,,,23
"De 20 a 24 años (143)",113,62,,51,10,1,,,,,51,74
"De 25 a 29 años (144)",121,72,,51,18,3,,,,,49,96
"De 30 a 34 años (145)",75,49,,35,11,3,,,,,26,66
"De 35 a 39 años (146)",79,64,,31,20,10,3,,,,15,113
"De 40 a 44 años (147)",56,48,,20,14,11,3,,,,8,93
"De 45 a 49 años (148)",42,36,,11,11,12,2,,,,6,77
"De 50 y más años (149)",75,57,,18,16,14,9,,,,18,128
,,,,,,,,,,,,
"RURAL (160)",27743,26820,107,3679,3779,3655,6336,4864,3015,1385,923,122316
"De 12 a 14 años (161)",44,18,,16,2,,,,,,26,20
"De 15 a 19 años (162)",1000,907,10,702,168,26,1,,,,93,1120
"De 20 a 24 años (163)",2962,2699,12,1173,933,424,144,13,,,263,4992
"De 25 a 29 años (164)",3289,3102,10,599,852,827,736,75,3,,187,8449
"De 30 a 34 años (165)",3193,3103,8,309,538,687,1096,395,67,3,90,11381
"De 35 a 39 años (166)",3150,3093,5,196,350,507,1022,729,247,37,57,14144
"De 40 a 44 años (167)",2706,2667,4,145,208,297,776,676,405,156,39,14369
"De 45 a 49 años (168)",2362,2324,3,107,169,200,557,638,444,206,38,13674
"De 50 y más años (169)",9037,8907,55,432,559,687,2004,2338,1849,983,130,54167
"Conviviente (170)",7340,7170,27,1410,1360,1208,1631,925,449,160,170,26471
"De 12 a 14 años (171)",30,6,,5,1,,,,,,24,7
"De 15 a 19 años (172)",607,538,8,406,105,19,,,,,69,673
"De 20 a 24 años (173)",1341,1306,4,531,465,234,64,8,,,35,2478
"De 25 a 29 años (174)",1281,1261,1,214,354,359,310,23,,,20,3482
"De 30 a 34 años (175)",1009,1002,3,94,170,239,360,112,23,1,7,3643
"De 35 a 39 años (176)",853,849,,44,106,134,315,197,47,6,4,3800
"De 40 a 44 años (177)",614,613,1,33,41,71,194,169,91,13,1,3211
"De 45 a 49 años (178)",481,480,1,21,46,48,118,123,93,30,1,2701
"De 50 y más años (179)",1124,1115,9,62,72,104,270,293,195,110,9,6476
"Separado(a) (180)",858,839,4,195,181,98,178,102,50,31,19,3064
"De 12 a 14 años (181)",1,,,,,,,,,,1,
"De 15 a 19 años (182)",37,33,1,29,2,1,,,,,4,36
"De 20 a 24 años (183)",88,83,,43,29,10,1,,,,5,135
"De 25 a 29 años (184)",91,89,,32,30,14,12,1,,,2,189
"De 30 a 34 años (185)",90,86,,25,32,12,13,3,1,,4,210
"De 35 a 39 años (186)",112,111,1,23,29,14,29,11,3,1,1,361
"De 40 a 44 años (187)",92,92,,15,10,14,32,11,7,3,,387
"De 45 a 49 años (188)",79,79,1,6,14,8,25,18,4,3,,351
"De 50 y más años (189)",268,266,1,22,35,25,66,58,35,24,2,1395
"Casado(a) (190)",14348,14257,39,980,1525,1826,3674,3140,2075,998,91,74566
"De 12 a 14 años (191)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (192)",187,168,1,116,44,6,1,,,,19,226
"De 20 a 24 años (193)",915,899,4,314,334,166,76,5,,,16,1828
"De 25 a 29 años (194)",1424,1415,5,185,365,404,402,51,3,,9,4205
"De 30 a 34 años (195)",1718,1711,2,82,248,377,682,275,43,2,7,6862
"De 35 a 39 años (196)",1881,1878,3,45,163,302,636,505,195,29,3,9316
"De 40 a 44 años (197)",1701,1698,2,35,104,170,492,472,290,133,3,9864
"De 45 a 49 años (198)",1531,1523,1,40,57,110,362,456,329,168,8,9675
"De 50 y más años (199)",4989,4964,21,162,210,291,1023,1376,1215,666,25,32589
"Viudo(a) (200)",2653,2625,16,130,196,252,712,688,437,194,28,14715
"De 15 a 19 años (202)",2,1,,,1,,,,,,1,2
"De 20 a 24 años (203)",9,9,,3,3,1,2,,,,,22
"De 25 a 29 años (204)",13,13,,5,2,3,3,,,,,31
"De 30 a 34 años (205)",48,48,,2,12,9,20,5,,,,174
"De 35 a 39 años (206)",68,68,,9,3,13,24,16,2,1,,290
"De 40 a 44 años (207)",98,98,,5,11,9,27,23,16,7,,527
"De 45 a 49 años (208)",122,119,,7,11,8,31,40,18,4,3,651
"De 50 y más años (209)",2293,2269,16,99,153,209,605,604,401,182,24,13018
"Divorciado(a) (210)",71,71,1,12,11,10,22,9,4,2,,277
"De 20 a 24 años (213)",4,4,,4,,,,,,,,4
"De 25 a 29 años (214)",5,5,,1,2,2,,,,,,11
"De 30 a 34 años (215)",5,5,,1,2,2,,,,,,11
"De 35 a 39 años (216)",4,4,,2,,,2,,,,,10
"De 40 a 44 años (217)",7,7,,1,1,1,2,1,1,,,30
"De 45 a 49 años (218)",12,12,,1,2,1,6,1,,1,,51
"De 50 y más años (219)",34,34,1,2,4,4,12,7,3,1,,160
"Soltero(a) (220)",2473,1858,20,952,506,261,119,,,,615,3223
"De 12 a 14 años (221)",11,11,,10,1,,,,,,,12
"De 15 a 19 años (222)",167,167,,151,16,,,,,,,183
"De 20 a 24 años (223)",605,398,4,278,102,13,1,,,,207,525
"De 25 a 29 años (224)",475,319,4,162,99,45,9,,,,156,531
"De 30 a 34 años (225)",323,251,3,105,74,48,21,,,,72,481
"De 35 a 39 años (226)",232,183,1,73,49,44,16,,,,49,367
"De 40 a 44 años (227)",194,159,1,56,41,32,29,,,,35,350
"De 45 a 49 años (228)",137,111,,32,39,25,15,,,,26,245
"De 50 y más años (229)",329,259,7,85,85,54,28,,,,70,529
