"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior univ. completa (028)",6103,,1531,2906,1588,78
"Desocupada (030)",1989,54,1033,553,298,51
"Sin nivel (031)",22,2,6,5,8,1
"Educación inicial (032)",7,2,4,1,,
"Primaria (033)",485,29,148,148,120,40
"Secundaria (034)",875,21,515,225,108,6
"Superior no univ. incompleta (035)",139,,96,34,9,
"Superior no univ. completa (036)",215,,129,59,24,3
"Superior univ. incompleta (037)",100,,73,18,9,
"Superior univ. completa (038)",146,,62,63,20,1
"No PEA (040)",73159,26967,23563,9573,7711,5345
"Sin nivel (041)",2426,384,281,322,515,924
"Educación inicial (042)",1564,1501,47,16,,
"Primaria (043)",33498,19112,3493,3616,3870,3407
"Secundaria (044)",25898,5970,13297,3892,2136,603
"Superior no univ. incompleta (045)",2902,,2315,404,140,43
"Superior no univ. completa (046)",2178,,740,682,563,193
"Superior univ. incompleta (047)",3324,,2967,213,118,26
"Superior univ. completa (048)",1369,,423,428,369,149
,,,,,,
"URBANA (060)",129473,25316,43617,31527,21702,7311
"Sin nivel (061)",2848,321,365,473,689,1000
"Educación inicial (062)",1428,1323,78,27,,
"Primaria (063)",45003,17507,5866,8120,8713,4797
"Secundaria (064)",50125,6165,23492,12468,7086,914
"Superior no univ. incompleta (065)",6932,,4416,1782,662,72
"Superior no univ. completa (066)",9180,,2930,4024,1974,252
"Superior univ. incompleta (067)",6416,,4483,1270,612,51
"Superior univ. completa (068)",7541,,1987,3363,1966,225
"PEA (070)",62623,1276,21751,22761,14559,2276
"Sin nivel (071)",912,16,136,227,316,217
"Educación inicial (072)",65,13,38,14,,
"Primaria (073)",15747,778,3169,5054,5205,1541
"Secundaria (074)",25491,469,10965,8734,5000,323
"Superior no univ. incompleta (075)",4076,,2137,1384,525,30
"Superior no univ. completa (076)",7034,,2201,3352,1419,62
"Superior univ. incompleta (077)",3115,,1535,1059,496,25
"Superior univ. completa (078)",6183,,1570,2937,1598,78
"Ocupada (080)",60798,1235,20783,22258,14289,2233
"Sin nivel (081)",895,14,130,224,311,216
"Educación inicial (082)",58,11,34,13,,
"Primaria (083)",15365,760,3058,4933,5105,1509
"Secundaria (084)",24664,450,10475,8526,4896,317
"Superior no univ. incompleta (085)",3940,,2043,1351,516,30
"Superior no univ. completa (086)",6822,,2073,3295,1395,59
"Superior univ. incompleta (087)",3015,,1462,1041,487,25
"Superior univ. completa (088)",6039,,1508,2875,1579,77
"Desocupada (090)",1825,41,968,503,270,43
"Sin nivel (091)",17,2,6,3,5,1
"Educación inicial (092)",7,2,4,1,,
"Primaria (093)",382,18,111,121,100,32
"Secundaria (094)",827,19,490,208,104,6
"Superior no univ. incompleta (095)",136,,94,33,9,
"Superior no univ. completa (096)",212,,128,57,24,3
"Superior univ. incompleta (097)",100,,73,18,9,
"Superior univ. completa (098)",144,,62,62,19,1
"No PEA (100)",66850,24040,21866,8766,7143,5035
"Sin nivel (101)",1936,305,229,246,373,783
"Educación inicial (102)",1363,1310,40,13,,
"Primaria (103)",29256,16729,2697,3066,3508,3256
"Secundaria (104)",24634,5696,12527,3734,2086,591
"Superior no univ. incompleta (105)",2856,,2279,398,137,42
"Superior no univ. completa (106)",2146,,729,672,555,190
"Superior univ. incompleta (107)",3301,,2948,211,116,26
"Superior univ. completa (108)",1358,,417,426,368,147
,,,,,,
"RURAL (120)",12404,3204,3932,2688,1909,671
"Sin nivel (121)",894,93,92,173,303,233
"Educación inicial (122)",210,193,10,7,,
"Primaria (123)",8050,2624,2042,1701,1278,405
"Secundaria (124)",2831,294,1603,647,262,25
"Superior no univ. incompleta (125)",118,,66,36,15,1
"Superior no univ. completa (126)",164,,60,73,27,4
"Superior univ. incompleta (127)",60,,30,17,13,
"Superior univ. completa (128)",77,,29,34,11,3
"PEA (130)",6095,277,2235,1881,1341,361
"Sin nivel (131)",404,14,40,97,161,92
"Educación inicial (132)",9,2,3,4,,
"Primaria (133)",3808,241,1246,1151,916,254
"Secundaria (134)",1567,20,833,489,212,13
"Superior no univ. incompleta (135)",72,,30,30,12,
"Superior no univ. completa (136)",132,,49,63,19,1
"Superior univ. incompleta (137)",37,,11,15,11,
"Superior univ. completa (138)",66,,23,32,10,1
"Ocupada (140)",5931,264,2170,1831,1313,353
"Sin nivel (141)",399,14,40,95,158,92
"Educación inicial (142)",9,2,3,4,,
"Primaria (143)",3705,230,1209,1124,896,246
"Secundaria (144)",1519,18,808,472,208,13
"Superior no univ. incompleta (145)",69,,28,29,12,
"Superior no univ. completa (146)",129,,48,61,19,1
"Superior univ. incompleta (147)",37,,11,15,11,
"Superior univ. completa (148)",64,,23,31,9,1
"Desocupada (150)",164,13,65,50,28,8
"Sin nivel (151)",5,,,2,3,
"Primaria (153)",103,11,37,27,20,8
"Secundaria (154)",48,2,25,17,4,
"Superior no univ. incompleta (155)",3,,2,1,,
"Superior no univ. completa (156)",3,,1,2,,
"Superior univ. completa (158)",2,,,1,1,
"No PEA (160)",6309,2927,1697,807,568,310
"Sin nivel (161)",490,79,52,76,142,141
"Educación inicial (162)",201,191,7,3,,
"Primaria (163)",4242,2383,796,550,362,151
"Secundaria (164)",1264,274,770,158,50,12
"Superior no univ. incompleta (165)",46,,36,6,3,1
"Superior no univ. completa (166)",32,,11,10,8,3
"Superior univ. incompleta (167)",23,,19,2,2,
"Superior univ. completa (168)",11,,6,2,1,2
