"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia ANTONIO RAYMONDI (000)",17059,16723,264,72
"Hombres (001)",8492,8396,61,35
"Mujeres (002)",8567,8327,203,37
"Menores de 1 año (003)",395,330,40,25
"Hombres (004)",201,164,22,15
"Mujeres (005)",194,166,18,10
"De 1 a 5 años (006)",2129,2077,12,40
"Hombres (007)",1080,1059,5,16
"Mujeres (008)",1049,1018,7,24
"De 6 a 14 años (009)",4242,4241,,1
"Hombres (010)",2157,2156,,1
"Mujeres (011)",2085,2085,,
"De 15 a 29 años (012)",3716,3711,5,
"Hombres (013)",1848,1848,,
"Mujeres (014)",1868,1863,5,
"De 30 a 44 años (015)",2589,2576,10,3
"Hombres (016)",1290,1284,4,2
"Mujeres (017)",1299,1292,6,1
"De 45 a 64 años (018)",2391,2350,40,1
"Hombres (019)",1144,1137,7,
"Mujeres (020)",1247,1213,33,1
"De 65 a más años (021)",1597,1438,157,2
"Hombres (022)",772,748,23,1
"Mujeres (023)",825,690,134,1
,,,,
"URBANA (024)",4455,4377,53,25
"Hombres (025)",2287,2259,13,15
"Mujeres (026)",2168,2118,40,10
"Menores de 1 año (027)",87,73,8,6
"Hombres (028)",45,35,5,5
"Mujeres (029)",42,38,3,1
"De 1 a 5 años (030)",511,490,5,16
"Hombres (031)",270,260,2,8
"Mujeres (032)",241,230,3,8
"De 6 a 14 años (033)",923,923,,
"Hombres (034)",482,482,,
"Mujeres (035)",441,441,,
"De 15 a 29 años (036)",1074,1073,1,
"Hombres (037)",535,535,,
"Mujeres (038)",539,538,1,
"De 30 a 44 años (039)",801,796,3,2
"Hombres (040)",432,428,2,2
"Mujeres (041)",369,368,1,
"De 45 a 64 años (042)",657,651,5,1
"Hombres (043)",333,333,,
"Mujeres (044)",324,318,5,1
"De 65 a más años (045)",402,371,31,
"Hombres (046)",190,186,4,
"Mujeres (047)",212,185,27,
,,,,
"RURAL (048)",12604,12346,211,47
"Hombres (049)",6205,6137,48,20
"Mujeres (050)",6399,6209,163,27
"Menores de 1 año (051)",308,257,32,19
"Hombres (052)",156,129,17,10
"Mujeres (053)",152,128,15,9
"De 1 a 5 años (054)",1618,1587,7,24
"Hombres (055)",810,799,3,8
"Mujeres (056)",808,788,4,16
"De 6 a 14 años (057)",3319,3318,,1
"Hombres (058)",1675,1674,,1
"Mujeres (059)",1644,1644,,
"De 15 a 29 años (060)",2642,2638,4,
"Hombres (061)",1313,1313,,
"Mujeres (062)",1329,1325,4,
"De 30 a 44 años (063)",1788,1780,7,1
"Hombres (064)",858,856,2,
"Mujeres (065)",930,924,5,1
"De 45 a 64 años (066)",1734,1699,35,
"Hombres (067)",811,804,7,
"Mujeres (068)",923,895,28,
"De 65 a más años (069)",1195,1067,126,2
"Hombres (070)",582,562,19,1
"Mujeres (071)",613,505,107,1
