"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",1525,12,752,502,226,33
"Sin nivel (031)",46,1,2,12,23,8
"Primaria (033)",290,3,62,119,90,16
"Secundaria (034)",608,8,370,155,68,7
"Superior no univ. incompleta (035)",82,,46,29,7,
"Superior no univ. completa (036)",116,,62,44,9,1
"Superior univ. incompleta (037)",154,,98,46,10,
"Superior univ. completa (038)",229,,112,97,19,1
"No PEA (040)",51287,21131,15537,5451,4934,4234
"Sin nivel (041)",5840,254,229,771,1917,2669
"Educación inicial (042)",1255,1218,28,9,,
"Primaria (043)",22035,15299,1678,2279,1771,1008
"Secundaria (044)",15581,4360,8731,1449,724,317
"Superior no univ. incompleta (045)",1308,,1096,146,48,18
"Superior no univ. completa (046)",704,,271,187,163,83
"Superior univ. incompleta (047)",3586,,3199,274,90,23
"Superior univ. completa (048)",978,,305,336,221,116
,,,,,,
"URBANA (060)",53976,13313,18523,11749,7475,2916
"Sin nivel (061)",2564,98,103,336,836,1191
"Educación inicial (062)",883,854,22,7,,
"Primaria (063)",15105,9112,990,1912,2075,1016
"Secundaria (064)",18355,3249,9340,3529,1856,381
"Superior no univ. incompleta (065)",2484,,1629,606,218,31
"Superior no univ. completa (066)",3174,,971,1403,699,101
"Superior univ. incompleta (067)",5645,,4150,1030,432,33
"Superior univ. completa (068)",5766,,1318,2926,1359,163
"PEA (070)",23293,536,7677,9108,5214,758
"Sin nivel (071)",786,5,34,165,378,204
"Educación inicial (072)",17,3,8,6,,
"Primaria (073)",3568,293,473,1194,1273,335
"Secundaria (074)",7905,235,3582,2634,1341,113
"Superior no univ. incompleta (075)",1351,,686,478,174,13
"Superior no univ. completa (076)",2538,,731,1237,546,24
"Superior univ. incompleta (077)",2267,,1128,781,347,11
"Superior univ. completa (078)",4861,,1035,2613,1155,58
"Ocupada (080)",22085,526,7064,8693,5059,743
"Sin nivel (081)",761,4,32,156,366,203
"Educación inicial (082)",17,3,8,6,,
"Primaria (083)",3402,290,441,1120,1224,327
"Secundaria (084)",7441,229,3305,2506,1292,109
"Superior no univ. incompleta (085)",1280,,646,454,167,13
"Superior no univ. completa (086)",2426,,672,1194,537,23
"Superior univ. incompleta (087)",2117,,1032,737,337,11
"Superior univ. completa (088)",4641,,928,2520,1136,57
"Desocupada (090)",1208,10,613,415,155,15
"Sin nivel (091)",25,1,2,9,12,1
"Primaria (093)",166,3,32,74,49,8
"Secundaria (094)",464,6,277,128,49,4
"Superior no univ. incompleta (095)",71,,40,24,7,
"Superior no univ. completa (096)",112,,59,43,9,1
"Superior univ. incompleta (097)",150,,96,44,10,
"Superior univ. completa (098)",220,,107,93,19,1
"No PEA (100)",30683,12777,10846,2641,2261,2158
"Sin nivel (101)",1778,93,69,171,458,987
"Educación inicial (102)",866,851,14,1,,
"Primaria (103)",11537,8819,517,718,802,681
"Secundaria (104)",10450,3014,5758,895,515,268
"Superior no univ. incompleta (105)",1133,,943,128,44,18
"Superior no univ. completa (106)",636,,240,166,153,77
"Superior univ. incompleta (107)",3378,,3022,249,85,22
"Superior univ. completa (108)",905,,283,313,204,105
,,,,,,
"RURAL (120)",30388,8564,7383,5984,5372,3085
"Sin nivel (121)",5550,166,231,847,2123,2183
"Educación inicial (122)",402,369,17,16,,
"Primaria (123)",14765,6613,1940,3089,2362,761
"Secundaria (124)",8482,1416,4553,1677,720,116
"Superior no univ. incompleta (125)",346,,246,73,24,3
"Superior no univ. completa (126)",249,,104,97,41,7
"Superior univ. incompleta (127)",322,,217,72,30,3
"Superior univ. completa (128)",272,,75,113,72,12
"PEA (130)",9784,210,2692,3174,2699,1009
"Sin nivel (131)",1488,5,71,247,664,501
"Educación inicial (132)",13,2,3,8,,
"Primaria (133)",4267,133,779,1528,1393,434
"Secundaria (134)",3351,70,1580,1123,511,67
"Superior no univ. incompleta (135)",171,,93,55,20,3
"Superior no univ. completa (136)",181,,73,76,31,1
"Superior univ. incompleta (137)",114,,40,47,25,2
"Superior univ. completa (138)",199,,53,90,55,1
"Ocupada (140)",9467,208,2553,3087,2628,991
"Sin nivel (141)",1467,5,71,244,653,494
"Educación inicial (142)",13,2,3,8,,
"Primaria (143)",4143,133,749,1483,1352,426
"Secundaria (144)",3207,68,1487,1096,492,64
"Superior no univ. incompleta (145)",160,,87,50,20,3
"Superior no univ. completa (146)",177,,70,75,31,1
"Superior univ. incompleta (147)",110,,38,45,25,2
"Superior univ. completa (148)",190,,48,86,55,1
"Desocupada (150)",317,2,139,87,71,18
"Sin nivel (151)",21,,,3,11,7
"Primaria (153)",124,,30,45,41,8
"Secundaria (154)",144,2,93,27,19,3
"Superior no univ. incompleta (155)",11,,6,5,,
"Superior no univ. completa (156)",4,,3,1,,
"Superior univ. incompleta (157)",4,,2,2,,
"Superior univ. completa (158)",9,,5,4,,
"No PEA (160)",20604,8354,4691,2810,2673,2076
"Sin nivel (161)",4062,161,160,600,1459,1682
"Educación inicial (162)",389,367,14,8,,
"Primaria (163)",10498,6480,1161,1561,969,327
"Secundaria (164)",5131,1346,2973,554,209,49
"Superior no univ. incompleta (165)",175,,153,18,4,
"Superior no univ. completa (166)",68,,31,21,10,6
"Superior univ. incompleta (167)",208,,177,25,5,1
"Superior univ. completa (168)",73,,22,23,17,11
