"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CONDORCANQUI (000)",12245,11997,3740,1378,1223,1064,1808,1314,824,646,248,37743
"De 12 a 14 años (001)",1769,1756,1745,9,2,,,,,,13,13
"De 15 a 19 años (002)",2324,2270,1487,577,169,33,4,,,,54,1030
"De 20 a 24 años (003)",1818,1736,255,422,500,330,204,25,,,82,3428
"De 25 a 29 años (004)",1643,1598,92,184,251,347,522,167,35,,45,5374
"De 30 a 34 años (005)",1164,1152,29,78,117,132,374,301,95,26,12,5399
"De 35 a 39 años (006)",1107,1100,21,28,64,82,306,297,202,100,7,6528
"De 40 a 44 años (007)",678,670,22,17,39,49,130,156,136,121,8,4336
"De 45 a 49 años (008)",557,553,23,18,21,36,76,131,129,119,4,3809
"De 50 y más años (009)",1185,1162,66,45,60,55,192,237,227,280,23,7826
"Conviviente (010)",7154,7054,529,992,980,890,1490,1060,633,480,100,29819
"De 12 a 14 años (011)",45,33,25,6,2,,,,,,12,10
"De 15 a 19 años (012)",946,905,274,450,148,29,4,,,,41,849
"De 20 a 24 años (013)",1398,1374,108,312,436,306,188,24,,,24,3046
"De 25 a 29 años (014)",1349,1342,45,116,198,302,484,162,35,,7,4870
"De 30 a 34 años (015)",976,974,10,45,76,105,338,285,91,24,2,4883
"De 35 a 39 años (016)",917,915,10,20,35,61,245,267,180,97,2,5716
"De 40 a 44 años (017)",516,512,13,7,30,33,96,120,110,103,4,3453
"De 45 a 49 años (018)",423,420,13,14,15,26,52,99,98,103,3,3007
"De 50 y más años (019)",584,579,31,22,40,28,83,103,119,153,5,3985
"Separado(a) (020)",584,567,25,187,96,66,94,57,20,22,17,1790
"De 12 a 14 años (021)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (022)",114,103,9,84,9,1,,,,,11,105
