"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,,,
"URBANA (036)",134536,1263,100,24463,63670,8849,12312,7751,16128
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",369,,,7,44,17,69,36,196
"Profes., científicos e intelectuales (038)",14486,,,,430,665,2627,1355,9409
"Técnicos de nivel medio ytrab.asimilados (039)",8706,5,1,123,1892,1568,2422,1337,1358
"Jefes y empleados de oficina (040)",8655,,1,67,2996,1048,1634,1221,1688
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",27288,256,19,5882,15780,1595,1393,1309,1054
"Agricult.trabaj. calif.agrop. y pesquros (042)",4946,202,7,2358,1981,130,104,71,93
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",13616,73,9,2325,8107,916,1178,490,518
"Obreros. construc., conf., papel, fab., instr (044)",17525,69,10,2447,11762,1158,864,745,470
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",30560,587,51,9918,16764,1256,820,689,475
"Otra (046)",1864,,,,363,114,835,164,388
"Ocupación no especificada (047)",6521,71,2,1336,3551,382,366,334,479
"Hombres (048)",83535,534,62,13668,42138,5766,6939,5149,9279
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",243,,,7,33,9,36,27,131
"Profes., científicos e intelectuales (050)",7123,,,,220,334,927,817,4825
"Técnicos de nivel medio ytrab.asimilados (051)",5670,5,1,86,1220,1131,1402,927,898
"Jefes y empleados de oficina (052)",4382,,1,52,1708,483,574,618,946
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",12441,71,11,2089,7395,813,669,778,615
"Agricult.trabaj. calif.agrop. y pesquros (054)",4200,113,5,1945,1779,117,95,66,80
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",11536,61,8,1947,6938,766,985,409,422
"Obreros. construc., conf., papel, fab., instr (056)",17049,63,9,2362,11496,1120,829,725,445
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",15009,194,26,4385,8643,659,429,419,254
"Otra (058)",1734,,,,342,105,781,140,366
"Ocupación no especificada (059)",4148,27,1,795,2364,229,212,223,297
"Mujeres (060)",51001,729,38,10795,21532,3083,5373,2602,6849
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",126,,,,11,8,33,9,65
"Profes., científicos e intelectuales (062)",7363,,,,210,331,1700,538,4584
"Técnicos de nivel medio ytrab.asimilados (063)",3036,,,37,672,437,1020,410,460
"Jefes y empleados de oficina (064)",4273,,,15,1288,565,1060,603,742
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",14847,185,8,3793,8385,782,724,531,439
"Agricult.trabaj. calif.agrop. y pesquros (066)",746,89,2,413,202,13,9,5,13
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",2080,12,1,378,1169,150,193,81,96
"Obreros. construc., conf., papel, fab., instr (068)",476,6,1,85,266,38,35,20,25
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",15551,393,25,5533,8121,597,391,270,221
"Otra (070)",130,,,,21,9,54,24,22
"Ocupación no especificada (071)",2373,44,1,541,1187,153,154,111,182
,,,,,,,,,
"RURAL (072)",33600,2038,36,19799,10025,371,491,219,621
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",27,,,1,1,4,6,1,14
"Profes., científicos e intelectuales (074)",990,,,,37,104,235,119,495
"Técnicos de nivel medio ytrab.asimilados (075)",143,,,15,38,19,50,6,15
"Jefes y empleados de oficina (076)",101,,,8,50,8,17,10,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",1227,48,,555,562,25,17,6,14
"Agricult.trabaj. calif.agrop. y pesquros (078)",16632,997,10,10469,4968,91,38,33,26
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",716,6,1,254,380,27,31,11,6
"Obreros. construc., conf., papel, fab., instr (080)",669,15,1,258,357,13,13,8,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",12535,944,24,8003,3431,68,37,19,9
"Otra (082)",155,,,,73,9,42,3,28
"Ocupación no especificada (083)",405,28,,236,128,3,5,3,2
"Hombres (084)",24834,1007,22,14222,8390,298,336,176,383
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",21,,,1,1,4,4,1,10
"Profes., científicos e intelectuales (086)",585,,,,26,66,131,85,277
"Técnicos de nivel medio ytrab.asimilados (087)",110,,,14,33,14,33,5,11
"Jefes y empleados de oficina (088)",67,,,7,35,3,9,7,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",659,13,,258,341,19,13,3,12
"Agricult.trabaj. calif.agrop. y pesquros (090)",14906,701,9,9397,4620,86,37,33,23
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",675,6,1,236,360,27,29,11,5
"Obreros. construc., conf., papel, fab., instr (092)",595,8,1,210,339,13,13,8,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",6903,269,11,4020,2502,54,24,17,6
"Otra (094)",150,,,,69,9,41,3,28
"Ocupación no especificada (095)",163,10,,79,64,3,2,3,2
"Mujeres (096)",8766,1031,14,5577,1635,73,155,43,238
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",6,,,,,,2,,4
"Profes., científicos e intelectuales (098)",405,,,,11,38,104,34,218
"Técnicos de nivel medio ytrab.asimilados (099)",33,,,1,5,5,17,1,4
"Jefes y empleados de oficina (100)",34,,,1,15,5,8,3,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",568,35,,297,221,6,4,3,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",1726,296,1,1072,348,5,1,,3
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",41,,,18,20,,2,,1
"Obreros. construc., conf., papel, fab., instr (104)",74,7,,48,18,,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",5632,675,13,3983,929,14,13,2,3
"Otra (106)",5,,,,4,,1,,
"Ocupación no especificada (107)",242,18,,157,64,,3,,
