"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUARI (000)",15743,3427,5133,5452,97,1411,223
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",54,54,,,,,
"Profes., científicos e intelectuales (002)",1487,1400,,74,6,7,
"Técnicos de nivel medio y trab. asimilados (003)",636,561,,55,12,8,
"Jefes y empleados de oficina (004)",608,607,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",996,230,28,593,20,125,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3943,1,1,3916,25,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1116,,879,218,7,12,
"Obreros construc.,conf.,papel, fab., instr. (008)",1075,106,778,165,16,10,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",5153,346,3286,222,1,1075,223
"Otra (010)",45,45,,,,,
"Ocupación no especificada (011)",630,77,161,209,10,173,
"Hombres (012)",12904,2373,4825,4607,77,1005,17
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",44,44,,,,,
"Profes., científicos e intelectuales (014)",914,862,,42,5,5,
"Técnicos de nivel medio y trab. asimilados (015)",509,453,,42,11,3,
"Jefes y empleados de oficina (016)",421,421,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",463,157,15,239,8,44,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3776,1,1,3749,25,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1077,,864,194,7,12,
"Obreros construc.,conf.,papel, fab., instr. (020)",1054,105,762,161,16,10,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",4351,257,3085,109,,883,17
"Otra (022)",43,43,,,,,
"Ocupación no especificada (023)",252,30,98,71,5,48,
"Mujeres (024)",2839,1054,308,845,20,406,206
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",10,10,,,,,
"Profes., científicos e intelectuales (026)",573,538,,32,1,2,
"Técnicos de nivel medio y trab. asimilados (027)",127,108,,13,1,5,
"Jefes y empleados de oficina (028)",187,186,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",533,73,13,354,12,81,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",167,,,167,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",39,,15,24,,,
"Obreros construc.,conf.,papel, fab., instr. (032)",21,1,16,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",802,89,201,113,1,192,206
"Otra (034)",2,2,,,,,
"Ocupación no especificada (035)",378,47,63,138,5,125,
,,,,,,,
"URBANA (036)",6208,2064,1419,2082,66,426,151
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",42,42,,,,,
"Profes., científicos e intelectuales (038)",1156,1087,,56,6,7,
"Técnicos de nivel medio y trab. asimilados (039)",260,193,,50,9,8,
"Jefes y empleados de oficina (040)",328,327,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",690,104,10,456,12,108,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",990,1,,973,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",247,,92,146,6,3,
"Obreros construc.,conf.,papel, fab., instr. (044)",432,41,258,118,12,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1699,172,975,163,,238,151
"Otra (046)",42,42,,,,,
"Ocupación no especificada (047)",322,55,84,120,5,58,
"Hombres (048)",4405,1254,1288,1541,58,251,13
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",35,35,,,,,
"Profes., científicos e intelectuales (050)",694,650,,34,5,5,
"Técnicos de nivel medio y trab. asimilados (051)",160,110,,38,9,3,
"Jefes y empleados de oficina (052)",182,182,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",292,63,5,181,6,37,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",950,1,,933,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",225,,85,131,6,3,
"Obreros construc.,conf.,papel, fab., instr. (056)",424,40,254,115,12,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1277,111,894,73,,186,13
"Otra (058)",41,41,,,,,
"Ocupación no especificada (059)",125,21,50,36,4,14,
"Mujeres (060)",1803,810,131,541,8,175,138
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,7,,,,,
"Profes., científicos e intelectuales (062)",462,437,,22,1,2,
"Técnicos de nivel medio y trab. asimilados (063)",100,83,,12,,5,
"Jefes y empleados de oficina (064)",146,145,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",398,41,5,275,6,71,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",40,,,40,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",22,,7,15,,,
"Obreros construc.,conf.,papel, fab., instr. (068)",8,1,4,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",422,61,81,90,,52,138
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",197,34,34,84,1,44,
,,,,,,,
"RURAL (072)",9535,1363,3714,3370,31,985,72
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",12,12,,,,,
"Profes., científicos e intelectuales (074)",331,313,,18,,,
"Técnicos de nivel medio y trab. asimilados (075)",376,368,,5,3,,
"Jefes y empleados de oficina (076)",280,280,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",306,126,18,137,8,17,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2953,,1,2943,9,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",869,,787,72,1,9,
"Obreros construc.,conf.,papel, fab., instr. (080)",643,65,520,47,4,7,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3454,174,2311,59,1,837,72
"Otra (082)",3,3,,,,,
"Ocupación no especificada (083)",308,22,77,89,5,115,
"Hombres (084)",8499,1119,3537,3066,19,754,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,9,,,,,
"Profes., científicos e intelectuales (086)",220,212,,8,,,
"Técnicos de nivel medio y trab. asimilados (087)",349,343,,4,2,,
"Jefes y empleados de oficina (088)",239,239,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",171,94,10,58,2,7,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2826,,1,2816,9,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",852,,779,63,1,9,
"Obreros construc.,conf.,papel, fab., instr. (092)",630,65,508,46,4,7,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",3074,146,2191,36,,697,4
"Otra (094)",2,2,,,,,
"Ocupación no especificada (095)",127,9,48,35,1,34,
"Mujeres (096)",1036,244,177,304,12,231,68
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",111,101,,10,,,
