"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 50 y más años (039)",1047,6718,5627,,83.8,,
"Secundaria (040)",5636,5150,4914,359,95.4,7,
"De 12 a 14 años (041)",1171,3,3,1,100,33.3,
"De 15 a 19 años (042)",2113,213,212,76,99.5,35.7,
"De 20 a 24 años (043)",906,835,813,126,97.4,15.1,
"De 25 a 29 años (044)",581,1099,1057,95,96.2,8.6,
"De 30 a 34 años (045)",359,949,914,37,96.3,3.9,
"De 35 a 39 años (046)",230,778,746,19,95.9,2.4,
"De 40 a 44 años (047)",110,497,473,3,95.2,0.6,
"De 45 a 49 años (048)",73,317,292,2,92.1,0.6,
"De 50 y más años (049)",93,459,404,,88,,
"Sup. no Univ. incompleta (050)",225,222,217,16,97.7,7.2,
"De 15 a 19 años (052)",29,2,2,,100,,
"De 20 a 24 años (053)",74,30,28,6,93.3,20,
"De 25 a 29 años (054)",55,48,47,8,97.9,16.7,
"De 30 a 34 años (055)",32,57,56,1,98.2,1.8,
"De 35 a 39 años (056)",20,48,48,,100,,
"De 40 a 44 años (057)",5,16,16,1,100,6.3,
"De 45 a 49 años (058)",2,2,2,,100,,
"De 50 y más años (059)",8,19,18,,94.7,,
"Sup. no Univ. completa (060)",360,551,522,21,94.7,3.8,
"De 20 a 24 años (063)",41,17,17,3,100,17.6,
"De 25 a 29 años (064)",89,52,51,6,98.1,11.5,
"De 30 a 34 años (065)",95,115,114,8,99.1,7,
"De 35 a 39 años (066)",52,112,101,4,90.2,3.6,
"De 40 a 44 años (067)",31,80,77,,96.3,,
"De 45 a 49 años (068)",22,60,58,,96.7,,
"De 50 y más años (069)",30,115,104,,90.4,,
"Sup. Univ. incompleta (070)",83,115,110,4,95.7,3.5,
"De 15 a 19 años (072)",13,,,,,,
"De 20 a 24 años (073)",17,7,7,1,100,14.3,
"De 25 a 29 años (074)",15,8,8,1,100,12.5,
"De 30 a 34 años (075)",8,13,12,1,92.3,7.7,
"De 35 a 39 años (076)",10,25,24,1,96,4,
"De 40 a 44 años (077)",6,17,16,,94.1,,
"De 45 a 49 años (078)",5,18,18,,100,,
"De 50 y más años (079)",9,27,25,,92.6,,
"Sup. Univ. completa (080)",292,364,353,7,97,1.9,
"De 20 a 24 años (083)",20,3,3,,100,,
"De 25 a 29 años (084)",62,21,21,,100,,
"De 30 a 34 años (085)",69,56,54,2,96.4,3.6,
"De 35 a 39 años (086)",63,96,96,4,100,4.2,
"De 40 a 44 años (087)",39,77,76,1,98.7,1.3,
"De 45 a 49 años (088)",25,62,59,,95.2,,
"De 50 y más años (089)",14,49,44,,89.8,,
,,,,,,,
"URBANA (100)",6084,16905,14916,320,88.2,1.9,
"De 12 a 14 años (101)",742,3,3,,100,,
"De 15 a 19 años (102)",851,120,119,33,99.2,27.5,
"De 20 a 24 años (103)",649,644,633,85,98.3,13.2,
"De 25 a 29 años (104)",638,1114,1083,69,97.2,6.2,
"De 30 a 34 años (105)",616,1604,1527,67,95.2,4.2,
"De 35 a 39 años (106)",552,2046,1921,44,93.9,2.2,
"De 40 a 44 años (107)",476,2251,2094,17,93,0.8,
"De 45 a 49 años (108)",395,2196,1947,5,88.7,0.2,
"De 50 y más años (109)",1165,6927,5589,,80.7,,
"Sin nivel (110)",1172,6828,5494,29,80.5,0.4,
"De 12 a 14 años (111)",5,,,,,,
"De 15 a 19 años (112)",11,6,6,,100,,
"De 20 a 24 años (113)",13,26,26,3,100,11.5,
"De 25 a 29 años (114)",22,55,51,1,92.7,1.8,
"De 30 a 34 años (115)",52,210,185,9,88.1,4.3,
"De 35 a 39 años (116)",71,339,312,5,92,1.5,
"De 40 a 44 años (117)",101,571,515,8,90.2,1.4,
"De 45 a 49 años (118)",126,839,719,3,85.7,0.4,
"De 50 y más años (119)",771,4782,3680,,77,,
"Educacion Inicial (120)",14,22,21,1,95.5,4.5,
"De 12 a 14 años (121)",4,,,,,,
"De 15 a 19 años (122)",3,,,,,,
"De 20 a 24 años (123)",1,,,,,,
"De 25 a 29 años (124)",4,12,11,1,91.7,8.3,
"De 30 a 34 años (125)",2,10,10,,100,,
"Primaria (130)",2036,6646,6112,127,92,1.9,
"De 12 a 14 años (131)",356,2,2,,100,,
"De 15 a 19 años (132)",123,47,47,14,100,29.8,
"De 20 a 24 años (133)",162,226,222,32,98.2,14.2,
"De 25 a 29 años (134)",207,499,487,22,97.6,4.4,
"De 30 a 34 años (135)",213,735,699,30,95.1,4.1,
"De 35 a 39 años (136)",248,1083,1012,23,93.4,2.1,
"De 40 a 44 años (137)",247,1263,1173,5,92.9,0.4,
"De 45 a 49 años (138)",181,1052,936,1,89,0.1,
"De 50 y más años (139)",299,1739,1534,,88.2,,
"Secundaria (140)",2111,2377,2296,123,96.6,5.2,
"De 12 a 14 años (141)",377,1,1,,100,,
"De 15 a 19 años (142)",680,65,64,19,98.5,29.2,
"De 20 a 24 años (143)",365,350,344,42,98.3,12,
"De 25 a 29 años (144)",243,449,437,33,97.3,7.3,
"De 30 a 34 años (145)",185,446,435,18,97.5,4,
"De 35 a 39 años (146)",112,376,361,8,96,2.1,
"De 40 a 44 años (147)",58,256,248,2,96.9,0.8,
"De 45 a 49 años (148)",39,178,169,1,94.9,0.6,
"De 50 y más años (149)",52,256,237,,92.6,,
"Sup. no Univ. incompleta (150)",151,174,170,14,97.7,8,
"De 15 a 19 años (152)",24,2,2,,100,,
"De 20 a 24 años (153)",47,23,22,5,95.7,21.7,
"De 25 a 29 años (154)",34,36,35,7,97.2,19.4,
"De 30 a 34 años (155)",22,46,45,1,97.8,2.2,
"De 35 a 39 años (156)",12,34,34,,100,,
"De 40 a 44 años (157)",5,16,16,1,100,6.3,
"De 45 a 49 años (158)",2,2,2,,100,,
"De 50 y más años (159)",5,15,14,,93.3,,
"Sup. no Univ. completa (160)",292,461,440,15,95.4,3.3,
"De 20 a 24 años (163)",32,12,12,2,100,16.7,
"De 25 a 29 años (164)",69,45,44,4,97.8,8.9,
"De 30 a 34 años (165)",79,98,97,6,99,6.1,
"De 35 a 39 años (166)",43,101,90,3,89.1,3,
"De 40 a 44 años (167)",27,75,72,,96,,
"De 45 a 49 años (168)",20,52,51,,98.1,,
"De 50 y más años (169)",22,78,74,,94.9,,
"Sup. Univ. incompleta (170)",66,92,88,4,95.7,4.3,
"De 15 a 19 años (172)",10,,,,,,
"De 20 a 24 años (173)",13,6,6,1,100,16.7,
"De 25 a 29 años (174)",13,8,8,1,100,12.5,
"De 30 a 34 años (175)",7,11,10,1,90.9,9.1,
"De 35 a 39 años (176)",9,23,22,1,95.7,4.3,
"De 40 a 44 años (177)",3,8,8,,100,,
"De 45 a 49 años (178)",5,18,18,,100,,
"De 50 y más años (179)",6,18,16,,88.9,,
"Sup. Univ. completa (180)",242,305,295,7,96.7,2.3,
"De 20 a 24 años (183)",16,1,1,,100,,
"De 25 a 29 años (184)",46,10,10,,100,,
"De 30 a 34 años (185)",56,48,46,2,95.8,4.2,
"De 35 a 39 años (186)",57,90,90,4,100,4.4,
"De 40 a 44 años (187)",35,62,62,1,100,1.6,
"De 45 a 49 años (188)",22,55,52,,94.5,,
"De 50 y más años (189)",10,39,34,,87.2,,
,,,,,,,
"RURAL (200)",19091,71543,60170,1226,84.1,1.7,
"De 12 a 14 años (201)",2567,16,15,3,93.8,18.8,
"De 15 a 19 años (202)",2218,367,359,125,97.8,34.1,
"De 20 a 24 años (203)",1533,1970,1883,272,95.6,13.8,
"De 25 a 29 años (204)",1607,3958,3747,285,94.7,7.2,
"De 30 a 34 años (205)",1487,5517,5106,232,92.6,4.2,
"De 35 a 39 años (206)",1515,7382,6693,181,90.7,2.5,
"De 40 a 44 años (207)",1581,9710,8499,100,87.5,1,
"De 45 a 49 años (208)",1366,9124,7806,27,85.6,0.3,
"De 50 y más años (209)",5217,33499,26062,1,77.8,,
"Sin nivel (210)",7116,43322,34814,238,80.4,0.5,
"De 12 a 14 años (211)",10,2,2,,100,,
"De 15 a 19 años (212)",49,26,26,5,100,19.2,
"De 20 a 24 años (213)",92,169,162,12,95.9,7.1,
"De 25 a 29 años (214)",197,548,502,32,91.6,5.8,
"De 30 a 34 años (215)",327,1380,1255,57,90.9,4.1,
"De 35 a 39 años (216)",489,2622,2346,65,89.5,2.5,
"De 40 a 44 años (217)",766,4967,4255,50,85.7,1,
"De 45 a 49 años (218)",776,5351,4517,16,84.4,0.3,
"De 50 y más años (219)",4410,28257,21749,1,77,,
"Educacion Inicial (220)",30,78,74,2,94.9,2.6,
"De 12 a 14 años (221)",5,,,,,,
"De 15 a 19 años (222)",4,1,1,,100,,
"De 20 a 24 años (223)",3,4,4,,100,,
"De 25 a 29 años (224)",3,4,4,,100,,
"De 30 a 34 años (225)",7,35,33,2,94.3,5.7,
"De 35 a 39 años (226)",8,34,32,,94.1,,
"Primaria (230)",8211,25150,22455,743,89.3,3,
"De 12 a 14 años (231)",1758,12,11,2,91.7,16.7,
"De 15 a 19 años (232)",724,192,184,63,95.8,32.8,
"De 20 a 24 años (233)",853,1297,1234,174,95.1,13.4,
"De 25 a 29 años (234)",1010,2726,2591,189,95,6.9,
"De 30 a 34 años (235)",939,3561,3301,152,92.7,4.3,
"De 35 a 39 años (236)",876,4291,3897,104,90.8,2.4,
"De 40 a 44 años (237)",752,4473,3992,49,89.2,1.1,
"De 45 a 49 años (238)",551,3619,3152,10,87.1,0.3,
"De 50 y más años (239)",748,4979,4093,,82.2,,
"Secundaria (240)",3525,2773,2618,235,94.4,8.5,
"De 12 a 14 años (241)",794,2,2,1,100,50,
"De 15 a 19 años (242)",1433,148,148,57,100,38.5,
"De 20 a 24 años (243)",541,485,469,84,96.7,17.3,
"De 25 a 29 años (244)",338,650,620,61,95.4,9.4,
"De 30 a 34 años (245)",174,503,479,19,95.2,3.8,
"De 35 a 39 años (246)",118,402,385,11,95.8,2.7,
"De 40 a 44 años (247)",52,241,225,1,93.4,0.4,
"De 45 a 49 años (248)",34,139,123,1,88.5,0.7,
"De 50 y más años (249)",41,203,167,,82.3,,
"Sup. no Univ. incompleta (250)",74,48,47,2,97.9,4.2,
"De 15 a 19 años (252)",5,,,,,,
"De 20 a 24 años (253)",27,7,6,1,85.7,14.3,
"De 25 a 29 años (254)",21,12,12,1,100,8.3,
"De 30 a 34 años (255)",10,11,11,,100,,
"De 35 a 39 años (256)",8,14,14,,100,,
"De 50 y más años (259)",3,4,4,,100,,
"Sup. no Univ. completa (260)",68,90,82,6,91.1,6.7,
"De 20 a 24 años (263)",9,5,5,1,100,20,
"De 25 a 29 años (264)",20,7,7,2,100,28.6,
"De 30 a 34 años (265)",16,17,17,2,100,11.8,
"De 35 a 39 años (266)",9,11,11,1,100,9.1,
"De 40 a 44 años (267)",4,5,5,,100,,
"De 45 a 49 años (268)",2,8,7,,87.5,,
"De 50 y más años (269)",8,37,30,,81.1,,
"Sup. Univ. incompleta (270)",17,23,22,,95.7,,
"De 15 a 19 años (272)",3,,,,,,
"De 20 a 24 años (273)",4,1,1,,100,,
"De 25 a 29 años (274)",2,,,,,,
"De 30 a 34 años (275)",1,2,2,,100,,
"De 35 a 39 años (276)",1,2,2,,100,,
"De 40 a 44 años (277)",3,9,8,,88.9,,
"De 50 y más años (279)",3,9,9,,100,,
"Sup. Univ. completa (280)",50,59,58,,98.3,,
"De 20 a 24 años (283)",4,2,2,,100,,
"De 25 a 29 años (284)",16,11,11,,100,,
"De 30 a 34 años (285)",13,8,8,,100,,
"De 35 a 39 años (286)",6,6,6,,100,,
"De 40 a 44 años (287)",4,15,14,,93.3,,
"De 45 a 49 años (288)",3,7,7,,100,,
"De 50 y más años (289)",4,10,10,,100,,
