"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",104,101,1,82,12,3,,3,,,3,133
"De 25 a 29 años (024)",100,97,1,54,26,14,2,,,,3,156
"De 30 a 34 años (025)",104,103,1,42,25,20,13,1,1,,1,223
"De 35 a 39 años (026)",75,75,1,20,18,18,12,6,,,,202
"De 40 a 44 años (027)",86,85,,12,18,10,24,12,4,5,1,353
"De 45 a 49 años (028)",62,62,1,5,12,8,19,9,7,1,,266
"De 50 y más años (029)",153,150,3,22,16,21,31,28,19,10,3,714
"Casado(a) (030)",6994,6937,162,406,927,1086,1932,1335,732,357,57,32824
"De 12 a 14 años (031)",4,1,,1,,,,,,,3,1
"De 15 a 19 años (032)",31,20,3,11,6,,,,,,11,23
"De 20 a 24 años (033)",165,160,9,51,68,15,15,2,,,5,308
"De 25 a 29 años (034)",520,512,12,94,145,125,125,11,,,8,1354
"De 30 a 34 años (035)",825,819,8,59,181,192,293,79,7,,6,2852
"De 35 a 39 años (036)",927,924,8,40,157,210,299,150,54,6,3,3778
"De 40 a 44 años (037)",988,986,10,31,115,188,302,215,98,27,2,4681
"De 45 a 49 años (038)",891,888,16,21,83,125,253,222,108,60,3,4675
"De 50 y más años (039)",2643,2627,96,98,172,231,645,656,465,264,16,15152
"Viudo(a) (040)",2023,1994,81,123,152,184,503,449,305,197,29,10871
"De 15 a 19 años (042)",4,4,,3,1,,,,,,,5
"De 20 a 24 años (043)",10,9,,6,1,1,1,,,,1,15
"De 25 a 29 años (044)",20,20,1,8,4,2,5,,,,,43
"De 30 a 34 años (045)",36,35,1,6,8,5,11,2,1,1,1,115
"De 35 a 39 años (046)",53,52,,4,7,8,23,3,7,,1,221
"De 40 a 44 años (047)",94,92,3,4,13,9,32,19,7,5,2,430
"De 45 a 49 años (048)",153,153,3,11,12,18,43,37,22,7,,779
"De 50 y más años (049)",1653,1629,73,81,106,141,388,388,268,184,24,9263
"Divorciado(a) (050)",113,110,6,32,17,11,25,12,6,1,3,353
"De 15 a 19 años (052)",2,1,,1,,,,,,,1,1
"De 20 a 24 años (053)",7,7,,6,1,,,,,,,8
"De 25 a 29 años (054)",9,9,,8,1,,,,,,,10
"De 30 a 34 años (055)",12,12,1,7,2,1,1,,,,,18
"De 35 a 39 años (056)",13,13,1,1,2,6,2,1,,,,38
"De 40 a 44 años (057)",10,10,,1,1,1,4,2,1,,,46
"De 45 a 49 años (058)",11,11,,3,3,1,1,2,1,,,39
"De 50 y más años (059)",49,47,4,5,7,2,17,7,4,1,2,193
"Soltero(a) (060)",6901,6179,5832,243,64,23,17,,,,722,508
"De 12 a 14 años (061)",2585,2585,2580,4,1,,,,,,,6
"De 15 a 19 años (062)",2555,2555,2527,24,1,3,,,,,,35
"De 20 a 24 años (063)",903,596,534,54,8,,,,,,307,70
"De 25 a 29 años (064)",330,113,56,46,9,1,1,,,,217,71
"De 30 a 34 años (065)",163,82,32,39,7,3,1,,,,81,66
"De 35 a 39 años (066)",95,55,21,22,7,5,,,,,40,51
"De 40 a 44 años (067)",77,49,20,18,7,3,1,,,,28,45
"De 45 a 49 años (068)",48,37,17,9,6,2,3,,,,11,39
"De 50 y más años (069)",145,107,45,27,18,6,11,,,,38,125
,,,,,,,,,,,,
"URBANA (080)",8943,8408,2590,1262,1260,969,1220,612,320,175,535,20607
"De 12 a 14 años (081)",958,947,940,6,1,,,,,,11,8
"De 15 a 19 años (082)",1227,1197,1100,86,6,4,1,,,,30,114
"De 20 a 24 años (083)",972,779,287,328,128,26,8,2,,,193,707
"De 25 a 29 años (084)",919,773,72,330,231,80,57,3,,,146,1284
"De 30 a 34 años (085)",870,816,41,197,297,143,121,17,,,54,1847
"De 35 a 39 años (086)",803,780,18,107,215,211,176,43,8,2,23,2298
"De 40 a 44 años (087)",709,688,22,52,140,176,203,68,22,5,21,2426
"De 45 a 49 años (088)",571,558,27,35,85,104,162,84,41,20,13,2334
"De 50 y más años (089)",1914,1870,83,121,157,225,492,395,249,148,44,9589
"Conviviente (090)",2736,2631,187,751,660,390,414,149,54,26,105,6734
"De 12 a 14 años (091)",16,6,3,3,,,,,,,10,3
"De 15 a 19 años (092)",145,123,55,64,3,,1,,,,22,74
"De 20 a 24 años (093)",472,443,52,250,108,24,8,1,,,29,577
"De 25 a 29 años (094)",543,524,28,221,174,52,47,2,,,19,931
"De 30 a 34 años (095)",482,472,15,109,179,88,70,11,,,10,1099
"De 35 a 39 años (096)",424,419,9,57,115,111,96,27,2,2,5,1251
"De 40 a 44 años (097)",262,261,5,16,45,62,100,27,4,2,1,961
"De 45 a 49 años (098)",151,149,5,9,15,25,42,25,18,10,2,723
"De 50 y más años (099)",241,234,15,22,21,28,50,56,30,12,7,1115
"Separado(a) (100)",383,378,3,119,84,60,59,36,13,4,5,1117
"De 15 a 19 años (102)",9,9,,8,,1,,,,,,11
"De 20 a 24 años (103)",38,37,1,30,4,1,,1,,,1,47
"De 25 a 29 años (104)",44,42,,23,10,8,1,,,,2,71
"De 30 a 34 años (105)",58,58,,22,18,9,8,1,,,,125
"De 35 a 39 años (106)",45,45,,12,13,10,7,3,,,,116
"De 40 a 44 años (107)",56,55,,6,15,6,15,10,2,1,1,213
"De 45 a 49 años (108)",38,38,1,3,10,7,11,4,2,,,137
"De 50 y más años (109)",95,94,1,15,14,18,17,17,9,3,1,397
"Casado(a) (110)",2206,2176,53,185,405,425,579,297,156,76,30,8888
"De 12 a 14 años (111)",1,,,,,,,,,,1,
"De 15 a 19 años (112)",11,4,,3,1,,,,,,7,5
"De 20 a 24 años (113)",34,31,1,20,9,1,,,,,3,41
"De 25 a 29 años (114)",124,119,6,44,41,20,7,1,,,5,220
"De 30 a 34 años (115)",218,214,3,33,91,42,40,5,,,4,548
"De 35 a 39 años (116)",268,266,2,23,76,80,67,12,6,,2,831
"De 40 a 44 años (117)",308,308,2,17,70,99,81,26,12,1,,1086
"De 45 a 49 años (118)",306,304,8,10,50,62,97,51,16,10,2,1291
"De 50 y más años (119)",936,930,31,35,67,121,287,202,122,65,6,4866
"Viudo(a) (120)",615,606,18,39,52,69,141,125,94,68,9,3327
"De 15 a 19 años (122)",1,1,,,1,,,,,,,2
"De 20 a 24 años (123)",2,2,,1,1,,,,,,,3
"De 25 a 29 años (124)",5,5,1,3,,,1,,,,,7
"De 30 a 34 años (125)",6,6,,1,2,2,1,,,,,15
"De 35 a 39 años (126)",13,13,,,5,2,5,1,,,,45
"De 40 a 44 años (127)",25,24,2,3,3,5,4,3,3,1,1,96
"De 45 a 49 años (128)",31,31,2,4,2,7,8,4,4,,,124
"De 50 y más años (129)",532,524,13,27,38,53,122,117,87,67,8,3035
"Divorciado(a) (130)",59,58,2,14,14,7,12,5,3,1,1,183
"De 15 a 19 años (132)",1,,,,,,,,,,1,
"De 20 a 24 años (133)",1,1,,1,,,,,,,,1
"De 25 a 29 años (134)",2,2,,2,,,,,,,,2
"De 30 a 34 años (135)",7,7,,4,2,,1,,,,,12
"De 35 a 39 años (136)",8,8,,1,2,4,1,,,,,21
"De 40 a 44 años (137)",8,8,,1,1,1,2,2,1,,,36
"De 45 a 49 años (138)",9,9,,3,3,1,1,,1,,,25
"De 50 y más años (139)",23,23,2,2,6,1,7,3,1,1,,86
"Soltero(a) (140)",2944,2559,2327,154,45,18,15,,,,385,358
"De 12 a 14 años (141)",941,941,937,3,1,,,,,,,5
"De 15 a 19 años (142)",1060,1060,1045,11,1,3,,,,,,22
"De 20 a 24 años (143)",425,265,233,26,6,,,,,,160,38
"De 25 a 29 años (144)",201,81,37,37,6,,1,,,,120,53
"De 30 a 34 años (145)",99,59,23,28,5,2,1,,,,40,48
"De 35 a 39 años (146)",45,29,7,14,4,4,,,,,16,34
"De 40 a 44 años (147)",50,32,13,9,6,3,1,,,,18,34
"De 45 a 49 años (148)",36,27,11,6,5,2,3,,,,9,34
"De 50 y más años (149)",87,65,21,20,11,4,9,,,,22,90
,,,,,,,,,,,,
"RURAL (160)",14479,13969,3906,1473,1511,1400,2481,1745,964,489,510,44478
"De 12 a 14 años (161)",1663,1650,1644,5,1,,,,,,13,7
"De 15 a 19 años (162)",1800,1749,1537,178,31,3,,,,,51,249
"De 20 a 24 años (163)",1563,1368,382,559,294,84,37,12,,,195,1628
"De 25 a 29 años (164)",1348,1240,52,276,367,302,221,21,1,,108,2986
"De 30 a 34 años (165)",1330,1278,28,143,240,293,445,109,17,3,52,4323
"De 35 a 39 años (166)",1280,1254,31,72,189,239,418,219,78,8,26,5159
"De 40 a 44 años (167)",1137,1124,23,43,99,137,370,279,127,46,13,5681
"De 45 a 49 años (168)",981,978,25,34,66,105,258,275,140,75,3,5417
"De 50 y más años (169)",3377,3328,184,163,224,237,732,830,601,357,49,19028
"Conviviente (170)",3941,3828,220,920,823,580,709,353,156,67,113,11720
"De 12 a 14 años (171)",13,5,1,3,1,,,,,,8,5
"De 15 a 19 años (172)",263,218,52,138,25,3,,,,,45,197
"De 20 a 24 años (173)",874,831,73,438,224,67,21,8,,,43,1224
"De 25 a 29 años (174)",745,738,26,175,239,188,98,11,1,,7,1705
"De 30 a 34 años (175)",578,571,11,78,135,127,177,33,8,2,7,1797
"De 35 a 39 años (176)",496,496,9,35,98,92,162,75,23,2,,1916
"De 40 a 44 años (177)",329,329,7,13,40,40,110,72,35,12,,1591
"De 45 a 49 años (178)",236,236,10,11,20,30,59,64,25,17,,1230
"De 50 y más años (179)",407,404,31,29,41,33,82,90,64,34,3,2055
"Separado(a) (180)",331,320,5,141,44,35,42,23,18,12,11,958
"De 12 a 14 años (181)",3,,,,,,,,,,3,
"De 15 a 19 años (182)",18,16,,15,1,,,,,,2,17
"De 20 a 24 años (183)",66,64,,52,8,2,,2,,,2,86
"De 25 a 29 años (184)",56,55,1,31,16,6,1,,,,1,85
"De 30 a 34 años (185)",46,45,1,20,7,11,5,,1,,1,98
"De 35 a 39 años (186)",30,30,1,8,5,8,5,3,,,,86
"De 40 a 44 años (187)",30,30,,6,3,4,9,2,2,4,,140
"De 45 a 49 años (188)",24,24,,2,2,1,8,5,5,1,,129
"De 50 y más años (189)",58,56,2,7,2,3,14,11,10,7,2,317
"Casado(a) (190)",4788,4761,109,221,522,661,1353,1038,576,281,27,23936
"De 12 a 14 años (191)",3,1,,1,,,,,,,2,1
"De 15 a 19 años (192)",20,16,3,8,5,,,,,,4,18
"De 20 a 24 años (193)",131,129,8,31,59,14,15,2,,,2,267
"De 25 a 29 años (194)",396,393,6,50,104,105,118,10,,,3,1134
"De 30 a 34 años (195)",607,605,5,26,90,150,253,74,7,,2,2304
"De 35 a 39 años (196)",659,658,6,17,81,130,232,138,48,6,1,2947
"De 40 a 44 años (197)",680,678,8,14,45,89,221,189,86,26,2,3595
"De 45 a 49 años (198)",585,584,8,11,33,63,156,171,92,50,1,3384
"De 50 y más años (199)",1707,1697,65,63,105,110,358,454,343,199,10,10286
"Viudo(a) (200)",1408,1388,63,84,100,115,362,324,211,129,20,7544
"De 15 a 19 años (202)",3,3,,3,,,,,,,,3
"De 20 a 24 años (203)",8,7,,5,,1,1,,,,1,12
"De 25 a 29 años (204)",15,15,,5,4,2,4,,,,,36
"De 30 a 34 años (205)",30,29,1,5,6,3,10,2,1,1,1,100
"De 35 a 39 años (206)",40,39,,4,2,6,18,2,7,,1,176
"De 40 a 44 años (207)",69,68,1,1,10,4,28,16,4,4,1,334
"De 45 a 49 años (208)",122,122,1,7,10,11,35,33,18,7,,655
"De 50 y más años (209)",1121,1105,60,54,68,88,266,271,181,117,16,6228
"Divorciado(a) (210)",54,52,4,18,3,4,13,7,3,,2,170
"De 15 a 19 años (212)",1,1,,1,,,,,,,,1
"De 20 a 24 años (213)",6,6,,5,1,,,,,,,7
"De 25 a 29 años (214)",7,7,,6,1,,,,,,,8
"De 30 a 34 años (215)",5,5,1,3,,1,,,,,,6
"De 35 a 39 años (216)",5,5,1,,,2,1,1,,,,17
"De 40 a 44 años (217)",2,2,,,,,2,,,,,10
"De 45 a 49 años (218)",2,2,,,,,,2,,,,14
"De 50 y más años (219)",26,24,2,3,1,1,10,4,3,,2,107
"Soltero(a) (220)",3957,3620,3505,89,19,5,2,,,,337,150
"De 12 a 14 años (221)",1644,1644,1643,1,,,,,,,,1
"De 15 a 19 años (222)",1495,1495,1482,13,,,,,,,,13
"De 20 a 24 años (223)",478,331,301,28,2,,,,,,147,32
"De 25 a 29 años (224)",129,32,19,9,3,1,,,,,97,18
"De 30 a 34 años (225)",64,23,9,11,2,1,,,,,41,18
"De 35 a 39 años (226)",50,26,14,8,3,1,,,,,24,17
"De 40 a 44 años (227)",27,17,7,9,1,,,,,,10,11
"De 45 a 49 años (228)",12,10,6,3,1,,,,,,2,5
"De 50 y más años (229)",58,42,24,7,7,2,2,,,,16,35
