"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",17,14,,9,3,2,,,,,3,21
"De 25 a 29 años (024)",15,14,,4,5,4,1,,,,1,31
"De 30 a 34 años (025)",13,13,,2,3,5,3,,,,,36
"De 35 a 39 años (026)",7,6,,1,,1,4,,,,1,22
"Primaria (030)",18281,17605,62,2337,2875,2761,4440,2933,1519,678,676,74980
"De 12 a 14 años (031)",37,25,,17,8,,,,,,12,33
"De 15 a 19 años (032)",405,344,5,290,43,3,3,,,,61,397
"De 20 a 24 años (033)",1368,1181,9,646,392,103,28,3,,,187,1876
"De 25 a 29 años (034)",1796,1660,4,424,652,374,190,16,,,136,3743
"De 30 a 34 años (035)",2110,2043,8,264,586,600,485,91,8,1,67,5972
"De 35 a 39 años (036)",2181,2132,3,161,373,539,768,241,40,7,49,7814
"De 40 a 44 años (037)",2185,2150,6,118,255,388,856,387,114,26,35,9278
"De 45 a 49 años (038)",1963,1934,1,95,163,255,671,501,197,51,29,9609
"De 50 y más años (039)",6236,6136,26,322,403,499,1439,1694,1160,593,100,36258
"Secundaria (040)",8935,8206,27,2521,2266,1528,1309,375,140,40,729,21322
"De 12 a 14 años (041)",57,17,,12,5,,,,,,40,22
"De 15 a 19 años (042)",529,420,3,369,39,8,1,,,,109,475
"De 20 a 24 años (043)",1684,1446,9,1015,359,58,5,,,,238,1927
"De 25 a 29 años (044)",1721,1568,4,557,682,241,78,6,,,153,3006
"De 30 a 34 años (045)",1398,1325,3,250,519,347,190,15,1,,73,3234
"De 35 a 39 años (046)",1179,1141,2,118,295,388,292,41,4,1,38,3425
"De 40 a 44 años (047)",845,822,1,76,178,236,251,68,11,1,23,2757
"De 45 a 49 años (048)",590,570,2,56,95,108,219,62,25,3,20,2170
"De 50 y más años (049)",932,897,3,68,94,142,273,183,99,35,35,4306
"Sup. no Univ. incompleta (050)",1222,1013,9,366,289,163,119,41,20,6,209,2439
"De 15 a 19 años (052)",33,24,,20,2,1,1,,,,9,31
"De 20 a 24 años (053)",254,155,2,123,27,3,,,,,99,186
"De 25 a 29 años (054)",241,183,,99,59,19,6,,,,58,298
"De 30 a 34 años (055)",190,165,2,68,72,16,6,1,,,25,292
"De 35 a 39 años (056)",164,152,3,27,61,41,18,2,,,12,361
"De 40 a 44 años (057)",131,128,2,18,32,39,29,8,,,3,372
"De 45 a 49 años (058)",85,84,,4,20,25,24,8,2,1,1,309
"De 50 y más años (059)",124,122,,7,16,19,35,22,18,5,2,590
"Sup. no Univ. completa (060)",1940,1683,9,549,478,311,216,83,22,15,257,4267
"De 20 a 24 años (063)",195,107,,88,14,3,1,1,,,88,137
"De 25 a 29 años (064)",338,257,2,157,71,22,5,,,,81,385
"De 30 a 34 años (065)",294,263,2,117,94,40,10,,,,31,467
"De 35 a 39 años (066)",326,303,3,66,124,67,37,6,,,23,712
"De 40 a 44 años (067)",239,226,,42,73,69,32,10,,,13,596
"De 45 a 49 años (068)",194,188,1,36,46,50,42,12,1,,6,544
"De 50 y más años (069)",354,339,1,43,56,60,89,54,21,15,15,1426
"Sup. Univ. incompleta (070)",542,434,5,175,109,72,48,17,6,2,108,1000
"De 15 a 19 años (072)",14,11,1,9,,1,,,,,3,12
"De 20 a 24 años (073)",106,60,2,52,5,1,,,,,46,65
"De 25 a 29 años (074)",94,64,,37,19,6,1,1,,,30,104
"De 30 a 34 años (075)",81,73,,33,22,9,5,4,,,8,152
"De 35 a 39 años (076)",81,72,1,13,28,23,7,,,,9,169
"De 40 a 44 años (077)",53,49,,14,17,9,9,,,,4,114
"De 45 a 49 años (078)",53,50,,9,11,13,11,5,1,,3,160
"De 50 y más años (079)",60,55,1,8,7,10,15,7,5,2,5,224
"Sup. Univ. completa (080)",1286,1067,7,335,311,206,121,48,27,12,219,2755
"De 20 a 24 años (083)",97,39,,32,5,2,,,,,58,48
"De 25 a 29 años (084)",163,108,3,80,21,4,,,,,55,134
"De 30 a 34 años (085)",177,139,1,66,46,18,7,1,,,38,248
"De 35 a 39 años (086)",207,192,1,51,76,39,20,5,,,15,438
"De 40 a 44 años (087)",201,182,,38,63,51,25,3,2,,19,457
"De 45 a 49 años (088)",168,160,1,38,52,42,15,11,,1,8,412
"De 50 y más años (089)",273,247,1,30,48,50,54,28,25,11,26,1018
,,,,,,,,,,,,
"URBANA (100)",25520,23790,100,4580,4629,3886,4954,3053,1762,826,1730,90852
"De 12 a 14 años (101)",59,17,,12,5,,,,,,42,22
"De 15 a 19 años (102)",579,452,5,393,42,8,4,,,,127,517
"De 20 a 24 años (103)",2382,1853,16,1297,448,74,14,4,,,529,2503
"De 25 a 29 años (104)",2834,2458,12,955,990,374,121,6,,,376,4597
"De 30 a 34 años (105)",3028,2823,12,641,993,734,394,43,5,1,205,6836
"De 35 a 39 años (106)",3025,2897,9,353,735,848,781,151,17,3,128,8880
"De 40 a 44 años (107)",2844,2759,7,261,502,672,906,325,68,18,85,10050
"De 45 a 49 años (108)",2472,2411,6,204,327,417,805,436,180,36,61,10370
"De 50 y más años (109)",8297,8120,33,464,587,759,1929,2088,1492,768,177,47077
"Sin nivel (110)",4724,4575,18,266,384,529,1176,1051,773,378,149,25338
"De 12 a 14 años (111)",4,1,,1,,,,,,,3,1
"De 15 a 19 años (112)",14,10,,7,3,,,,,,4,13
"De 20 a 24 años (113)",73,50,,25,19,4,2,,,,23,84
"De 25 a 29 años (114)",74,59,1,12,22,16,7,1,,,15,140
"De 30 a 34 años (115)",310,290,1,35,85,83,77,8,1,,20,846
"De 35 a 39 años (116)",372,354,,30,52,107,129,30,6,,18,1263
"De 40 a 44 años (117)",414,399,,21,32,78,149,86,26,7,15,1807
"De 45 a 49 años (118)",462,446,1,22,32,49,153,111,59,19,16,2336
"De 50 y más años (119)",3001,2966,15,113,139,192,659,815,681,352,35,18848
"Educacion Inicial (120)",32,27,,14,7,6,,,,,5,46
"De 15 a 19 años (122)",2,1,,1,,,,,,,1,1
"De 20 a 24 años (123)",15,12,,8,2,2,,,,,3,18
"De 25 a 29 años (124)",10,9,,3,4,2,,,,,1,17
"De 30 a 34 años (125)",5,5,,2,1,2,,,,,,10
"Primaria (130)",9901,9522,33,1274,1559,1557,2368,1535,814,382,379,40417
"De 12 a 14 años (131)",16,9,,6,3,,,,,,7,12
"De 15 a 19 años (132)",189,152,2,130,16,2,2,,,,37,176
"De 20 a 24 años (133)",620,538,6,332,159,30,8,3,,,82,795
"De 25 a 29 años (134)",858,792,2,206,338,178,66,2,,,66,1705
"De 30 a 34 años (135)",1082,1037,4,166,326,333,179,25,3,1,45,2779
"De 35 a 39 años (136)",1123,1090,2,95,208,301,391,82,9,2,33,3734
"De 40 a 44 años (137)",1210,1190,4,72,160,249,483,178,34,10,20,4785
"De 45 a 49 años (138)",1083,1067,1,58,100,159,389,247,99,14,16,5027
"De 50 y más años (139)",3720,3647,12,209,249,305,850,998,669,355,73,21404
"Secundaria (140)",6428,5916,22,1756,1626,1120,957,294,108,33,512,15664
"De 12 a 14 años (141)",39,7,,5,2,,,,,,32,9
"De 15 a 19 años (142)",335,261,2,231,22,5,1,,,,74,294
"De 20 a 24 años (143)",1117,942,6,679,223,31,3,,,,175,1230
"De 25 a 29 años (144)",1161,1062,4,401,475,139,41,2,,,99,1949
"De 30 a 34 años (145)",985,935,3,185,386,242,112,6,1,,50,2198
"De 35 a 39 años (146)",853,824,1,89,217,294,192,28,2,1,29,2425
"De 40 a 44 años (147)",657,641,1,63,144,190,191,44,7,1,16,2090
"De 45 a 49 años (148)",467,453,2,44,78,89,176,43,19,2,14,1691
"De 50 y más años (149)",814,791,3,59,79,130,241,171,79,29,23,3778
"Sup. no Univ. incompleta (150)",1069,894,9,314,251,148,109,38,20,5,175,2193
"De 15 a 19 años (152)",27,19,,17,1,,1,,,,8,23
"De 20 a 24 años (153)",208,127,2,101,23,1,,,,,81,150
"De 25 a 29 años (154)",203,150,,84,47,16,3,,,,53,238
"De 30 a 34 años (155)",166,147,2,63,60,15,6,1,,,19,260
"De 35 a 39 años (156)",146,138,3,23,57,37,16,2,,,8,328
"De 40 a 44 años (157)",122,119,2,17,30,37,26,7,,,3,342
"De 45 a 49 años (158)",79,78,,3,18,24,23,8,2,,1,285
"De 50 y más años (159)",118,116,,6,15,18,34,20,18,5,2,567
"Sup. no Univ. completa (160)",1722,1500,7,493,419,276,194,77,20,14,222,3821
"De 20 a 24 años (163)",168,94,,77,12,3,1,1,,,74,122
"De 25 a 29 años (164)",301,231,2,144,65,16,4,,,,70,338
"De 30 a 34 años (165)",255,225,1,99,78,37,10,,,,30,408
"De 35 a 39 años (166)",276,259,2,58,107,56,31,5,,,17,604
"De 40 a 44 años (167)",211,200,,41,63,61,26,9,,,11,518
"De 45 a 49 años (168)",179,173,1,33,41,45,41,11,1,,6,505
"De 50 y más años (169)",332,318,1,41,53,58,81,51,19,14,14,1326
"Sup. Univ. incompleta (170)",479,387,4,156,100,63,42,15,5,2,92,889
"De 15 a 19 años (172)",12,9,1,7,,1,,,,,3,10
"De 20 a 24 años (173)",96,55,2,47,5,1,,,,,41,60
"De 25 a 29 años (174)",79,57,,33,19,4,,1,,,22,89
"De 30 a 34 años (175)",71,64,,30,19,7,5,3,,,7,131
"De 35 a 39 años (176)",74,65,,11,27,22,5,,,,9,153
"De 40 a 44 años (177)",46,43,,12,15,7,9,,,,3,102
"De 45 a 49 años (178)",45,43,,8,9,12,9,5,,,2,135
"De 50 y más años (179)",56,51,1,8,6,9,14,6,5,2,5,209
"Sup. Univ. completa (180)",1165,969,7,307,283,187,108,43,22,12,196,2484
"De 20 a 24 años (183)",85,35,,28,5,2,,,,,50,44
"De 25 a 29 años (184)",148,98,3,72,20,3,,,,,50,121
"De 30 a 34 años (185)",154,120,1,61,38,15,5,,,,34,204
"De 35 a 39 años (186)",181,167,1,47,67,31,17,4,,,14,373
"De 40 a 44 años (187)",184,167,,35,58,50,22,1,1,,17,406
"De 45 a 49 años (188)",157,151,1,36,49,39,14,11,,1,6,391
"De 50 y más años (189)",256,231,1,28,46,47,50,27,21,11,25,945
,,,,,,,,,,,,
"RURAL (200)",17019,16262,62,2390,2594,2300,3809,2790,1607,710,757,70565
"De 12 a 14 años (201)",39,26,,18,8,,,,,,13,34
"De 15 a 19 años (202)",448,388,4,326,51,6,1,,,,60,450
"De 20 a 24 años (203)",1528,1297,6,738,411,117,25,,,,231,2013
"De 25 a 29 años (204)",1788,1624,2,443,600,361,196,21,1,,164,3688
"De 30 a 34 años (205)",1920,1840,5,230,504,478,504,111,7,1,80,5621
"De 35 a 39 años (206)",1889,1837,5,147,324,432,623,250,50,6,52,6884
"De 40 a 44 años (207)",1740,1699,5,83,190,270,615,368,140,28,41,7844
"De 45 a 49 años (208)",1540,1509,1,87,131,176,452,405,190,67,31,7847
"De 50 y más años (209)",6127,6042,34,318,375,460,1393,1635,1219,608,85,36184
"Sin nivel (210)",5555,5421,25,404,500,604,1326,1295,862,405,134,29205
"De 15 a 19 años (212)",30,30,,23,6,1,,,,,,38
"De 20 a 24 años (213)",116,98,,45,35,15,3,,,,18,172
"De 25 a 29 años (214)",180,169,,28,59,49,29,3,1,,11,444
"De 30 a 34 años (215)",375,352,,36,70,94,115,34,2,1,23,1210
"De 35 a 39 años (216)",397,382,1,33,50,75,129,76,17,1,15,1560
"De 40 a 44 años (217)",516,502,3,17,42,72,170,131,55,12,14,2513
"De 45 a 49 años (218)",497,488,1,31,39,51,122,131,85,28,9,2677
"De 50 y más años (219)",3444,3400,20,191,199,247,758,920,702,363,44,20591
"Educacion Inicial (220)",22,21,,3,4,6,8,,,,1,65
"De 20 a 24 años (223)",2,2,,1,1,,,,,,,3
"De 25 a 29 años (224)",5,5,,1,1,2,1,,,,,14
"De 30 a 34 años (225)",8,8,,,2,3,3,,,,,26
"De 35 a 39 años (226)",7,6,,1,,1,4,,,,1,22
"Primaria (230)",8380,8083,29,1063,1316,1204,2072,1398,705,296,297,34563
"De 12 a 14 años (231)",21,16,,11,5,,,,,,5,21
"De 15 a 19 años (232)",216,192,3,160,27,1,1,,,,24,221
"De 20 a 24 años (233)",748,643,3,314,233,73,20,,,,105,1081
"De 25 a 29 años (234)",938,868,2,218,314,196,124,14,,,70,2038
"De 30 a 34 años (235)",1028,1006,4,98,260,267,306,66,5,,22,3193
"De 35 a 39 años (236)",1058,1042,1,66,165,238,377,159,31,5,16,4080
"De 40 a 44 años (237)",975,960,2,46,95,139,373,209,80,16,15,4493
"De 45 a 49 años (238)",880,867,,37,63,96,282,254,98,37,13,4582
"De 50 y más años (239)",2516,2489,14,113,154,194,589,696,491,238,27,14854
"Secundaria (240)",2507,2290,5,765,640,408,352,81,32,7,217,5658
"De 12 a 14 años (241)",18,10,,7,3,,,,,,8,13
"De 15 a 19 años (242)",194,159,1,138,17,3,,,,,35,181
"De 20 a 24 años (243)",567,504,3,336,136,27,2,,,,63,697
"De 25 a 29 años (244)",560,506,,156,207,102,37,4,,,54,1057
"De 30 a 34 años (245)",413,390,,65,133,105,78,9,,,23,1036
"De 35 a 39 años (246)",326,317,1,29,78,94,100,13,2,,9,1000
"De 40 a 44 años (247)",188,181,,13,34,46,60,24,4,,7,667
"De 45 a 49 años (248)",123,117,,12,17,19,43,19,6,1,6,479
"De 50 y más años (249)",118,106,,9,15,12,32,12,20,6,12,528
"Sup. no Univ. incompleta (250)",153,119,,52,38,15,10,3,,1,34,246
"De 15 a 19 años (252)",6,5,,3,1,1,,,,,1,8
"De 20 a 24 años (253)",46,28,,22,4,2,,,,,18,36
"De 25 a 29 años (254)",38,33,,15,12,3,3,,,,5,60
"De 30 a 34 años (255)",24,18,,5,12,1,,,,,6,32
"De 35 a 39 años (256)",18,14,,4,4,4,2,,,,4,33
"De 40 a 44 años (257)",9,9,,1,2,2,3,1,,,,30
"De 45 a 49 años (258)",6,6,,1,2,1,1,,,1,,24
"De 50 y más años (259)",6,6,,1,1,1,1,2,,,,23
"Sup. no Univ. completa (260)",218,183,2,56,59,35,22,6,2,1,35,446
"De 20 a 24 años (263)",27,13,,11,2,,,,,,14,15
"De 25 a 29 años (264)",37,26,,13,6,6,1,,,,11,47
"De 30 a 34 años (265)",39,38,1,18,16,3,,,,,1,59
"De 35 a 39 años (266)",50,44,1,8,17,11,6,1,,,6,108
"De 40 a 44 años (267)",28,26,,1,10,8,6,1,,,2,78
"De 45 a 49 años (268)",15,15,,3,5,5,1,1,,,,39
"De 50 y más años (269)",22,21,,2,3,2,8,3,2,1,1,100
"Sup. Univ. incompleta (270)",63,47,1,19,9,9,6,2,1,,16,111
"De 15 a 19 años (272)",2,2,,2,,,,,,,,2
"De 20 a 24 años (273)",10,5,,5,,,,,,,5,5
"De 25 a 29 años (274)",15,7,,4,,2,1,,,,8,15
"De 30 a 34 años (275)",10,9,,3,3,2,,1,,,1,21
"De 35 a 39 años (276)",7,7,1,2,1,1,2,,,,,16
"De 40 a 44 años (277)",7,6,,2,2,2,,,,,1,12
"De 45 a 49 años (278)",8,7,,1,2,1,2,,1,,1,25
"De 50 y más años (279)",4,4,,,1,1,1,1,,,,15
"Sup. Univ. completa (280)",121,98,,28,28,19,13,5,5,,23,271
"De 20 a 24 años (283)",12,4,,4,,,,,,,8,4
"De 25 a 29 años (284)",15,10,,8,1,1,,,,,5,13
"De 30 a 34 años (285)",23,19,,5,8,3,2,1,,,4,44
"De 35 a 39 años (286)",26,25,,4,9,8,3,1,,,1,65
"De 40 a 44 años (287)",17,15,,3,5,1,3,2,1,,2,51
"De 45 a 49 años (288)",11,9,,2,3,3,1,,,,2,21
"De 50 y más años (289)",17,16,,2,2,3,4,1,4,,1,73
