"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ACOBAMBA (000)",14921,13942,47,2398,2294,2074,3508,2373,1014,234,979,55031
"De 12 a 14 años (001)",22,7,,6,1,,,,,,15,8
"De 15 a 19 años (002)",508,428,8,364,41,9,6,,,,80,497
"De 20 a 24 años (003)",1935,1573,3,838,520,170,32,10,,,362,2589
"De 25 a 29 años (004)",2015,1749,7,440,566,429,289,15,3,,266,4204
"De 30 a 34 años (005)",1780,1686,2,219,371,392,537,148,16,1,94,5568
"De 35 a 39 años (006)",1751,1700,5,128,220,295,611,359,78,4,51,7153
"De 40 a 44 años (007)",1433,1414,2,66,123,184,476,374,154,35,19,7044
"De 45 a 49 años (008)",1318,1304,2,51,126,122,366,371,210,56,14,7085
"De 50 y más años (009)",4159,4081,18,286,326,473,1191,1096,553,138,78,20883
"Conviviente (010)",2238,2098,11,847,501,297,304,95,39,4,140,5077
"De 12 a 14 años (011)",17,3,,3,,,,,,,14,3
"De 15 a 19 años (012)",262,206,4,179,20,1,2,,,,56,230
"De 20 a 24 años (013)",629,583,1,354,165,49,8,6,,,46,905
"De 25 a 29 años (014)",489,480,5,185,155,97,38,,,,9,942
"De 30 a 34 años (015)",318,313,,75,85,66,72,12,3,,5,859
"De 35 a 39 años (016)",201,198,1,23,41,39,69,18,7,,3,708
"De 40 a 44 años (017)",95,94,,6,14,18,32,13,10,1,1,415
"De 45 a 49 años (018)",71,71,,5,9,9,28,14,5,1,,320
"De 50 y más años (019)",156,150,,17,12,18,55,32,14,2,6,695
"Separado(a) (020)",601,578,2,266,115,74,69,34,17,1,23,1393
"De 12 a 14 años (021)",1,,,,,,,,,,1,
"De 15 a 19 años (022)",44,39,,39,,,,,,,5,39
"De 20 a 24 años (023)",120,114,,89,20,4,,1,,,6,148
