"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LAMPA (000)",13785,1571,2503,6946,105,2522,138
"Sin nivel (001)",924,8,55,555,3,291,12
"Educación inicial (002)",9,,4,3,,2,
"Primaria (003)",5456,54,546,3385,44,1365,62
"Secundaria (004)",4879,224,1483,2323,40,751,58
"Superior no univ. incompleta (005)",551,114,169,215,5,45,3
"Superior no univ. completa (006)",957,512,151,233,8,50,3
"Superior univ. incompleta (007)",220,77,53,80,1,9,
"Superior univ. completa (008)",789,582,42,152,4,9,
"Hombres (010)",8765,1133,2284,4324,71,932,21
"Sin nivel (011)",264,4,30,188,,42,
"Educación inicial (012)",8,,4,3,,1,
"Primaria (013)",2922,32,422,2000,27,428,13
"Secundaria (014)",3657,173,1424,1630,29,394,7
"Superior no univ. incompleta (015)",442,90,164,156,4,27,1
"Superior no univ. completa (016)",698,349,147,167,6,29,
"Superior univ. incompleta (017)",186,60,53,66,1,6,
"Superior univ. completa (018)",588,425,40,114,4,5,
"Mujeres (020)",5020,438,219,2622,34,1590,117
"Sin nivel (021)",660,4,25,367,3,249,12
"Educación inicial (022)",1,,,,,1,
"Primaria (023)",2534,22,124,1385,17,937,49
"Secundaria (024)",1222,51,59,693,11,357,51
"Superior no univ. incompleta (025)",109,24,5,59,1,18,2
"Superior no univ. completa (026)",259,163,4,66,2,21,3
"Superior univ. incompleta (027)",34,17,,14,,3,
"Superior univ. completa (028)",201,157,2,38,,4,
,,,,,,,
"URBANA (030)",4817,1173,921,2201,44,408,70
"Sin nivel (031)",176,5,19,104,2,42,4
"Educación inicial (032)",4,,2,1,,1,
"Primaria (033)",1295,36,207,839,18,167,28
"Secundaria (034)",1797,171,546,869,15,161,35
"Superior no univ. incompleta (035)",258,70,62,109,3,14,
"Superior no univ. completa (036)",604,400,44,137,3,17,3
"Superior univ. incompleta (037)",134,66,23,42,1,2,
"Superior univ. completa (038)",549,425,18,100,2,4,
"Hombres (040)",3018,803,842,1185,27,156,5
"Sin nivel (041)",48,3,12,24,,9,
"Educación inicial (042)",4,,2,1,,1,
"Primaria (043)",643,18,174,389,8,53,1
"Secundaria (044)",1237,127,515,505,10,76,4
"Superior no univ. incompleta (045)",191,52,59,72,3,5,
"Superior no univ. completa (046)",402,254,41,94,3,10,
"Superior univ. incompleta (047)",108,51,23,32,1,1,
"Superior univ. completa (048)",385,298,16,68,2,1,
"Mujeres (050)",1799,370,79,1016,17,252,65
"Sin nivel (051)",128,2,7,80,2,33,4
"Primaria (053)",652,18,33,450,10,114,27
"Secundaria (054)",560,44,31,364,5,85,31
"Superior no univ. incompleta (055)",67,18,3,37,,9,
"Superior no univ. completa (056)",202,146,3,43,,7,3
"Superior univ. incompleta (057)",26,15,,10,,1,
"Superior univ. completa (058)",164,127,2,32,,3,
,,,,,,,
"RURAL (060)",8968,398,1582,4745,61,2114,68
"Sin nivel (061)",748,3,36,451,1,249,8
"Educación inicial (062)",5,,2,2,,1,
"Primaria (063)",4161,18,339,2546,26,1198,34
"Secundaria (064)",3082,53,937,1454,25,590,23
"Superior no univ. incompleta (065)",293,44,107,106,2,31,3
"Superior no univ. completa (066)",353,112,107,96,5,33,
"Superior univ. incompleta (067)",86,11,30,38,,7,
"Superior univ. completa (068)",240,157,24,52,2,5,
"Hombres (070)",5747,330,1442,3139,44,776,16
"Sin nivel (071)",216,1,18,164,,33,
"Educación inicial (072)",4,,2,2,,,
"Primaria (073)",2279,14,248,1611,19,375,12
"Secundaria (074)",2420,46,909,1125,19,318,3
"Superior no univ. incompleta (075)",251,38,105,84,1,22,1
"Superior no univ. completa (076)",296,95,106,73,3,19,
"Superior univ. incompleta (077)",78,9,30,34,,5,
"Superior univ. completa (078)",203,127,24,46,2,4,
"Mujeres (080)",3221,68,140,1606,17,1338,52
"Sin nivel (081)",532,2,18,287,1,216,8
"Educación inicial (082)",1,,,,,1,
"Primaria (083)",1882,4,91,935,7,823,22
"Secundaria (084)",662,7,28,329,6,272,20
"Superior no univ. incompleta (085)",42,6,2,22,1,9,2
"Superior no univ. completa (086)",57,17,1,23,2,14,
"Superior univ. incompleta (087)",8,2,,4,,2,
"Superior univ. completa (088)",37,30,,6,,1,
