"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 30 a 34 años (055)",34,,,,,4,26,4
"De 35 a 39 años (056)",24,,,,,9,12,3
"De 40 a 44 años (057)",13,,,,,7,5,1
"De 45 a 49 años (058)",11,,,1,1,5,4,
"De 50 y más años (059)",16,,,1,6,4,,5
"Sup. no Univ. completa (060)",385,,1,7,16,61,173,127
"De 20 a 24 años (063)",49,,,,,,24,25
"De 25 a 29 años (064)",74,,,,,2,41,31
"De 30 a 34 años (065)",77,,,,,7,49,21
"De 35 a 39 años (066)",70,,,,1,14,40,15
"De 40 a 44 años (067)",45,,,,4,15,14,12
"De 45 a 49 años (068)",32,,,,5,12,5,10
"De 50 y más años (069)",38,,1,7,6,11,,13
"Sup. Univ. incompleta (070)",100,,,1,6,13,38,42
"De 15 a 19 años (072)",3,,,,,,2,1
"De 20 a 24 años (073)",30,,,,,,13,17
"De 25 a 29 años (074)",19,,,,,,9,10
"De 30 a 34 años (075)",9,,,,,2,4,3
"De 35 a 39 años (076)",16,,,,,4,7,5
"De 40 a 44 años (077)",7,,,,,2,3,2
"De 45 a 49 años (078)",7,,,,2,4,,1
"De 50 y más años (079)",9,,,1,4,1,,3
"Sup. Univ. completa (080)",181,,,5,12,25,57,82
"De 20 a 24 años (083)",21,,,,,,7,14
"De 25 a 29 años (084)",30,,,,,1,12,17
"De 30 a 34 años (085)",33,,,,,2,13,18
"De 35 a 39 años (086)",22,,,,,3,12,7
"De 40 a 44 años (087)",23,,,,,3,9,11
"De 45 a 49 años (088)",17,,,,2,8,4,3
"De 50 y más años (089)",35,,,5,10,8,,12
,,,,,,,,
"URBANA (100)",3584,26,70,161,318,702,1404,903
"De 12 a 14 años (101)",5,,,,,,,5
"De 15 a 19 años (102)",148,,,,,,69,79
"De 20 a 24 años (103)",497,,,,,1,288,208
"De 25 a 29 años (104)",541,,,,,16,368,157
"De 30 a 34 años (105)",485,,,,,74,313,98
"De 35 a 39 años (106)",402,,,,2,129,220,51
"De 40 a 44 años (107)",372,,,,28,175,107,62
"De 45 a 49 años (108)",313,,,2,57,164,34,56
"De 50 y más años (109)",821,26,70,159,231,143,5,187
"Sin nivel (110)",156,5,13,21,23,32,17,45
"De 15 a 19 años (112)",1,,,,,,,1
"De 20 a 24 años (113)",6,,,,,,3,3
"De 25 a 29 años (114)",7,,,,,,5,2
"De 30 a 34 años (115)",6,,,,,,3,3
"De 35 a 39 años (116)",6,,,,,3,3,
"De 40 a 44 años (117)",14,,,,,9,3,2
"De 45 a 49 años (118)",14,,,,1,9,,4
"De 50 y más años (119)",102,5,13,21,22,11,,30
"Educacion Inicial (120)",4,,,,,,1,3
"De 20 a 24 años (123)",2,,,,,,1,1
"De 30 a 34 años (125)",1,,,,,,,1
"De 35 a 39 años (126)",1,,,,,,,1
"Primaria (130)",1447,19,53,102,189,351,470,263
"De 12 a 14 años (131)",1,,,,,,,1
"De 15 a 19 años (132)",30,,,,,,14,16
"De 20 a 24 años (133)",104,,,,,,68,36
"De 25 a 29 años (134)",152,,,,,2,115,35
"De 30 a 34 años (135)",166,,,,,30,107,29
"De 35 a 39 años (136)",168,,,,,71,85,12
"De 40 a 44 años (137)",176,,,,12,87,59,18
"De 45 a 49 años (138)",164,,,1,32,86,18,27
"De 50 y más años (139)",486,19,53,101,145,75,4,89
"Secundaria (140)",1217,2,3,26,68,211,588,319
"De 12 a 14 años (141)",4,,,,,,,4
"De 15 a 19 años (142)",101,,,,,,50,51
"De 20 a 24 años (143)",257,,,,,1,156,100
"De 25 a 29 años (144)",230,,,,,8,165,57
"De 30 a 34 años (145)",177,,,,,30,122,25
"De 35 a 39 años (146)",118,,,,1,34,70,13
"De 40 a 44 años (147)",108,,,,12,59,19,18
"De 45 a 49 años (148)",75,,,,15,44,5,11
"De 50 y más años (149)",147,2,3,26,40,35,1,40
"Sup. no Univ. incompleta (150)",186,,,2,7,29,93,55
"De 15 a 19 años (152)",13,,,,,,3,10
"De 20 a 24 años (153)",45,,,,,,23,22
"De 25 a 29 años (154)",42,,,,,3,28,11
"De 30 a 34 años (155)",30,,,,,4,22,4
"De 35 a 39 años (156)",21,,,,,8,11,2
"De 40 a 44 años (157)",11,,,,,6,4,1
"De 45 a 49 años (158)",8,,,1,1,4,2,
"De 50 y más años (159)",16,,,1,6,4,,5
"Sup. no Univ. completa (160)",325,,1,4,13,49,152,106
"De 20 a 24 años (163)",39,,,,,,21,18
"De 25 a 29 años (164)",66,,,,,2,37,27
"De 30 a 34 años (165)",65,,,,,6,42,17
"De 35 a 39 años (166)",59,,,,1,10,35,13
"De 40 a 44 años (167)",37,,,,4,11,12,10
"De 45 a 49 años (168)",30,,,,4,11,5,10
"De 50 y más años (169)",29,,1,4,4,9,,11
"Sup. Univ. incompleta (170)",88,,,1,6,9,34,38
"De 15 a 19 años (172)",3,,,,,,2,1
"De 20 a 24 años (173)",26,,,,,,11,15
"De 25 a 29 años (174)",18,,,,,,8,10
"De 30 a 34 años (175)",9,,,,,2,4,3
"De 35 a 39 años (176)",10,,,,,1,6,3
"De 40 a 44 años (177)",6,,,,,1,3,2
"De 45 a 49 años (178)",7,,,,2,4,,1
"De 50 y más años (179)",9,,,1,4,1,,3
"Sup. Univ. completa (180)",161,,,5,12,21,49,74
"De 20 a 24 años (183)",18,,,,,,5,13
"De 25 a 29 años (184)",26,,,,,1,10,15
"De 30 a 34 años (185)",31,,,,,2,13,16
"De 35 a 39 años (186)",19,,,,,2,10,7
"De 40 a 44 años (187)",20,,,,,2,7,11
"De 45 a 49 años (188)",15,,,,2,6,4,3
"De 50 y más años (189)",32,,,5,10,8,,9
,,,,,,,,
"RURAL (200)",987,9,28,77,111,179,329,254
"De 12 a 14 años (201)",2,,,,,,,2
"De 15 a 19 años (202)",28,,,,,,17,11
"De 20 a 24 años (203)",106,,,,,1,63,42
"De 25 a 29 años (204)",118,,,,,5,78,35
"De 30 a 34 años (205)",127,,,,1,18,78,30
"De 35 a 39 años (206)",120,,,,2,43,59,16
"De 40 a 44 años (207)",90,,,,6,40,26,18
"De 45 a 49 años (208)",75,,,1,21,36,5,12
"De 50 y más años (209)",321,9,28,76,81,36,3,88
"Sin nivel (210)",70,4,10,12,7,5,6,26
"De 20 a 24 años (213)",1,,,,,1,,
"De 25 a 29 años (214)",1,,,,,,1,
"De 30 a 34 años (215)",3,,,,,,1,2
"De 35 a 39 años (216)",3,,,,,,3,
"De 40 a 44 años (217)",1,,,,,,1,
"De 45 a 49 años (218)",4,,,,,3,,1
"De 50 y más años (219)",57,4,10,12,7,1,,23
"Educacion Inicial (220)",2,,,,,,1,1
"De 25 a 29 años (224)",1,,,,,,,1
"De 35 a 39 años (226)",1,,,,,,1,
"Primaria (230)",519,5,16,59,90,106,132,111
"De 12 a 14 años (231)",1,,,,,,,1
"De 15 a 19 años (232)",6,,,,,,5,1
"De 20 a 24 años (233)",25,,,,,,19,6
"De 25 a 29 años (234)",40,,,,,2,30,8
"De 30 a 34 años (235)",56,,,,1,11,32,12
"De 35 a 39 años (236)",48,,,,2,17,23,6
"De 40 a 44 años (237)",55,,,,3,24,17,11
"De 45 a 49 años (238)",53,,,1,16,24,3,9
"De 50 y más años (239)",235,5,16,58,68,28,3,57
"Secundaria (240)",277,,2,3,11,45,142,74
"De 12 a 14 años (241)",1,,,,,,,1
"De 15 a 19 años (242)",21,,,,,,12,9
"De 20 a 24 años (243)",56,,,,,,34,22
"De 25 a 29 años (244)",56,,,,,3,36,17
"De 30 a 34 años (245)",50,,,,,6,34,10
"De 35 a 39 años (246)",45,,,,,17,23,5
"De 40 a 44 años (247)",20,,,,3,9,3,5
"De 45 a 49 años (248)",11,,,,4,5,,2
"De 50 y más años (249)",17,,2,3,4,5,,3
"Sup. no Univ. incompleta (250)",27,,,,,3,15,9
"De 15 a 19 años (252)",1,,,,,,,1
"De 20 a 24 años (253)",7,,,,,,3,4
"De 25 a 29 años (254)",7,,,,,,4,3
"De 30 a 34 años (255)",4,,,,,,4,
"De 35 a 39 años (256)",3,,,,,1,1,1
"De 40 a 44 años (257)",2,,,,,1,1,
"De 45 a 49 años (258)",3,,,,,1,2,
"Sup. no Univ. completa (260)",60,,,3,3,12,21,21
"De 20 a 24 años (263)",10,,,,,,3,7
"De 25 a 29 años (264)",8,,,,,,4,4
"De 30 a 34 años (265)",12,,,,,1,7,4
"De 35 a 39 años (266)",11,,,,,4,5,2
"De 40 a 44 años (267)",8,,,,,4,2,2
"De 45 a 49 años (268)",2,,,,1,1,,
"De 50 y más años (269)",9,,,3,2,2,,2
"Sup. Univ. incompleta (270)",12,,,,,4,4,4
"De 20 a 24 años (273)",4,,,,,,2,2
"De 25 a 29 años (274)",1,,,,,,1,
"De 35 a 39 años (276)",6,,,,,3,1,2
"De 40 a 44 años (277)",1,,,,,1,,
"Sup. Univ. completa (280)",20,,,,,4,8,8
"De 20 a 24 años (283)",3,,,,,,2,1
"De 25 a 29 años (284)",4,,,,,,2,2
"De 30 a 34 años (285)",2,,,,,,,2
"De 35 a 39 años (286)",3,,,,,1,2,
"De 40 a 44 años (287)",3,,,,,1,2,
"De 45 a 49 años (288)",2,,,,,2,,
"De 50 y más años (289)",3,,,,,,,3
