"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",383,353,24,,6
,,,,,
"URBANA (036)",8593,6712,770,437,674
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",24,,2,1,21
"Profes., científicos e intelectuales (038)",734,171,193,243,127
"Técnicos de nivel medio y trab. asimilados (039)",249,100,28,35,86
"Jefes y empleados de oficina (040)",275,37,13,22,203
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1002,929,37,15,21
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2205,2057,146,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",355,275,42,22,16
"Obreros construc.,conf.,papel, fab., instr. (044)",446,327,58,26,35
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2997,2604,230,71,92
"Otra (046)",65,,,,65
"Ocupación no especificada (047)",241,212,21,1,7
"Hombres (048)",5299,4030,496,294,479
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",17,,2,,15
"Profes., científicos e intelectuales (050)",388,64,106,143,75
"Técnicos de nivel medio y trab. asimilados (051)",177,74,24,24,55
"Jefes y empleados de oficina (052)",168,18,8,16,126
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",387,333,21,15,18
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1759,1649,108,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",304,231,42,17,14
"Obreros construc.,conf.,papel, fab., instr. (056)",436,322,55,24,35
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1486,1245,115,53,73
"Otra (058)",65,,,,65
"Ocupación no especificada (059)",112,94,15,1,2
"Mujeres (060)",3294,2682,274,143,195
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,,,1,6
"Profes., científicos e intelectuales (062)",346,107,87,100,52
"Técnicos de nivel medio y trab. asimilados (063)",72,26,4,11,31
"Jefes y empleados de oficina (064)",107,19,5,6,77
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",615,596,16,,3
"Agricult.trabaj.calif.agrop.y pesqueros (066)",446,408,38,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",51,44,,5,2
"Obreros construc.,conf.,papel, fab., instr. (068)",10,5,3,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1511,1359,115,18,19
"Ocupación no especificada (071)",129,118,6,,5
,,,,,
"RURAL (072)",22238,20798,1148,109,183
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",15,,2,1,12
"Profes., científicos e intelectuales (074)",421,192,170,31,28
"Técnicos de nivel medio y trab. asimilados (075)",76,41,8,6,21
"Jefes y empleados de oficina (076)",73,9,15,7,42
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",605,582,17,2,4
"Agricult.trabaj.calif.agrop.y pesqueros (078)",9566,9259,306,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",212,181,18,10,3
"Obreros construc.,conf.,papel, fab., instr. (080)",285,240,31,7,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",10577,9936,553,43,45
"Otra (082)",13,,,,13
"Ocupación no especificada (083)",395,358,28,2,7
"Hombres (084)",16388,15298,873,84,133
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",14,,2,1,11
"Profes., científicos e intelectuales (086)",234,88,111,20,15
"Técnicos de nivel medio y trab. asimilados (087)",51,30,6,3,12
"Jefes y empleados de oficina (088)",48,6,13,6,23
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",235,221,9,2,3
"Agricult.trabaj.calif.agrop.y pesqueros (090)",8288,8010,277,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",135,110,13,10,2
"Obreros construc.,conf.,papel, fab., instr. (092)",282,237,31,7,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",6948,6473,401,33,41
"Otra (094)",12,,,,12
"Ocupación no especificada (095)",141,123,10,2,6
"Mujeres (096)",5850,5500,275,25,50
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",187,104,59,11,13
"Técnicos de nivel medio y trab. asimilados (099)",25,11,2,3,9
"Jefes y empleados de oficina (100)",25,3,2,1,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",370,361,8,,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1278,1249,29,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",77,71,5,,1
"Obreros construc.,conf.,papel, fab., instr. (104)",3,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",3629,3463,152,10,4
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",254,235,18,,1
