"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MELGAR (000)",28102,75625,67027,,1246,88.6,1.6
"De 12 a 14 años (001)",2987,16,15,,2,93.8,12.5
"De 15 a 19 años (002)",3933,430,416,135,96.7,31.4,
"De 20 a 24 años (003)",3113,2395,2294,339,95.8,14.2,
"De 25 a 29 años (004)",2715,4444,4232,284,95.2,6.4,
"De 30 a 34 años (005)",2530,6489,6116,219,94.3,3.4,
"De 35 a 39 años (006)",2363,8168,7656,170,93.7,2.1,
"De 40 a 44 años (007)",2130,9149,8459,90,92.5,1,
"De 45 a 49 años (008)",1702,8167,7414,7,90.8,0.1,
"De 50 y más años (009)",6629,36367,30425,,83.7,,
"Conviviente (010)",7457,20124,18689,890,92.9,4.4,
"De 12 a 14 años (011)",27,9,9,1,100,11.1,
"De 15 a 19 años (012)",460,287,275,99,95.8,34.5,
"De 20 a 24 años (013)",1449,1866,1780,283,95.4,15.2,
"De 25 a 29 años (014)",1562,3159,3004,227,95.1,7.2,
"De 30 a 34 años (015)",1334,3723,3531,145,94.8,3.9,
"De 35 a 39 años (016)",999,3497,3289,92,94.1,2.6,
"De 40 a 44 años (017)",631,2691,2505,41,93.1,1.5,
"De 45 a 49 años (018)",362,1714,1593,2,92.9,0.1,
"De 50 y más años (019)",633,3178,2703,,85.1,,
"Separado(a) (020)",1388,3998,3601,67,90.1,1.7,
"De 12 a 14 años (021)",3,1,1,1,100,100,
"De 15 a 19 años (022)",46,44,44,18,100,40.9,
"De 20 a 24 años (023)",146,188,186,17,98.9,9,
"De 25 a 29 años (024)",172,291,279,10,95.9,3.4,
"De 30 a 34 años (025)",187,410,386,7,94.1,1.7,
"De 35 a 39 años (026)",174,507,469,9,92.5,1.8,
"De 40 a 44 años (027)",187,650,607,5,93.4,0.8,
"De 45 a 49 años (028)",113,408,366,,89.7,,
"De 50 y más años (029)",360,1499,1263,,84.3,,
"Casado(a) (030)",7140,36663,32435,226,88.5,0.6,
"De 12 a 14 años (031)",6,2,2,,100,,
"De 15 a 19 años (032)",25,15,15,1,100,6.7,
"De 20 a 24 años (033)",96,165,156,15,94.5,9.1,
"De 25 a 29 años (034)",301,725,693,41,95.6,5.7,
"De 30 a 34 años (035)",586,1980,1857,60,93.8,3,
"De 35 a 39 años (036)",889,3644,3422,62,93.9,1.7,
