"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ANTA (000)",16395,1685,1926,9849,359,2402,174
"Agric., ganadería, caza y silvicultura (001)",9548,21,620,6656,273,1978,
"Pesca (002)",1,,,1,,,
"Explotación de minas y canteras (003)",21,1,18,,,2,
"Industrias manufactureras (004)",563,26,149,345,13,30,
"Suministro de electricidad, gas y agua (005)",32,8,20,2,,2,
"Construcción (006)",1065,17,801,194,16,37,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1648,138,40,1300,24,146,
"Venta, mant.y rep. veh.autom y motoc. (008)",202,35,34,120,9,4,
"Comercio al por mayor (009)",63,8,2,43,3,7,
"Comercio al por menor (010)",1383,95,4,1137,12,135,
"Hoteles y restaurantes (011)",571,138,10,391,7,25,
"Trans., almac. y comunicaciones (012)",820,199,63,533,7,18,
"Intermediación financiera (013)",6,4,,1,1,,
"Activid.inmobil., empres. y alquileres (014)",195,132,14,42,7,,
"Admin.pub. y defensa; p. segur soc.afil (015)",452,307,145,,,,
"Enseñanza (016)",521,420,1,97,,3,
"Servicios sociales y de salud (017)",122,95,2,20,5,,
"Otras activ. serv.comun.soc y personales (018)",175,97,18,59,1,,
"Hogares privados con servicio doméstico (019)",174,,,,,,174
"Actividad economica no especificada (021)",481,82,25,208,5,161,
"Hombres (022)",12033,1041,1760,7606,312,1284,30
"Agric., ganadería, caza y silvicultura (023)",7931,17,521,6003,252,1138,
"Explotación de minas y canteras (025)",20,1,17,,,2,
"Industrias manufactureras (026)",429,16,129,249,11,24,
"Suministro de electricidad, gas y agua (027)",31,8,19,2,,2,
"Construcción (028)",1049,15,792,190,15,37,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",641,80,40,473,16,32,
"Venta, mant.y rep. veh.autom y motoc. (030)",188,29,34,113,9,3,
"Comercio al por mayor (031)",31,6,2,22,1,,
"Comercio al por menor (032)",422,45,4,338,6,29,
"Hoteles y restaurantes (033)",97,64,4,25,1,3,
"Trans., almac. y comunicaciones (034)",766,169,61,515,6,15,
"Intermediación financiera (035)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (036)",154,106,11,30,7,,
"Admin.pub. y defensa; p. segur soc.afil (037)",354,226,128,,,,
"Enseñanza (038)",254,223,1,29,,1,
"Servicios sociales y de salud (039)",45,27,1,13,4,,
"Otras activ. serv.comun.soc y personales (040)",96,53,16,27,,,
"Hogares privados con servicio doméstico (041)",30,,,,,,30
"Actividad economica no especificada (043)",134,34,20,50,,30,
"Mujeres (044)",4362,644,166,2243,47,1118,144
"Agric., ganadería, caza y silvicultura (045)",1617,4,99,653,21,840,
"Pesca (046)",1,,,1,,,
"Explotación de minas y canteras (047)",1,,1,,,,
"Industrias manufactureras (048)",134,10,20,96,2,6,
"Suministro de electricidad, gas y agua (049)",1,,1,,,,
"Construcción (050)",16,2,9,4,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1007,58,,827,8,114,
"Venta, mant.y rep. veh.autom y motoc. (052)",14,6,,7,,1,
"Comercio al por mayor (053)",32,2,,21,2,7,
"Comercio al por menor (054)",961,50,,799,6,106,
"Hoteles y restaurantes (055)",474,74,6,366,6,22,
"Trans., almac. y comunicaciones (056)",54,30,2,18,1,3,
"Intermediación financiera (057)",4,2,,1,1,,
"Activid.inmobil., empres. y alquileres (058)",41,26,3,12,,,
"Admin.pub. y defensa; p. segur soc.afil (059)",98,81,17,,,,
"Enseñanza (060)",267,197,,68,,2,
"Servicios sociales y de salud (061)",77,68,1,7,1,,
"Otras activ. serv.comun.soc y personales (062)",79,44,2,32,1,,
"Hogares privados con servicio doméstico (063)",144,,,,,,144
"Actividad economica no especificada (065)",347,48,5,158,5,131,
,,,,,,,
"URBANA (066)",6199,1117,868,3431,134,566,83
"Agric., ganadería, caza y silvicultura (067)",2046,12,247,1341,77,369,
"Explotación de minas y canteras (069)",11,,10,,,1,
"Industrias manufactureras (070)",339,20,84,215,4,16,
"Suministro de electricidad, gas y agua (071)",22,6,13,2,,1,
"Construcción (072)",533,13,377,120,8,15,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1133,89,18,899,18,109,
"Venta, mant.y rep. veh.autom y motoc. (074)",119,22,14,74,5,4,
"Comercio al por mayor (075)",47,5,2,31,3,6,
"Comercio al por menor (076)",967,62,2,794,10,99,
"Hoteles y restaurantes (077)",405,82,3,300,5,15,
"Trans., almac. y comunicaciones (078)",449,109,27,296,5,12,
"Intermediación financiera (079)",5,3,,1,1,,
"Activid.inmobil., empres. y alquileres (080)",127,82,6,33,6,,
"Admin.pub. y defensa; p. segur soc.afil (081)",283,225,58,,,,
"Enseñanza (082)",372,306,1,63,,2,
"Servicios sociales y de salud (083)",88,65,1,17,5,,
"Otras activ. serv.comun.soc y personales (084)",110,56,7,46,1,,
"Hogares privados con servicio doméstico (085)",83,,,,,,83
"Actividad economica no especificada (087)",193,49,16,98,4,26,
"Hombres (088)",4004,686,793,2126,102,282,15
"Agric., ganadería, caza y silvicultura (089)",1637,9,208,1142,66,212,
"Explotación de minas y canteras (091)",10,,9,,,1,
"Industrias manufactureras (092)",256,13,75,152,3,13,
"Suministro de electricidad, gas y agua (093)",21,6,12,2,,1,
"Construcción (094)",522,11,372,116,8,15,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",414,50,18,316,10,20,
"Venta, mant.y rep. veh.autom y motoc. (096)",110,19,14,69,5,3,
"Comercio al por mayor (097)",25,4,2,18,1,,
"Comercio al por menor (098)",279,27,2,229,4,17,
"Hoteles y restaurantes (099)",60,35,,21,1,3,
"Trans., almac. y comunicaciones (100)",407,85,26,282,4,10,
"Intermediación financiera (101)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (102)",98,66,3,23,6,,
"Admin.pub. y defensa; p. segur soc.afil (103)",218,169,49,,,,
"Enseñanza (104)",179,160,1,17,,1,
"Servicios sociales y de salud (105)",36,21,,11,4,,
"Otras activ. serv.comun.soc y personales (106)",60,33,7,20,,,
"Hogares privados con servicio doméstico (107)",15,,,,,,15
"Actividad economica no especificada (109)",69,26,13,24,,6,
"Mujeres (110)",2195,431,75,1305,32,284,68
"Agric., ganadería, caza y silvicultura (111)",409,3,39,199,11,157,
"Explotación de minas y canteras (113)",1,,1,,,,
"Industrias manufactureras (114)",83,7,9,63,1,3,
"Suministro de electricidad, gas y agua (115)",1,,1,,,,
"Construcción (116)",11,2,5,4,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",719,39,,583,8,89,
"Venta, mant.y rep. veh.autom y motoc. (118)",9,3,,5,,1,
"Comercio al por mayor (119)",22,1,,13,2,6,
"Comercio al por menor (120)",688,35,,565,6,82,
"Hoteles y restaurantes (121)",345,47,3,279,4,12,
"Trans., almac. y comunicaciones (122)",42,24,1,14,1,2,
"Intermediación financiera (123)",3,1,,1,1,,
