"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia GRAU (000)",5790,3817,823,176,974
"Hombres (001)",4236,2736,676,136,688
"Mujeres (002)",1554,1081,147,40,286
"De 06 a 14 años (003)",73,63,10,,
"Hombres (004)",47,40,7,,
"Mujeres (005)",26,23,3,,
"De 15 a 29 años (006)",1443,949,199,47,248
"Hombres (007)",1016,648,161,37,170
"Mujeres (008)",427,301,38,10,78
"De 30 a 44 años (009)",2082,1217,317,70,478
"Hombres (010)",1519,874,255,55,335
"Mujeres (011)",563,343,62,15,143
"De 45 a 64 años (012)",1603,1076,237,50,240
"Hombres (013)",1220,804,201,39,176
"Mujeres (014)",383,272,36,11,64
"De 65 y más años (015)",589,512,60,9,8
"Hombres (016)",434,370,52,5,7
"Mujeres (017)",155,142,8,4,1
,,,,,
"URBANA (018)",2694,1460,386,119,729
"Hombres (019)",1779,901,299,95,484
"Mujeres (020)",915,559,87,24,245
"De 06 a 14 años (021)",39,31,8,,
"Hombres (022)",29,24,5,,
"Mujeres (023)",10,7,3,,
"De 15 a 29 años (024)",735,425,104,37,169
"Hombres (025)",463,246,81,30,106
"Mujeres (026)",272,179,23,7,63
"De 30 a 44 años (027)",1038,477,149,48,364
"Hombres (028)",688,294,112,38,244
"Mujeres (029)",350,183,37,10,120
"De 45 a 64 años (030)",688,363,104,29,192
"Hombres (031)",473,233,85,24,131
"Mujeres (032)",215,130,19,5,61
"De 65 y más años (033)",194,164,21,5,4
"Hombres (034)",126,104,16,3,3
"Mujeres (035)",68,60,5,2,1
,,,,,
"RURAL (036)",3096,2357,437,57,245
"Hombres (037)",2457,1835,377,41,204
"Mujeres (038)",639,522,60,16,41
"De 06 a 14 años (039)",34,32,2,,
"Hombres (040)",18,16,2,,
"Mujeres (041)",16,16,,,
"De 15 a 29 años (042)",708,524,95,10,79
"Hombres (043)",553,402,80,7,64
"Mujeres (044)",155,122,15,3,15
"De 30 a 44 años (045)",1044,740,168,22,114
"Hombres (046)",831,580,143,17,91
"Mujeres (047)",213,160,25,5,23
"De 45 a 64 años (048)",915,713,133,21,48
"Hombres (049)",747,571,116,15,45
"Mujeres (050)",168,142,17,6,3
"De 65 y más años (051)",395,348,39,4,4
"Hombres (052)",308,266,36,2,4
"Mujeres (053)",87,82,3,2,
