"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia LAmás (000)",79075,41489,37586,37822,19357,18465,41253,22132,19121
"Menores de 1 año (001)",1767,859,908,710,339,371,1057,520,537
"Menores de 1 mes (002)",136,68,68,59,30,29,77,38,39
"De 1 a 11 meses (003)",1631,791,840,651,309,342,980,482,498
"De 1 a 4 años (004)",7797,3928,3869,3151,1574,1577,4646,2354,2292
"1 año (005)",1903,1014,889,751,393,358,1152,621,531
"2 años (006)",2054,1052,1002,852,442,410,1202,610,592
"3 años (007)",2046,986,1060,831,405,426,1215,581,634
"4 años (008)",1794,876,918,717,334,383,1077,542,535
"De 5 a 9 años (009)",8739,4428,4311,3635,1841,1794,5104,2587,2517
"5 años (010)",1670,845,825,682,360,322,988,485,503
"6 años (011)",1617,799,818,687,339,348,930,460,470
"7 años (012)",1842,908,934,730,353,377,1112,555,557
"8 años (013)",1802,960,842,762,388,374,1040,572,468
"9 años (014)",1808,916,892,774,401,373,1034,515,519
"De 10 a 14 años (015)",9743,5073,4670,4488,2273,2215,5255,2800,2455
"10 años (016)",1849,967,882,765,400,365,1084,567,517
"11 años (017)",1903,948,955,833,414,419,1070,534,536
"12 años (018)",2122,1102,1020,984,497,487,1138,605,533
"13 años (019)",1961,1027,934,945,470,475,1016,557,459
"14 años (020)",1908,1029,879,961,492,469,947,537,410
"De 15 a 19 años (021)",8312,4450,3862,4106,2162,1944,4206,2288,1918
"15 años (022)",1996,1117,879,1012,560,452,984,557,427
"16 años (023)",1853,972,881,931,469,462,922,503,419
"17 años (024)",1599,843,756,796,407,389,803,436,367
"18 años (025)",1582,844,738,749,400,349,833,444,389
"19 años (026)",1282,674,608,618,326,292,664,348,316
"De 20 a 24 años (027)",6886,3666,3220,3023,1559,1464,3863,2107,1756
"20 años (028)",1497,789,708,638,341,297,859,448,411
"21 años (029)",1158,632,526,519,274,245,639,358,281
"22 años (030)",1470,815,655,647,342,305,823,473,350
"23 años (031)",1372,707,665,617,306,311,755,401,354
"24 años (032)",1389,723,666,602,296,306,787,427,360
"De 25 a 29 años (033)",6192,3374,2818,2788,1476,1312,3404,1898,1506
"25 años (034)",1346,741,605,589,314,275,757,427,330
"26 años (035)",1236,653,583,544,274,270,692,379,313
"27 años (036)",1341,740,601,612,328,284,729,412,317
"28 años (037)",1193,638,555,497,254,243,696,384,312
"29 años (038)",1076,602,474,546,306,240,530,296,234
"De 30 a 34 años (039)",5490,2922,2568,2640,1309,1331,2850,1613,1237
"30 años (040)",1422,749,673,604,298,306,818,451,367
"31 años (041)",889,479,410,451,228,223,438,251,187
"32 años (042)",1096,578,518,524,251,273,572,327,245
"33 años (043)",1083,576,507,562,279,283,521,297,224
