"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia AREQUIPA (000)",360402,123350,64284,121225,8097,10400,11722,21324
"Agric., ganadería, caza y silvicultura (001)",28218,570,14375,9164,1538,2571,,
"Pesca (002)",201,43,108,42,7,1,,
"Explotación de minas y canteras (003)",4840,1861,2342,542,86,9,,
"Industrias manufactureras (004)",37600,4431,16044,15090,1222,813,,
"Suministro de electricidad, gas y agua (005)",995,581,360,47,7,,,
"Construcción (006)",22827,1631,14030,6624,405,137,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",76450,19941,4367,45302,2157,4683,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",9496,1786,3128,3961,422,199,,
"Comercio al por mayor (009)",5134,2766,355,1600,217,196,,
"Comercio al por menor (010)",61820,15389,884,39741,1518,4288,,
"Hoteles y restaurantes (011)",17986,7749,1378,7516,670,673,,
"Trans., almac. y comunicaciones (012)",35091,10968,5252,18034,550,287,,
"Intermediación financiera (013)",3001,2889,11,66,26,9,,
"Activid.inmobil., empres. y alquileres (014)",25927,17473,1742,5839,717,156,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",14117,13398,719,,,,,
"Enseñanza (016)",25217,22656,53,2329,126,53,,
"Servicios sociales y de salud (017)",11849,9542,144,1967,149,47,,
"Otras activ. serv.comun.soc y personales (018)",14483,6060,1857,6102,230,234,,
"Hogares privados con servicio doméstico (019)",11722,,,,,,11722,
"Actividad economica no especificada (021)",8554,3557,1502,2561,207,727,,
"Desocupado (022)",21324,,,,,,,21324
"Hombres (023)",208115,63625,49163,72912,5427,3732,600,12656
"Agric., ganadería, caza y silvicultura (024)",17701,431,8259,6583,1203,1225,,
"Pesca (025)",177,29,102,40,5,1,,
"Explotación de minas y canteras (026)",4463,1602,2276,504,75,6,,
"Industrias manufactureras (027)",24975,2709,10770,10153,911,432,,
"Suministro de electricidad, gas y agua (028)",855,462,345,42,6,,,
"Construcción (029)",21910,1307,13663,6454,371,115,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",35218,8714,4170,20002,1223,1109,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",8654,1353,3057,3744,374,126,,
"Comercio al por mayor (032)",2896,1568,305,826,144,53,,
"Comercio al por menor (033)",23668,5793,808,15432,705,930,,
"Hoteles y restaurantes (034)",5988,3320,582,1565,295,226,,
"Trans., almac. y comunicaciones (035)",30415,7912,4840,17032,433,198,,
"Intermediación financiera (036)",1565,1494,8,41,18,4,,
"Activid.inmobil., empres. y alquileres (037)",16882,10683,1302,4308,521,68,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",9409,8986,423,,,,,
"Enseñanza (039)",9846,8616,44,1108,54,24,,
"Servicios sociales y de salud (040)",3998,2818,44,1034,90,12,,
"Otras activ. serv.comun.soc y personales (041)",7387,3026,1360,2772,117,112,,
"Hogares privados con servicio doméstico (042)",600,,,,,,600,
"Actividad economica no especificada (044)",4070,1516,975,1274,105,200,,
"Desocupado (045)",12656,,,,,,,12656
"Mujeres (046)",152287,59725,15121,48313,2670,6668,11122,8668
"Agric., ganadería, caza y silvicultura (047)",10517,139,6116,2581,335,1346,,
"Pesca (048)",24,14,6,2,2,,,
"Explotación de minas y canteras (049)",377,259,66,38,11,3,,
"Industrias manufactureras (050)",12625,1722,5274,4937,311,381,,
"Suministro de electricidad, gas y agua (051)",140,119,15,5,1,,,
"Construcción (052)",917,324,367,170,34,22,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",41232,11227,197,25300,934,3574,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",842,433,71,217,48,73,,
"Comercio al por mayor (055)",2238,1198,50,774,73,143,,
"Comercio al por menor (056)",38152,9596,76,24309,813,3358,,
"Hoteles y restaurantes (057)",11998,4429,796,5951,375,447,,
"Trans., almac. y comunicaciones (058)",4676,3056,412,1002,117,89,,
"Intermediación financiera (059)",1436,1395,3,25,8,5,,
"Activid.inmobil., empres. y alquileres (060)",9045,6790,440,1531,196,88,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",4708,4412,296,,,,,
"Enseñanza (062)",15371,14040,9,1221,72,29,,
"Servicios sociales y de salud (063)",7851,6724,100,933,59,35,,
"Otras activ. serv.comun.soc y personales (064)",7096,3034,497,3330,113,122,,
"Hogares privados con servicio doméstico (065)",11122,,,,,,11122,
"Actividad economica no especificada (067)",4484,2041,527,1287,102,527,,
,,,,,,,,
"URBANA (068)",350812,122562,60492,118185,7572,9328,11633,21040
"Agric., ganadería, caza y silvicultura (069)",22161,521,11556,7312,1075,1697,,
"Pesca (070)",192,42,102,40,7,1,,
"Explotación de minas y canteras (071)",4320,1792,2042,398,82,6,,
"Industrias manufactureras (072)",36998,4415,15786,14879,1210,708,,
"Suministro de electricidad, gas y agua (073)",974,574,346,47,7,,,
"Construcción (074)",22625,1625,13882,6576,405,137,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",75902,19867,4338,44918,2137,4642,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",9425,1764,3107,3939,416,199,,
"Comercio al por mayor (077)",5093,2756,351,1579,214,193,,
"Comercio al por menor (078)",61384,15347,880,39400,1507,4250,,
"Hoteles y restaurantes (079)",17817,7690,1363,7438,661,665,,
"Trans., almac. y comunicaciones (080)",34823,10911,5200,17884,543,285,,
"Intermediación financiera (081)",2993,2881,11,66,26,9,,
"Activid.inmobil., empres. y alquileres (082)",25799,17398,1713,5818,714,156,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",13941,13246,695,,,,,
"Enseñanza (084)",25091,22540,52,2320,126,53,,
"Servicios sociales y de salud (085)",11783,9499,144,1946,147,47,,
"Otras activ. serv.comun.soc y personales (086)",14336,6024,1802,6053,230,227,,
"Hogares privados con servicio doméstico (087)",11633,,,,,,11633,
"Actividad economica no especificada (089)",8384,3537,1460,2490,202,695,,
"Desocupado (090)",21040,,,,,,,21040
"Hombres (091)",201564,63135,46393,70701,4993,3297,591,12454
"Agric., ganadería, caza y silvicultura (092)",13475,389,6364,5079,806,837,,
"Pesca (093)",169,29,96,38,5,1,,
"Explotación de minas y canteras (094)",3966,1538,1983,369,72,4,,
"Industrias manufactureras (095)",24566,2699,10550,10009,900,408,,
"Suministro de electricidad, gas y agua (096)",836,457,331,42,6,,,
"Construcción (097)",21717,1302,13523,6406,371,115,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",34997,8677,4142,19864,1213,1101,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",8593,1337,3037,3724,369,126,,
"Comercio al por mayor (100)",2872,1561,301,815,142,53,,
"Comercio al por menor (101)",23532,5779,804,15325,702,922,,
"Hoteles y restaurantes (102)",5957,3307,577,1554,293,226,,
"Trans., almac. y comunicaciones (103)",30169,7864,4788,16894,426,197,,
