"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",1191,16,399,391,329,56
"Hogares privados con servicio doméstico (041)",53,3,23,12,14,1
"Actividad economica no especificada (043)",666,,211,236,190,29
"Mujeres (045)",11595,94,3859,4346,2994,302
"Agric., ganadería, caza y silvicultura (046)",42,3,14,9,14,2
"Pesca (047)",112,1,50,45,15,1
"Explotación de minas y canteras (048)",115,,45,39,30,1
"Industrias manufactureras (049)",570,4,134,191,217,24
"Suministro de electricidad, gas y agua (050)",17,,7,4,6,
"Construcción (051)",90,,35,40,15,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",3194,43,965,1221,850,115
"Venta, mant.y rep. veh.autom.y motoc. (053)",82,,45,25,11,1
"Comercio al por mayor (054)",167,2,55,63,42,5
"Comercio al por menor (055)",2945,41,865,1133,797,109
"Hoteles y restaurantes (056)",1680,18,577,589,441,55
"Trans., almac. y comunicaciones (057)",343,,209,76,58,
"Intermediación financiera (058)",123,,62,43,18,
"Activid.inmobil., empres. y alquileres (059)",881,,363,350,163,5
"Admin.pub. y defensa; p. segur.soc.afil (060)",492,,156,218,113,5
"Enseñanza (061)",1330,,339,602,374,15
"Servicios sociales y de salud (062)",402,,104,177,116,5
"Otras activ. serv.comun.soc y personales (063)",707,2,249,257,179,20
"Hogares privados con servicio doméstico (064)",921,21,367,297,214,22
"Actividad economica no especificada (066)",576,2,183,188,171,32
,,,,,,
"URBANA (067)",41644,407,13615,14548,11887,1187
"Agric., ganadería, caza y silvicultura (068)",316,10,82,83,97,44
"Pesca (069)",4691,74,2117,1626,811,63
"Explotación de minas y canteras (070)",2266,,472,685,1075,34
"Industrias manufactureras (071)",3020,30,987,936,934,133
"Suministro de electricidad, gas y agua (072)",192,,39,54,93,6
"Construcción (073)",3423,9,1036,1222,1060,96
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",7784,148,2443,2670,2214,309
"Venta, mant.y rep. veh.autom.y motoc. (075)",1328,10,473,416,406,23
"Comercio al por mayor (076)",454,7,162,161,111,13
"Comercio al por menor (077)",6002,131,1808,2093,1697,273
"Hoteles y restaurantes (078)",2580,36,880,897,674,93
"Trans., almac. y comunicaciones (079)",5218,48,1871,1724,1502,73
"Intermediación financiera (080)",203,,82,84,34,3
"Activid.inmobil., empres. y alquileres (081)",3857,8,1245,1555,977,72
"Admin.pub. y defensa; p. segur.soc.afil (082)",1591,,396,619,535,41
"Enseñanza (083)",1876,,433,792,610,41
"Servicios sociales y de salud (084)",594,,138,240,195,21
"Otras activ. serv.comun.soc y personales (085)",1858,18,631,635,498,76
"Hogares privados con servicio doméstico (086)",951,24,378,305,222,22
"Actividad economica no especificada (088)",1224,2,385,421,356,60
"Hombres (089)",30218,313,9817,10256,8947,885
"Agric., ganadería, caza y silvicultura (090)",284,7,73,75,87,42
"Pesca (091)",4580,73,2067,1581,797,62
"Explotación de minas y canteras (092)",2152,,427,647,1045,33
"Industrias manufactureras (093)",2459,26,856,750,718,109
"Suministro de electricidad, gas y agua (094)",175,,32,50,87,6
"Construcción (095)",3337,9,1001,1183,1048,96
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",4614,105,1484,1458,1373,194
"Venta, mant.y rep. veh.autom.y motoc. (097)",1247,10,428,392,395,22
"Comercio al por mayor (098)",291,5,107,99,72,8
"Comercio al por menor (099)",3076,90,949,967,906,164
"Hoteles y restaurantes (100)",923,18,310,314,243,38
"Trans., almac. y comunicaciones (101)",4880,48,1663,1650,1446,73
"Intermediación financiera (102)",87,,21,43,20,3
"Activid.inmobil., empres. y alquileres (103)",3000,8,888,1216,821,67
"Admin.pub. y defensa; p. segur.soc.afil (104)",1104,,243,403,422,36
"Enseñanza (105)",556,,97,195,238,26
"Servicios sociales y de salud (106)",199,,37,66,80,16
"Otras activ. serv.comun.soc y personales (107)",1162,16,388,381,321,56
"Hogares privados con servicio doméstico (108)",50,3,22,11,14,
"Actividad economica no especificada (110)",656,,208,233,187,28
"Mujeres (112)",11426,94,3798,4292,2940,302
"Agric., ganadería, caza y silvicultura (113)",32,3,9,8,10,2
"Pesca (114)",111,1,50,45,14,1
"Explotación de minas y canteras (115)",114,,45,38,30,1
"Industrias manufactureras (116)",561,4,131,186,216,24
"Suministro de electricidad, gas y agua (117)",17,,7,4,6,
"Construcción (118)",86,,35,39,12,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",3170,43,959,1212,841,115
"Venta, mant.y rep. veh.autom.y motoc. (120)",81,,45,24,11,1
"Comercio al por mayor (121)",163,2,55,62,39,5
"Comercio al por menor (122)",2926,41,859,1126,791,109
"Hoteles y restaurantes (123)",1657,18,570,583,431,55
"Trans., almac. y comunicaciones (124)",338,,208,74,56,
"Intermediación financiera (125)",116,,61,41,14,
"Activid.inmobil., empres. y alquileres (126)",857,,357,339,156,5
"Admin.pub. y defensa; p. segur.soc.afil (127)",487,,153,216,113,5
"Enseñanza (128)",1320,,336,597,372,15
"Servicios sociales y de salud (129)",395,,101,174,115,5
"Otras activ. serv.comun.soc y personales (130)",696,2,243,254,177,20
"Hogares privados con servicio doméstico (131)",901,21,356,294,208,22
"Actividad economica no especificada (133)",568,2,177,188,169,32
,,,,,,
"RURAL (134)",1015,8,384,336,251,36
"Agric., ganadería, caza y silvicultura (135)",140,2,44,30,45,19
"Pesca (136)",330,6,175,103,44,2
"Explotación de minas y canteras (137)",10,,1,5,4,
"Industrias manufactureras (138)",32,,12,12,8,
"Construcción (140)",70,,25,24,19,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",103,,30,30,37,6
"Venta, mant.y rep. veh.autom.y motoc. (142)",11,,5,4,2,
"Comercio al por mayor (143)",12,,2,4,6,
"Comercio al por menor (144)",80,,23,22,29,6
"Hoteles y restaurantes (145)",85,,22,38,24,1
"Trans., almac. y comunicaciones (146)",38,,8,13,16,1
"Intermediación financiera (147)",10,,2,3,5,
"Activid.inmobil., empres. y alquileres (148)",69,,14,33,21,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",25,,7,15,3,
"Enseñanza (150)",12,,3,6,2,1
"Servicios sociales y de salud (151)",10,,3,4,2,1
"Otras activ. serv.comun.soc y personales (152)",40,,17,13,10,
"Hogares privados con servicio doméstico (153)",23,,12,4,6,1
"Actividad economica no especificada (155)",18,,9,3,5,1
"Hombres (156)",846,8,323,282,197,36
"Agric., ganadería, caza y silvicultura (157)",130,2,39,29,41,19
"Pesca (158)",329,6,175,103,43,2
"Explotación de minas y canteras (159)",9,,1,4,4,
"Industrias manufactureras (160)",23,,9,7,7,
"Construcción (162)",66,,25,23,16,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",79,,24,21,28,6
"Venta, mant.y rep. veh.autom.y motoc. (164)",10,,5,3,2,
"Comercio al por mayor (165)",8,,2,3,3,
"Comercio al por menor (166)",61,,17,15,23,6
"Hoteles y restaurantes (167)",62,,15,32,14,1
"Trans., almac. y comunicaciones (168)",33,,7,11,14,1
"Intermediación financiera (169)",3,,1,1,1,
"Activid.inmobil., empres. y alquileres (170)",45,,8,22,14,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",20,,4,13,3,
"Enseñanza (172)",2,,,1,,1
"Servicios sociales y de salud (173)",3,,,1,1,1
"Otras activ. serv.comun.soc y personales (174)",29,,11,10,8,
"Hogares privados con servicio doméstico (175)",3,,1,1,,1
"Actividad economica no especificada (177)",10,,3,3,3,1
"Mujeres (179)",169,,61,54,54,
"Agric., ganadería, caza y silvicultura (180)",10,,5,1,4,
"Pesca (181)",1,,,,1,
"Explotación de minas y canteras (182)",1,,,1,,
"Industrias manufactureras (183)",9,,3,5,1,
"Construcción (185)",4,,,1,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",24,,6,9,9,
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",4,,,1,3,
"Comercio al por menor (189)",19,,6,7,6,
"Hoteles y restaurantes (190)",23,,7,6,10,
"Trans., almac. y comunicaciones (191)",5,,1,2,2,
"Intermediación financiera (192)",7,,1,2,4,
"Activid.inmobil., empres. y alquileres (193)",24,,6,11,7,
"Admin.pub. y defensa; p. segur.soc.afil (194)",5,,3,2,,
"Enseñanza (195)",10,,3,5,2,
"Servicios sociales y de salud (196)",7,,3,3,1,
"Otras activ. serv.comun.soc y personales (197)",11,,6,3,2,
"Hogares privados con servicio doméstico (198)",20,,11,3,6,
"Actividad economica no especificada (200)",8,,6,,2,
