"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUAURA (000)",80663,21594,19500,29158,1631,3328,2111,3341
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",163,148,,,15,,,
"Profes., científicos e intelectuales (002)",8562,7155,,1254,139,13,1,
"Técnicos de nivel medio y trab. asimilados (003)",3923,2720,,1007,165,25,6,
"Jefes y empleados de oficina (004)",3531,3483,,12,,36,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",13043,3820,202,7595,353,1069,4,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",8027,45,497,6860,618,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",5279,,2479,2598,144,58,,
"Obreros construc.,conf.,papel, fab., instr. (008)",8840,912,2653,5094,133,48,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",24028,2497,13238,4230,33,1930,2100,
"Otra (010)",424,424,,,,,,
"Ocupación no especificada (011)",1502,390,431,508,31,142,,
"Desocupado (012)",3341,,,,,,,3341
"Hombres (013)",53093,11784,16243,20058,1262,1534,83,2129
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",105,96,,,9,,,
"Profes., científicos e intelectuales (015)",4158,3269,,773,108,8,,
"Técnicos de nivel medio y trab. asimilados (016)",2522,1645,,753,112,12,,
"Jefes y empleados de oficina (017)",1672,1652,,3,,17,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",5845,2102,68,3273,182,220,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",7094,44,486,5998,559,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",4458,,2085,2197,128,48,,
"Obreros construc.,conf.,papel, fab., instr. (021)",8623,902,2612,4937,131,41,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",15287,1495,10711,1841,19,1138,83,
"Otra (023)",399,399,,,,,,
"Ocupación no especificada (024)",801,180,281,283,14,43,,
"Desocupado (025)",2129,,,,,,,2129
"Mujeres (026)",27570,9810,3257,9100,369,1794,2028,1212
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",58,52,,,6,,,
"Profes., científicos e intelectuales (028)",4404,3886,,481,31,5,1,
"Técnicos de nivel medio y trab. asimilados (029)",1401,1075,,254,53,13,6,
"Jefes y empleados de oficina (030)",1859,1831,,9,,19,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",7198,1718,134,4322,171,849,4,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",933,1,11,862,59,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",821,,394,401,16,10,,
"Obreros construc.,conf.,papel, fab., instr. (034)",217,10,41,157,2,7,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",8741,1002,2527,2389,14,792,2017,
"Otra (036)",25,25,,,,,,
"Ocupación no especificada (037)",701,210,150,225,17,99,,
"Desocupado (038)",1212,,,,,,,1212
,,,,,,,,
"URBANA (039)",70202,21009,14526,25844,1304,2466,1995,3058
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",157,142,,,15,,,
"Profes., científicos e intelectuales (041)",8312,6944,,1223,132,13,,
"Técnicos de nivel medio y trab. asimilados (042)",3817,2646,,985,157,24,5,
"Jefes y empleados de oficina (043)",3475,3427,,12,,36,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",12538,3711,178,7281,331,1033,4,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",5279,28,400,4491,353,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",5086,,2389,2513,131,53,,
"Obreros construc.,conf.,papel, fab., instr. (047)",8319,868,2486,4796,126,43,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",18383,2440,8710,4076,32,1139,1986,
"Otra (049)",422,422,,,,,,
"Ocupación no especificada (050)",1356,381,363,467,27,118,,
"Desocupado (051)",3058,,,,,,,3058
"Hombres (052)",44931,11417,12186,17353,978,993,77,1927
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",100,91,,,9,,,
"Profes., científicos e intelectuales (054)",4037,3174,,752,103,8,,
"Técnicos de nivel medio y trab. asimilados (055)",2446,1590,,736,108,12,,
"Jefes y empleados de oficina (056)",1641,1621,,3,,17,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",5625,2023,64,3155,174,209,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",4599,27,395,3859,311,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",4290,,2006,2123,117,44,,
"Obreros construc.,conf.,papel, fab., instr. (060)",8126,858,2449,4658,124,37,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",11011,1462,7036,1793,18,625,77,
"Otra (062)",397,397,,,,,,
"Ocupación no especificada (063)",732,174,236,274,14,34,,
"Desocupado (064)",1927,,,,,,,1927
"Mujeres (065)",25271,9592,2340,8491,326,1473,1918,1131
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",57,51,,,6,,,
"Profes., científicos e intelectuales (067)",4275,3770,,471,29,5,,
"Técnicos de nivel medio y trab. asimilados (068)",1371,1056,,249,49,12,5,
"Jefes y empleados de oficina (069)",1834,1806,,9,,19,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",6913,1688,114,4126,157,824,4,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",680,1,5,632,42,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",796,,383,390,14,9,,
"Obreros construc.,conf.,papel, fab., instr. (073)",193,10,37,138,2,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",7372,978,1674,2283,14,514,1909,
"Otra (075)",25,25,,,,,,
"Ocupación no especificada (076)",624,207,127,193,13,84,,
"Desocupado (077)",1131,,,,,,,1131
,,,,,,,,
"RURAL (078)",10461,585,4974,3314,327,862,116,283
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",6,6,,,,,,
"Profes., científicos e intelectuales (080)",250,211,,31,7,,1,
"Técnicos de nivel medio y trab. asimilados (081)",106,74,,22,8,1,1,
"Jefes y empleados de oficina (082)",56,56,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",505,109,24,314,22,36,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",2748,17,97,2369,265,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",193,,90,85,13,5,,
"Obreros construc.,conf.,papel, fab., instr. (086)",521,44,167,298,7,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",5645,57,4528,154,1,791,114,
"Otra (088)",2,2,,,,,,
"Ocupación no especificada (089)",146,9,68,41,4,24,,
"Desocupado (090)",283,,,,,,,283
"Hombres (091)",8162,367,4057,2705,284,541,6,202
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",5,5,,,,,,
