"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otras activ. serv.comun.soc y personales (040)",1697,28,,154,627,213,180,213,282
"Hogares privados con servicio doméstico (041)",127,3,,20,74,10,10,5,5
"Organiz. y organos extraterritoriales (042)",2,,,,,,,1,1
"Actividad economica no especificada (043)",1778,23,1,182,684,153,178,212,345
"Mujeres (044)",48651,2425,48,8331,16183,3495,6202,3354,8613
"Agric., ganadería, caza y silvicultura (045)",4065,670,6,1437,1381,154,166,110,141
"Pesca (046)",56,3,,11,15,5,6,2,14
"Explotación de minas y canteras (047)",21,,,,5,1,2,4,9
"Industrias manufactureras (048)",2036,62,3,249,849,181,288,178,226
"Suministro de electricidad, gas y agua (049)",58,1,,2,5,2,13,9,26
"Construcción (050)",258,5,,45,90,17,29,20,52
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",17951,1096,20,4032,7191,1398,1663,1183,1368
"Venta, mant.y rep. veh.autom.y motoc. (052)",474,9,,35,169,57,83,55,66
"Comercio al por mayor (053)",737,25,,89,254,66,101,75,127
"Comercio al por menor (054)",16740,1062,20,3908,6768,1275,1479,1053,1175
"Hoteles y restaurantes (055)",5223,298,5,1261,2339,377,389,298,256
"Trans., almac. y comunicaciones (056)",1183,7,2,78,382,132,195,148,239
"Intermediación financiera (057)",379,,,4,31,29,59,62,194
"Activid.inmobil., empres. y de alquiler (058)",1830,8,,36,260,136,311,219,860
"Admin.pub. y defensa; p. segur.soc.afil (059)",1854,9,2,43,251,133,370,236,810
"Enseñanza (060)",4985,1,,3,220,230,1510,300,2721
"Servicios sociales y de salud (061)",1999,6,,38,161,120,479,125,1070
"Otras activ. serv.comun.soc y personales (062)",1522,72,3,230,562,161,191,128,175
"Hogares privados con servicio doméstico (063)",3284,127,6,643,1814,247,208,138,101
"Organiz. y organos extraterritoriales (064)",2,,,,,,1,,1
"Actividad economica no especificada (065)",1945,60,1,219,627,172,322,194,350
,,,,,,,,,
"URBANA (066)",105217,2643,76,13904,39719,8426,12892,8751,18806
"Agric., ganadería, caza y silvicultura (067)",6103,398,4,1698,2495,344,377,317,470
"Pesca (068)",452,8,,58,253,28,29,26,50
"Explotación de minas y canteras (069)",276,2,,11,73,17,45,30,98
"Industrias manufactureras (070)",7051,108,8,798,3481,638,763,585,670
"Suministro de electricidad, gas y agua (071)",340,1,,11,84,23,70,43,108
"Construcción (072)",7799,134,3,1392,3916,584,625,437,708
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",31852,1246,34,5551,13514,2810,3352,2523,2822
"Venta, mant.y rep. veh.autom.y motoc. (074)",4414,34,5,309,1963,520,741,371,471
"Comercio al por mayor (075)",1565,27,,129,574,157,215,188,275
"Comercio al por menor (076)",25873,1185,29,5113,10977,2133,2396,1964,2076
"Hoteles y restaurantes (077)",7451,308,8,1506,3479,618,578,539,415
"Trans., almac. y comunicaciones (078)",10731,98,4,1173,5307,969,1046,1034,1100
"Intermediación financiera (079)",772,,,8,81,50,93,144,396
"Activid.inmobil., empres. y de alquiler (080)",5585,10,2,110,964,508,823,753,2415
"Admin.pub. y defensa; p. segur.soc.afil (081)",5920,25,2,124,1148,378,1279,771,2193
"Enseñanza (082)",7794,2,,15,376,370,2149,464,4418
"Servicios sociales y de salud (083)",2942,9,,51,236,159,589,203,1695
"Otras activ. serv.comun.soc y personales (084)",3169,94,3,373,1175,371,364,335,454
"Hogares privados con servicio doméstico (085)",3356,127,6,648,1865,251,216,141,102
"Organiz. y organos extraterritoriales (086)",4,,,,,,1,1,2
"Actividad economica no especificada (087)",3620,73,2,377,1272,308,493,405,690
"Hombres (088)",59401,674,32,6426,24522,5064,6853,5477,10353
"Agric., ganadería, caza y silvicultura (089)",3982,115,1,932,1790,251,271,246,376
"Pesca (090)",402,6,,50,240,23,23,24,36
"Explotación de minas y canteras (091)",255,2,,11,68,16,43,26,89
"Industrias manufactureras (092)",5063,49,6,556,2655,458,482,411,446
"Suministro de electricidad, gas y agua (093)",283,,,9,80,21,57,34,82
"Construcción (094)",7573,130,3,1358,3840,570,599,417,656
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",14224,183,14,1609,6449,1439,1711,1351,1468
"Venta, mant.y rep. veh.autom.y motoc. (096)",3947,25,5,275,1798,463,659,316,406
"Comercio al por mayor (097)",836,2,,40,324,91,116,113,150
"Comercio al por menor (098)",9441,156,9,1294,4327,885,936,922,912
"Hoteles y restaurantes (099)",2352,23,3,273,1189,250,202,250,162
"Trans., almac. y comunicaciones (100)",9570,92,2,1097,4938,837,855,886,863
"Intermediación financiera (101)",396,,,4,51,21,34,82,204
"Activid.inmobil., empres. y de alquiler (102)",3783,3,2,74,708,375,519,538,1564
"Admin.pub. y defensa; p. segur.soc.afil (103)",4136,17,,90,917,253,917,536,1406
"Enseñanza (104)",2887,1,,12,164,146,660,169,1735
"Servicios sociales y de salud (105)",982,3,,14,80,40,124,81,640
"Otras activ. serv.comun.soc y personales (106)",1668,26,,148,619,212,174,208,281
"Hogares privados con servicio doméstico (107)",121,3,,19,71,10,10,5,3
"Organiz. y organos extraterritoriales (108)",2,,,,,,,1,1
"Actividad economica no especificada (109)",1722,21,1,170,663,142,172,212,341
"Mujeres (110)",45816,1969,44,7478,15197,3362,6039,3274,8453
"Agric., ganadería, caza y silvicultura (111)",2121,283,3,766,705,93,106,71,94
"Pesca (112)",50,2,,8,13,5,6,2,14
"Explotación de minas y canteras (113)",21,,,,5,1,2,4,9
"Industrias manufactureras (114)",1988,59,2,242,826,180,281,174,224
"Suministro de electricidad, gas y agua (115)",57,1,,2,4,2,13,9,26
"Construcción (116)",226,4,,34,76,14,26,20,52
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",17628,1063,20,3942,7065,1371,1641,1172,1354
"Venta, mant.y rep. veh.autom.y motoc. (118)",467,9,,34,165,57,82,55,65
"Comercio al por mayor (119)",729,25,,89,250,66,99,75,125
"Comercio al por menor (120)",16432,1029,20,3819,6650,1248,1460,1042,1164
"Hoteles y restaurantes (121)",5099,285,5,1233,2290,368,376,289,253
"Trans., almac. y comunicaciones (122)",1161,6,2,76,369,132,191,148,237
"Intermediación financiera (123)",376,,,4,30,29,59,62,192
"Activid.inmobil., empres. y de alquiler (124)",1802,7,,36,256,133,304,215,851
"Admin.pub. y defensa; p. segur.soc.afil (125)",1784,8,2,34,231,125,362,235,787
"Enseñanza (126)",4907,1,,3,212,224,1489,295,2683
"Servicios sociales y de salud (127)",1960,6,,37,156,119,465,122,1055
"Otras activ. serv.comun.soc y personales (128)",1501,68,3,225,556,159,190,127,173
"Hogares privados con servicio doméstico (129)",3235,124,6,629,1794,241,206,136,99
"Organiz. y organos extraterritoriales (130)",2,,,,,,1,,1
"Actividad economica no especificada (131)",1898,52,1,207,609,166,321,193,349
,,,,,,,,,
"RURAL (132)",8412,736,12,2292,3384,515,550,344,579
"Agric., ganadería, caza y silvicultura (133)",5895,615,11,1808,2398,285,280,219,279
"Pesca (134)",106,9,,31,37,13,3,5,8
"Explotación de minas y canteras (135)",15,,,4,8,1,1,,1
"Industrias manufactureras (136)",171,5,1,27,85,19,15,8,11
"Suministro de electricidad, gas y agua (137)",9,1,,,5,,2,1,
"Construcción (138)",386,22,,105,175,30,28,9,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",591,38,,151,231,54,48,26,43
"Venta, mant.y rep. veh.autom.y motoc. (140)",68,1,,8,20,11,13,4,11
"Comercio al por mayor (141)",20,1,,1,9,1,3,2,3
"Comercio al por menor (142)",503,36,,142,202,42,32,20,29
"Hoteles y restaurantes (143)",199,14,,40,89,17,19,14,6
"Trans., almac. y comunicaciones (144)",238,5,,38,119,13,29,17,17
"Intermediación financiera (145)",8,,,,3,2,,,3
"Activid.inmobil., empres. y de alquiler (146)",108,5,,6,25,12,17,14,29
"Admin.pub. y defensa; p. segur.soc.afil (147)",283,3,,28,114,33,37,11,57
"Enseñanza (148)",139,,,3,12,8,35,7,74
"Servicios sociales y de salud (149)",56,,,1,7,2,20,4,22
"Otras activ. serv.comun.soc y personales (150)",50,6,,11,14,3,7,6,3
"Hogares privados con servicio doméstico (151)",55,3,,15,23,6,2,2,4
"Actividad economica no especificada (153)",103,10,,24,39,17,7,1,5
"Hombres (154)",5577,280,8,1439,2398,382,387,264,419
"Agric., ganadería, caza y silvicultura (155)",3951,228,8,1137,1722,224,220,180,232
"Pesca (156)",100,8,,28,35,13,3,5,8
"Explotación de minas y canteras (157)",15,,,4,8,1,1,,1
"Industrias manufactureras (158)",123,2,,20,62,18,8,4,9
"Suministro de electricidad, gas y agua (159)",8,1,,,4,,2,1,
"Construcción (160)",354,21,,94,161,27,25,9,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",268,5,,61,105,27,26,15,29
"Venta, mant.y rep. veh.autom.y motoc. (162)",61,1,,7,16,11,12,4,10
"Comercio al por mayor (163)",12,1,,1,5,1,1,2,1
"Comercio al por menor (164)",195,3,,53,84,15,13,9,18
"Hoteles y restaurantes (165)",75,1,,12,40,8,6,5,3
"Trans., almac. y comunicaciones (166)",216,4,,36,106,13,25,17,15
"Intermediación financiera (167)",5,,,,2,2,,,1
"Activid.inmobil., empres. y de alquiler (168)",80,4,,6,21,9,10,10,20
"Admin.pub. y defensa; p. segur.soc.afil (169)",213,2,,19,94,25,29,10,34
"Enseñanza (170)",61,,,3,4,2,14,2,36
"Servicios sociales y de salud (171)",17,,,,2,1,6,1,7
"Otras activ. serv.comun.soc y personales (172)",29,2,,6,8,1,6,5,1
"Hogares privados con servicio doméstico (173)",6,,,1,3,,,,2
"Actividad economica no especificada (175)",56,2,,12,21,11,6,,4
"Mujeres (176)",2835,456,4,853,986,133,163,80,160
"Agric., ganadería, caza y silvicultura (177)",1944,387,3,671,676,61,60,39,47
"Pesca (178)",6,1,,3,2,,,,
"Industrias manufactureras (180)",48,3,1,7,23,1,7,4,2
"Suministro de electricidad, gas y agua (181)",1,,,,1,,,,
"Construcción (182)",32,1,,11,14,3,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",323,33,,90,126,27,22,11,14
"Venta, mant.y rep. veh.autom.y motoc. (184)",7,,,1,4,,1,,1
"Comercio al por mayor (185)",8,,,,4,,2,,2
"Comercio al por menor (186)",308,33,,89,118,27,19,11,11
"Hoteles y restaurantes (187)",124,13,,28,49,9,13,9,3
"Trans., almac. y comunicaciones (188)",22,1,,2,13,,4,,2
"Intermediación financiera (189)",3,,,,1,,,,2
"Activid.inmobil., empres. y de alquiler (190)",28,1,,,4,3,7,4,9
"Admin.pub. y defensa; p. segur.soc.afil (191)",70,1,,9,20,8,8,1,23
"Enseñanza (192)",78,,,,8,6,21,5,38
"Servicios sociales y de salud (193)",39,,,1,5,1,14,3,15
"Otras activ. serv.comun.soc y personales (194)",21,4,,5,6,2,1,1,2
"Hogares privados con servicio doméstico (195)",49,3,,14,20,6,2,2,2
"Actividad economica no especificada (197)",47,8,,12,18,6,1,1,1
