"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",31,3,12,12,4,
"Actividad economica no especificada (043)",262,4,110,86,52,10
"Mujeres (045)",4080,334,1744,1312,620,70
"Agric., ganadería, caza y silvicultura (046)",2189,293,931,587,339,39
"Pesca (047)",8,,4,2,2,
"Explotación de minas y canteras (048)",21,,11,8,2,
"Industrias manufactureras (049)",68,1,19,28,20,
"Construcción (051)",22,,10,7,4,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",522,11,210,196,93,12
"Venta, mant.y rep. veh.autom.y motoc. (053)",17,,12,2,2,1
"Comercio al por mayor (054)",15,,7,5,3,
"Comercio al por menor (055)",490,11,191,189,88,11
"Hoteles y restaurantes (056)",240,9,94,87,48,2
"Trans., almac. y comunicaciones (057)",34,,23,8,3,
"Activid.inmobil., empres. y alquileres (059)",34,,24,8,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",109,,44,47,17,1
"Enseñanza (061)",335,,120,188,26,1
"Servicios sociales y de salud (062)",50,,22,25,3,
"Otras activ. serv.comun.soc y personales (063)",81,5,41,26,9,
"Hogares privados con servicio doméstico (064)",180,15,102,41,18,4
"Organiz. y organos extraterritoriales (065)",1,,,1,,
"Actividad economica no especificada (066)",186,,89,53,34,10
,,,,,,
"URBANA (067)",5393,151,1980,2022,1094,146
"Agric., ganadería, caza y silvicultura (068)",998,57,314,301,260,66
"Pesca (069)",58,4,24,22,7,1
"Explotación de minas y canteras (070)",31,,15,13,3,
"Industrias manufactureras (071)",362,9,147,119,81,6
"Suministro de electricidad, gas y agua (072)",15,,5,6,4,
"Construcción (073)",376,6,169,123,73,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",943,26,323,349,211,34
"Venta, mant.y rep. veh.autom.y motoc. (075)",92,,40,30,17,5
"Comercio al por mayor (076)",49,,21,16,12,
"Comercio al por menor (077)",802,26,262,303,182,29
"Hoteles y restaurantes (078)",288,17,108,101,58,4
"Trans., almac. y comunicaciones (079)",633,6,272,232,117,6
"Intermediación financiera (080)",4,,1,,3,
"Activid.inmobil., empres. y alquileres (081)",132,,55,52,25,
"Admin.pub. y defensa; p. segur.soc.afil (082)",418,,124,207,82,5
"Enseñanza (083)",495,,118,301,73,3
"Servicios sociales y de salud (084)",100,,34,52,13,1
"Otras activ. serv.comun.soc y personales (085)",138,7,65,44,20,2
"Hogares privados con servicio doméstico (086)",170,15,97,36,18,4
"Organiz. y organos extraterritoriales (087)",1,,,1,,
"Actividad economica no especificada (088)",231,4,109,63,46,9
"Hombres (089)",3603,102,1253,1327,810,111
"Agric., ganadería, caza y silvicultura (090)",795,45,250,233,211,56
"Pesca (091)",55,4,21,22,7,1
"Explotación de minas y canteras (092)",10,,4,5,1,
"Industrias manufactureras (093)",311,8,130,97,70,6
"Suministro de electricidad, gas y agua (094)",15,,5,6,4,
"Construcción (095)",356,6,160,116,70,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",462,16,135,165,124,22
"Venta, mant.y rep. veh.autom.y motoc. (097)",75,,28,28,15,4
"Comercio al por mayor (098)",34,,14,11,9,
"Comercio al por menor (099)",353,16,93,126,100,18
"Hoteles y restaurantes (100)",77,8,31,23,13,2
"Trans., almac. y comunicaciones (101)",599,6,249,224,114,6
"Intermediación financiera (102)",4,,1,,3,
"Activid.inmobil., empres. y alquileres (103)",101,,34,44,23,
"Admin.pub. y defensa; p. segur.soc.afil (104)",310,,80,161,65,4
"Enseñanza (105)",238,,42,143,51,2
"Servicios sociales y de salud (106)",54,,14,29,10,1
"Otras activ. serv.comun.soc y personales (107)",62,3,26,19,12,2
"Hogares privados con servicio doméstico (108)",14,2,6,3,3,
"Actividad economica no especificada (110)",140,4,65,37,29,5
"Mujeres (112)",1790,49,727,695,284,35
"Agric., ganadería, caza y silvicultura (113)",203,12,64,68,49,10
"Pesca (114)",3,,3,,,
"Explotación de minas y canteras (115)",21,,11,8,2,
"Industrias manufactureras (116)",51,1,17,22,11,
"Construcción (118)",20,,9,7,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",481,10,188,184,87,12
"Venta, mant.y rep. veh.autom.y motoc. (120)",17,,12,2,2,1
"Comercio al por mayor (121)",15,,7,5,3,
"Comercio al por menor (122)",449,10,169,177,82,11
"Hoteles y restaurantes (123)",211,9,77,78,45,2
"Trans., almac. y comunicaciones (124)",34,,23,8,3,
"Activid.inmobil., empres. y alquileres (126)",31,,21,8,2,
"Admin.pub. y defensa; p. segur.soc.afil (127)",108,,44,46,17,1
"Enseñanza (128)",257,,76,158,22,1
"Servicios sociales y de salud (129)",46,,20,23,3,
"Otras activ. serv.comun.soc y personales (130)",76,4,39,25,8,
"Hogares privados con servicio doméstico (131)",156,13,91,33,15,4
"Organiz. y organos extraterritoriales (132)",1,,,1,,
"Actividad economica no especificada (133)",91,,44,26,17,4
,,,,,,
"RURAL (134)",7562,692,3177,2228,1285,180
"Agric., ganadería, caza y silvicultura (135)",6551,670,2780,1824,1117,160
"Pesca (136)",88,5,32,34,15,2
"Explotación de minas y canteras (137)",3,,,,3,
"Industrias manufactureras (138)",141,5,62,47,25,2
"Suministro de electricidad, gas y agua (139)",2,,1,1,,
"Construcción (140)",66,1,25,22,15,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",107,6,39,37,24,1
"Venta, mant.y rep. veh.autom.y motoc. (142)",12,1,4,4,3,
"Comercio al por mayor (143)",3,,1,1,1,
"Comercio al por menor (144)",92,5,34,32,20,1
"Hoteles y restaurantes (145)",33,,20,9,4,
"Trans., almac. y comunicaciones (146)",24,1,4,13,6,
"Activid.inmobil., empres. y alquileres (148)",14,,7,4,3,
"Admin.pub. y defensa; p. segur.soc.afil (149)",24,,10,11,2,1
"Enseñanza (150)",224,,78,122,24,
"Servicios sociales y de salud (151)",18,,8,8,2,
"Otras activ. serv.comun.soc y personales (152)",9,1,4,3,1,
"Hogares privados con servicio doméstico (153)",41,3,17,17,4,
"Actividad economica no especificada (155)",217,,90,76,40,11
"Hombres (156)",5272,407,2160,1611,949,145
"Agric., ganadería, caza y silvicultura (157)",4565,389,1913,1305,827,131
"Pesca (158)",83,5,31,32,13,2
"Explotación de minas y canteras (159)",3,,,,3,
"Industrias manufactureras (160)",124,5,60,41,16,2
"Suministro de electricidad, gas y agua (161)",2,,1,1,,
"Construcción (162)",64,1,24,22,14,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",66,5,17,25,18,1
"Venta, mant.y rep. veh.autom.y motoc. (164)",12,1,4,4,3,
"Comercio al por mayor (165)",3,,1,1,1,
"Comercio al por menor (166)",51,4,12,20,14,1
"Hoteles y restaurantes (167)",4,,3,,1,
"Trans., almac. y comunicaciones (168)",24,1,4,13,6,
"Activid.inmobil., empres. y alquileres (170)",11,,4,4,3,
"Admin.pub. y defensa; p. segur.soc.afil (171)",23,,10,10,2,1
"Enseñanza (172)",146,,34,92,20,
"Servicios sociales y de salud (173)",14,,6,6,2,
"Otras activ. serv.comun.soc y personales (174)",4,,2,2,,
"Hogares privados con servicio doméstico (175)",17,1,6,9,1,
"Actividad economica no especificada (177)",122,,45,49,23,5
"Mujeres (179)",2290,285,1017,617,336,35
"Agric., ganadería, caza y silvicultura (180)",1986,281,867,519,290,29
"Pesca (181)",5,,1,2,2,
"Industrias manufactureras (183)",17,,2,6,9,
"Construcción (185)",2,,1,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",41,1,22,12,6,
"Comercio al por menor (189)",41,1,22,12,6,
"Hoteles y restaurantes (190)",29,,17,9,3,
"Activid.inmobil., empres. y alquileres (193)",3,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",1,,,1,,
"Enseñanza (195)",78,,44,30,4,
"Servicios sociales y de salud (196)",4,,2,2,,
"Otras activ. serv.comun.soc y personales (197)",5,1,2,1,1,
"Hogares privados con servicio doméstico (198)",24,2,11,8,3,
"Actividad economica no especificada (200)",95,,45,27,17,6
