"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia JULCAN (000)",32985,16509,16476,4886,2361,2525,28099,14148,13951
"Menores de 1 año (001)",735,381,354,97,48,49,638,333,305
"Menores de 1 mes (002)",53,32,21,7,4,3,46,28,18
"De 1 a 11 meses (003)",682,349,333,90,44,46,592,305,287
"De 1 a 4 años (004)",3595,1774,1821,436,212,224,3159,1562,1597
"1 año (005)",864,414,450,100,42,58,764,372,392
"2 años (006)",916,454,462,118,59,59,798,395,403
"3 años (007)",856,428,428,103,47,56,753,381,372
"4 años (008)",959,478,481,115,64,51,844,414,430
"De 5 a 9 años (009)",4131,2066,2065,490,234,256,3641,1832,1809
"5 años (010)",784,405,379,97,50,47,687,355,332
"6 años (011)",752,377,375,85,39,46,667,338,329
"7 años (012)",867,427,440,88,38,50,779,389,390
"8 años (013)",854,423,431,116,59,57,738,364,374
"9 años (014)",874,434,440,104,48,56,770,386,384
"De 10 a 14 años (015)",4714,2443,2271,711,392,319,4003,2051,1952
"10 años (016)",932,467,465,139,70,69,793,397,396
"11 años (017)",914,460,454,123,66,57,791,394,397
"12 años (018)",1027,526,501,155,87,68,872,439,433
"13 años (019)",946,505,441,149,90,59,797,415,382
"14 años (020)",895,485,410,145,79,66,750,406,344
"De 15 a 19 años (021)",3082,1576,1506,436,220,216,2646,1356,1290
"15 años (022)",747,358,389,99,41,58,648,317,331
"16 años (023)",688,372,316,114,58,56,574,314,260
"17 años (024)",686,363,323,89,53,36,597,310,287
"18 años (025)",503,269,234,71,39,32,432,230,202
"19 años (026)",458,214,244,63,29,34,395,185,210
"De 20 a 24 años (027)",2444,1191,1253,299,122,177,2145,1069,1076
"20 años (028)",526,264,262,48,23,25,478,241,237
"21 años (029)",405,180,225,53,20,33,352,160,192
"22 años (030)",544,253,291,69,33,36,475,220,255
"23 años (031)",507,266,241,73,27,46,434,239,195
"24 años (032)",462,228,234,56,19,37,406,209,197
"De 25 a 29 años (033)",2069,1003,1066,336,145,191,1733,858,875
"25 años (034)",440,223,217,71,39,32,369,184,185
"26 años (035)",385,186,199,71,36,35,314,150,164
"27 años (036)",478,214,264,69,24,45,409,190,219
"28 años (037)",388,176,212,69,22,47,319,154,165
"29 años (038)",378,204,174,56,24,32,322,180,142
"De 30 a 34 años (039)",2006,980,1026,374,166,208,1632,814,818
"30 años (040)",482,237,245,80,38,42,402,199,203
"31 años (041)",328,156,172,64,24,40,264,132,132
"32 años (042)",412,195,217,82,36,46,330,159,171
"33 años (043)",412,203,209,73,38,35,339,165,174
"34 años (044)",372,189,183,75,30,45,297,159,138
"De 35 a 39 años (045)",2047,1012,1035,344,169,175,1703,843,860
"35 años (046)",415,207,208,70,36,34,345,171,174
