"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHURCAMPA (000)",13029,1324,2606,6459,75,2502,63
"Sin nivel (001)",2217,11,374,1190,9,624,9
"Educación inicial (002)",20,1,3,11,,4,1
"Primaria (003)",5462,49,1057,3182,38,1112,24
"Secundaria (004)",3730,189,949,1825,21,720,26
"Superior no univ. incompleta (005)",251,89,63,82,1,15,1
"Superior no univ. completa (006)",583,386,99,78,3,16,1
"Superior univ. incompleta (007)",146,73,29,36,1,7,
"Superior univ. completa (008)",620,526,32,55,2,4,1
"Hombres (010)",9140,817,2215,5048,58,996,6
"Sin nivel (011)",1047,1,242,729,4,70,1
"Educación inicial (012)",12,,2,8,,2,
"Primaria (013)",3955,21,874,2615,30,415,
"Secundaria (014)",3061,141,886,1524,20,485,5
"Superior no univ. incompleta (015)",178,53,60,54,1,10,
"Superior no univ. completa (016)",376,220,92,57,1,6,
"Superior univ. incompleta (017)",112,53,29,26,,4,
"Superior univ. completa (018)",399,328,30,35,2,4,
"Mujeres (020)",3889,507,391,1411,17,1506,57
"Sin nivel (021)",1170,10,132,461,5,554,8
"Educación inicial (022)",8,1,1,3,,2,1
"Primaria (023)",1507,28,183,567,8,697,24
"Secundaria (024)",669,48,63,301,1,235,21
"Superior no univ. incompleta (025)",73,36,3,28,,5,1
"Superior no univ. completa (026)",207,166,7,21,2,10,1
"Superior univ. incompleta (027)",34,20,,10,1,3,
"Superior univ. completa (028)",221,198,2,20,,,1
,,,,,,,
"URBANA (030)",3653,1042,974,1297,18,280,42
"Sin nivel (031)",191,10,44,96,2,35,4
"Educación inicial (032)",3,1,,1,,,1
"Primaria (033)",855,39,229,473,8,87,19
"Secundaria (034)",1343,146,502,545,4,131,15
"Superior no univ. incompleta (035)",198,73,56,59,,9,1
"Superior no univ. completa (036)",460,303,93,53,2,8,1
"Superior univ. incompleta (037)",119,60,23,28,1,7,
"Superior univ. completa (038)",484,410,27,42,1,3,1
"Hombres (040)",2480,643,881,812,8,133,3
"Sin nivel (041)",64,1,24,33,,6,
"Educación inicial (042)",1,,,1,,,
"Primaria (043)",514,16,186,284,4,24,
"Secundaria (044)",1061,108,481,377,3,89,3
"Superior no univ. incompleta (045)",140,47,54,35,,4,
"Superior no univ. completa (046)",298,172,87,36,,3,
"Superior univ. incompleta (047)",92,45,23,20,,4,
"Superior univ. completa (048)",310,254,26,26,1,3,
"Mujeres (050)",1173,399,93,485,10,147,39
"Sin nivel (051)",127,9,20,63,2,29,4
"Educación inicial (052)",2,1,,,,,1
"Primaria (053)",341,23,43,189,4,63,19
"Secundaria (054)",282,38,21,168,1,42,12
"Superior no univ. incompleta (055)",58,26,2,24,,5,1
"Superior no univ. completa (056)",162,131,6,17,2,5,1
"Superior univ. incompleta (057)",27,15,,8,1,3,
"Superior univ. completa (058)",174,156,1,16,,,1
,,,,,,,
"RURAL (060)",9376,282,1632,5162,57,2222,21
"Sin nivel (061)",2026,1,330,1094,7,589,5
"Educación inicial (062)",17,,3,10,,4,
"Primaria (063)",4607,10,828,2709,30,1025,5
"Secundaria (064)",2387,43,447,1280,17,589,11
"Superior no univ. incompleta (065)",53,16,7,23,1,6,
"Superior no univ. completa (066)",123,83,6,25,1,8,
"Superior univ. incompleta (067)",27,13,6,8,,,
"Superior univ. completa (068)",136,116,5,13,1,1,
"Hombres (070)",6660,174,1334,4236,50,863,3
"Sin nivel (071)",983,,218,696,4,64,1
"Educación inicial (072)",11,,2,7,,2,
"Primaria (073)",3441,5,688,2331,26,391,
"Secundaria (074)",2000,33,405,1147,17,396,2
"Superior no univ. incompleta (075)",38,6,6,19,1,6,
"Superior no univ. completa (076)",78,48,5,21,1,3,
"Superior univ. incompleta (077)",20,8,6,6,,,
"Superior univ. completa (078)",89,74,4,9,1,1,
"Mujeres (080)",2716,108,298,926,7,1359,18
"Sin nivel (081)",1043,1,112,398,3,525,4
"Educación inicial (082)",6,,1,3,,2,
"Primaria (083)",1166,5,140,378,4,634,5
"Secundaria (084)",387,10,42,133,,193,9
"Superior no univ. incompleta (085)",15,10,1,4,,,
"Superior no univ. completa (086)",45,35,1,4,,5,
"Superior univ. incompleta (087)",7,5,,2,,,
"Superior univ. completa (088)",47,42,1,4,,,
