"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUANCAVELICA (000)",51626,151959,127872,,2916,84.1,1.9
"De 12 a 14 años (001)",5767,21,20,,4,95.2,19
"De 15 a 19 años (002)",7871,1006,973,345,96.7,34.3,
"De 20 a 24 años (003)",6812,5538,5305,802,95.8,14.5,
"De 25 a 29 años (004)",5297,9213,8771,643,95.2,7,
"De 30 a 34 años (005)",4581,13029,12169,511,93.4,3.9,
"De 35 a 39 años (006)",4082,16440,14960,393,91,2.4,
"De 40 a 44 años (007)",3413,17256,15294,178,88.6,1,
"De 45 a 49 años (008)",2989,17772,15182,39,85.4,0.2,
"De 50 y más años (009)",10814,71684,55198,1,77,,
"Sin nivel (010)",11161,70339,54735,333,77.8,0.5,
"De 12 a 14 años (011)",30,,,,,,
"De 15 a 19 años (012)",79,19,18,3,94.7,15.8,
"De 20 a 24 años (013)",195,252,228,33,90.5,13.1,
"De 25 a 29 años (014)",327,845,782,49,92.5,5.8,
"De 30 a 34 años (015)",513,2025,1861,73,91.9,3.6,
"De 35 a 39 años (016)",736,3983,3541,93,88.9,2.3,
"De 40 a 44 años (017)",857,5268,4519,63,85.8,1.2,
"De 45 a 49 años (018)",1024,7041,5881,18,83.5,0.3,
"De 50 y más años (019)",7400,50906,37905,1,74.5,,
"Educacion Inicial (020)",60,122,117,8,95.9,6.6,
"De 12 a 14 años (021)",7,,,,,,
"De 15 a 19 años (022)",6,3,3,,100,,
"De 20 a 24 años (023)",10,3,3,1,100,33.3,
"De 25 a 29 años (024)",13,21,20,1,95.2,4.8,
"De 30 a 34 años (025)",11,48,46,3,95.8,6.3,
"De 35 a 39 años (026)",13,47,45,3,95.7,6.4,
"Primaria (030)",17176,55641,48558,1355,87.3,2.4,
"De 12 a 14 años (031)",3081,11,10,3,90.9,27.3,
"De 15 a 19 años (032)",1582,418,404,134,96.7,32.1,
"De 20 a 24 años (033)",1909,2541,2411,352,94.9,13.9,
"De 25 a 29 años (034)",1818,4552,4294,298,94.3,6.5,
"De 30 a 34 años (035)",1800,6705,6164,265,91.9,4,
"De 35 a 39 años (036)",1751,8211,7395,194,90.1,2.4,
"De 40 a 44 años (037)",1487,8479,7447,89,87.8,1,
"De 45 a 49 años (038)",1236,7925,6713,20,84.7,0.3,
