"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Mujeres (044)",16517,2434,28,5253,5734,590,1062,318,1098
"Agric., ganadería, caza y silvicultura (045)",6303,1583,22,2822,1735,57,31,28,25
"Pesca (046)",1,1,,,,,,,
"Explotación de minas y canteras (047)",2,,,1,,,,,1
"Industrias manufactureras (048)",282,23,,59,149,5,17,8,21
"Suministro de electricidad, gas y agua (049)",3,,,,,,1,1,1
"Construcción (050)",98,1,,17,57,3,9,2,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3566,267,2,1002,1807,165,157,85,81
"Venta, mant.y rep. veh.autom.y motoc. (052)",60,,,11,35,3,5,3,3
"Comercio al por mayor (053)",122,3,,26,65,5,11,6,6
"Comercio al por menor (054)",3384,264,2,965,1707,157,141,76,72
"Hoteles y restaurantes (055)",1602,160,1,489,809,64,34,29,16
"Trans., almac. y comunicaciones (056)",158,3,,8,91,19,18,10,9
"Intermediación financiera (057)",31,,,,6,2,3,4,16
"Activid.inmobil., empres. y de alquiler (058)",204,4,,6,44,23,26,23,78
"Admin.pub. y defensa; p. segur.soc.afil (059)",355,14,,51,125,27,54,22,62
"Enseñanza (060)",1275,1,,1,61,118,500,39,555
"Servicios sociales y de salud (061)",382,,,6,23,24,129,23,177
"Otras activ. serv.comun.soc y personales (062)",239,14,,42,105,23,21,14,20
"Hogares privados con servicio doméstico (063)",813,128,,315,323,21,13,5,8
"Actividad economica no especificada (065)",1203,235,3,434,399,39,49,25,19
,,,,,,,,,
"URBANA (066)",19578,874,8,4187,8828,1049,1577,836,2219
"Agric., ganadería, caza y silvicultura (067)",4285,430,2,1786,1769,93,52,74,79
"Pesca (068)",12,,,6,3,1,,,2
"Explotación de minas y canteras (069)",48,,,7,10,7,2,5,17
"Industrias manufactureras (070)",1088,23,,218,682,46,46,34,39
"Suministro de electricidad, gas y agua (071)",55,,,2,20,4,9,4,16
"Construcción (072)",1350,12,1,282,848,65,43,40,59
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4420,189,2,974,2378,265,240,186,186
"Venta, mant.y rep. veh.autom.y motoc. (074)",428,3,,50,272,23,45,21,14
"Comercio al por mayor (075)",196,2,,31,106,9,14,16,18
"Comercio al por menor (076)",3796,184,2,893,2000,233,181,149,154
"Hoteles y restaurantes (077)",1451,113,1,372,776,77,38,49,25
"Trans., almac. y comunicaciones (078)",1410,13,2,129,977,94,72,80,43
"Intermediación financiera (079)",84,,,,17,6,10,10,41
"Activid.inmobil., empres. y de alquiler (080)",636,4,,18,154,74,67,77,242
"Admin.pub. y defensa; p. segur.soc.afil (081)",1141,4,,72,325,83,222,92,343
"Enseñanza (082)",1553,1,,1,65,92,547,64,783
"Servicios sociales y de salud (083)",473,,,9,39,21,131,37,236
"Otras activ. serv.comun.soc y personales (084)",416,14,,49,194,39,29,40,51
"Hogares privados con servicio doméstico (085)",434,29,,122,239,21,11,4,8
"Actividad economica no especificada (087)",722,42,,140,332,61,58,40,49
"Hombres (088)",12127,304,5,2502,5808,658,855,580,1415
"Agric., ganadería, caza y silvicultura (089)",3310,214,1,1382,1454,84,40,64,71
"Pesca (090)",12,,,6,3,1,,,2
"Explotación de minas y canteras (091)",47,,,7,10,7,2,5,16
"Industrias manufactureras (092)",896,15,,187,573,42,29,26,24
"Suministro de electricidad, gas y agua (093)",52,,,2,20,4,8,3,15
"Construcción (094)",1301,12,1,278,817,63,39,38,53
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1846,20,1,303,1053,130,113,111,115
"Venta, mant.y rep. veh.autom.y motoc. (096)",380,3,,42,245,20,40,18,12
"Comercio al por mayor (097)",103,,,9,60,5,6,10,13
"Comercio al por menor (098)",1363,17,1,252,748,105,67,83,90
"Hoteles y restaurantes (099)",308,13,,44,181,26,12,23,9
"Trans., almac. y comunicaciones (100)",1277,10,2,123,905,76,56,71,34
"Intermediación financiera (101)",56,,,,12,4,7,7,26
"Activid.inmobil., empres. y de alquiler (102)",461,,,13,119,54,45,56,174
"Admin.pub. y defensa; p. segur.soc.afil (103)",960,2,,57,284,64,180,77,296
"Enseñanza (104)",753,,,,36,42,232,34,409
"Servicios sociales y de salud (105)",215,,,6,23,8,57,17,104
"Otras activ. serv.comun.soc y personales (106)",228,5,,19,109,20,12,27,36
"Hogares privados con servicio doméstico (107)",54,2,,20,27,4,,1,
"Actividad economica no especificada (109)",351,11,,55,182,29,23,20,31
"Mujeres (110)",7451,570,3,1685,3020,391,722,256,804
"Agric., ganadería, caza y silvicultura (111)",975,216,1,404,315,9,12,10,8
"Explotación de minas y canteras (113)",1,,,,,,,,1
"Industrias manufactureras (114)",192,8,,31,109,4,17,8,15
"Suministro de electricidad, gas y agua (115)",3,,,,,,1,1,1
"Construcción (116)",49,,,4,31,2,4,2,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2574,169,1,671,1325,135,127,75,71
"Venta, mant.y rep. veh.autom.y motoc. (118)",48,,,8,27,3,5,3,2
"Comercio al por mayor (119)",93,2,,22,46,4,8,6,5
"Comercio al por menor (120)",2433,167,1,641,1252,128,114,66,64
"Hoteles y restaurantes (121)",1143,100,1,328,595,51,26,26,16
"Trans., almac. y comunicaciones (122)",133,3,,6,72,18,16,9,9
"Intermediación financiera (123)",28,,,,5,2,3,3,15
"Activid.inmobil., empres. y de alquiler (124)",175,4,,5,35,20,22,21,68
"Admin.pub. y defensa; p. segur.soc.afil (125)",181,2,,15,41,19,42,15,47
"Enseñanza (126)",800,1,,1,29,50,315,30,374
"Servicios sociales y de salud (127)",258,,,3,16,13,74,20,132
"Otras activ. serv.comun.soc y personales (128)",188,9,,30,85,19,17,13,15
"Hogares privados con servicio doméstico (129)",380,27,,102,212,17,11,3,8
"Actividad economica no especificada (131)",371,31,,85,150,32,35,20,18
,,,,,,,,,
"RURAL (132)",43877,5310,52,18024,17479,795,982,417,818
"Agric., ganadería, caza y silvicultura (133)",34358,4661,46,15554,13185,357,207,223,125
"Pesca (134)",13,1,,3,7,,,2,
"Explotación de minas y canteras (135)",326,3,,95,178,21,10,7,12
"Industrias manufactureras (136)",507,22,,144,293,13,12,5,18
"Suministro de electricidad, gas y agua (137)",58,,,9,26,4,8,4,7
"Construcción (138)",1404,33,,371,825,56,56,20,43
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1604,112,1,481,828,63,63,30,26
"Venta, mant.y rep. veh.autom.y motoc. (140)",81,2,,12,45,3,13,2,4
"Comercio al por mayor (141)",69,1,,12,46,1,3,3,3
"Comercio al por menor (142)",1454,109,1,457,737,59,47,25,19
"Hoteles y restaurantes (143)",553,63,,179,272,22,9,8,
"Trans., almac. y comunicaciones (144)",521,6,,81,362,33,15,15,9
"Intermediación financiera (145)",12,,,1,5,1,1,1,3
"Activid.inmobil., empres. y de alquiler (146)",192,3,,21,78,17,24,20,29
"Admin.pub. y defensa; p. segur.soc.afil (147)",1170,43,1,300,647,35,58,31,55
"Enseñanza (148)",1001,,,1,54,119,399,29,399
"Servicios sociales y de salud (149)",195,1,,7,16,20,82,3,66
"Otras activ. serv.comun.soc y personales (150)",158,7,,30,75,16,10,6,14
"Hogares privados con servicio doméstico (151)",517,118,,243,148,4,2,2,
"Actividad economica no especificada (153)",1288,237,4,504,480,14,26,11,12
"Hombres (154)",34811,3446,27,14456,14765,596,642,355,524
"Agric., ganadería, caza y silvicultura (155)",29030,3294,25,13136,11765,309,188,205,108
"Pesca (156)",12,,,3,7,,,2,
"Explotación de minas y canteras (157)",325,3,,94,178,21,10,7,12
"Industrias manufactureras (158)",417,7,,116,253,12,12,5,12
"Suministro de electricidad, gas y agua (159)",58,,,9,26,4,8,4,7
"Construcción (160)",1355,32,,358,799,55,51,20,40
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",612,14,,150,346,33,33,20,16
"Venta, mant.y rep. veh.autom.y motoc. (162)",69,2,,9,37,3,13,2,3
"Comercio al por mayor (163)",40,,,8,27,,,3,2
"Comercio al por menor (164)",503,12,,133,282,30,20,15,11
"Hoteles y restaurantes (165)",94,3,,18,58,9,1,5,
"Trans., almac. y comunicaciones (166)",496,6,,79,343,32,13,14,9
"Intermediación financiera (167)",9,,,1,4,1,1,,2
"Activid.inmobil., empres. y de alquiler (168)",163,3,,20,69,14,20,18,19
"Admin.pub. y defensa; p. segur.soc.afil (169)",996,31,1,264,563,27,46,24,40
"Enseñanza (170)",526,,,1,22,51,214,20,218
"Servicios sociales y de salud (171)",71,1,,4,9,9,27,,21
"Otras activ. serv.comun.soc y personales (172)",107,2,,18,55,12,6,5,9
"Hogares privados con servicio doméstico (173)",84,17,,30,37,,,,
"Actividad economica no especificada (175)",456,33,1,155,231,7,12,6,11
"Mujeres (176)",9066,1864,25,3568,2714,199,340,62,294
"Agric., ganadería, caza y silvicultura (177)",5328,1367,21,2418,1420,48,19,18,17
"Pesca (178)",1,1,,,,,,,
"Explotación de minas y canteras (179)",1,,,1,,,,,
"Industrias manufactureras (180)",90,15,,28,40,1,,,6
"Construcción (182)",49,1,,13,26,1,5,,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",992,98,1,331,482,30,30,10,10
"Venta, mant.y rep. veh.autom.y motoc. (184)",12,,,3,8,,,,1
"Comercio al por mayor (185)",29,1,,4,19,1,3,,1
"Comercio al por menor (186)",951,97,1,324,455,29,27,10,8
"Hoteles y restaurantes (187)",459,60,,161,214,13,8,3,
"Trans., almac. y comunicaciones (188)",25,,,2,19,1,2,1,
"Intermediación financiera (189)",3,,,,1,,,1,1
"Activid.inmobil., empres. y de alquiler (190)",29,,,1,9,3,4,2,10
"Admin.pub. y defensa; p. segur.soc.afil (191)",174,12,,36,84,8,12,7,15
"Enseñanza (192)",475,,,,32,68,185,9,181
"Servicios sociales y de salud (193)",124,,,3,7,11,55,3,45
"Otras activ. serv.comun.soc y personales (194)",51,5,,12,20,4,4,1,5
"Hogares privados con servicio doméstico (195)",433,101,,213,111,4,2,2,
"Actividad economica no especificada (197)",832,204,3,349,249,7,14,5,1
