"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARI (000)",15743,101,4832,5699,3842,1269
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",54,,8,28,16,2
"Profes., científicos e intelectuales (002)",1487,,280,851,351,5
"Técnicos de nivel medio y trab. asimilados (003)",636,,190,328,111,7
"Jefes y empleados de oficina (004)",608,,251,251,102,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",996,3,336,365,234,58
"Agricult. trabaj. calif.agrop. y pesqueros (006)",3943,19,848,1174,1260,642
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1116,2,389,537,157,31
"Obreros construc., conf., papel, fab., instr. (008)",1075,1,325,477,246,26
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",5153,76,2010,1490,1186,391
"Otra (010)",45,,18,17,10,
"Ocupación no especificada (011)",630,,177,181,169,103
"Hombres (012)",12904,75,3926,4642,3171,1090
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",44,,4,26,13,1
"Profes., científicos e intelectuales (014)",914,,148,522,240,4
"Técnicos de nivel medio y trab. asimilados (015)",509,,141,272,91,5
"Jefes y empleados de oficina (016)",421,,154,182,81,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",463,2,162,157,109,33
"Agricult. trabaj. calif.agrop. y pesqueros (018)",3776,15,810,1132,1201,618
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1077,2,369,526,151,29
"Obreros construc., conf., papel, fab., instr. (020)",1054,1,314,471,243,25
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",4351,55,1724,1264,979,329
"Otra (022)",43,,17,17,9,
"Ocupación no especificada (023)",252,,83,73,54,42
"Mujeres (024)",2839,26,906,1057,671,179
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",10,,4,2,3,1
"Profes., científicos e intelectuales (026)",573,,132,329,111,1
"Técnicos de nivel medio y trab. asimilados (027)",127,,49,56,20,2
"Jefes y empleados de oficina (028)",187,,97,69,21,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",533,1,174,208,125,25
"Agricult. trabaj. calif.agrop. y pesqueros (030)",167,4,38,42,59,24
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",39,,20,11,6,2
"Obreros construc., conf., papel, fab., instr. (032)",21,,11,6,3,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",802,21,286,226,207,62
