"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia LAMBAYEQUE (000)",82664,12543,31648,25364,1748,4483,1703,5175
"Agric., ganadería, caza y silvicultura (001)",35242,217,22233,8670,1024,3098,,
"Pesca (002)",1075,4,604,423,27,17,,
"Explotación de minas y canteras (003)",207,13,189,5,,,,
"Industrias manufactureras (004)",6015,293,3230,2233,134,125,,
"Suministro de electricidad, gas y agua (005)",157,67,73,16,1,,,
"Construcción (006)",3362,130,2299,845,58,30,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",9561,1499,390,6674,225,773,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",942,138,280,468,31,25,,
"Comercio al por mayor (009)",475,144,28,235,26,42,,
"Comercio al por menor (010)",8144,1217,82,5971,168,706,,
"Hoteles y restaurantes (011)",1757,526,109,937,87,98,,
"Trans., almac. y comunicaciones (012)",5959,1130,1262,3451,53,63,,
"Intermediación financiera (013)",148,137,2,5,2,2,,
"Activid.inmobil., empres. y alquileres (014)",1522,1026,130,324,20,22,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1928,1684,244,,,,,
"Enseñanza (016)",3734,3395,13,313,8,5,,
"Servicios sociales y de salud (017)",980,795,12,162,9,2,,
"Otras activ. serv.comun.soc y personales (018)",1672,746,192,687,30,17,,
"Hogares privados con servicio doméstico (019)",1703,,,,,,1703,
"Organiz. y organos extraterritoriales (020)",1,1,,,,,,
"Actividad economica no especificada (021)",2466,880,666,619,70,231,,
"Desocupado (022)",5175,,,,,,,5175
"Hombres (023)",62988,6985,28496,18974,1463,3018,61,3991
"Agric., ganadería, caza y silvicultura (024)",32121,193,20298,8155,975,2500,,
"Pesca (025)",1066,3,601,418,27,17,,
"Explotación de minas y canteras (026)",195,8,182,5,,,,
"Industrias manufactureras (027)",4322,193,2464,1476,104,85,,
"Suministro de electricidad, gas y agua (028)",137,50,71,15,1,,,
"Construcción (029)",3300,110,2266,837,57,30,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",4907,761,381,3401,144,220,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",878,102,280,448,28,20,,
"Comercio al por mayor (032)",281,67,24,155,20,15,,
"Comercio al por menor (033)",3748,592,77,2798,96,185,,
"Hoteles y restaurantes (034)",452,179,41,171,30,31,,
"Trans., almac. y comunicaciones (035)",5633,922,1237,3379,48,47,,
"Intermediación financiera (036)",89,83,2,1,1,2,,
"Activid.inmobil., empres. y alquileres (037)",1090,703,101,256,18,12,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",1464,1269,195,,,,,
"Enseñanza (039)",1538,1423,13,97,3,2,,
"Servicios sociales y de salud (040)",324,208,8,102,6,,,
"Otras activ. serv.comun.soc y personales (041)",1039,492,155,365,19,8,,
"Hogares privados con servicio doméstico (042)",61,,,,,,61,
"Actividad economica no especificada (044)",1259,388,481,296,30,64,,
"Desocupado (045)",3991,,,,,,,3991
"Mujeres (046)",19676,5558,3152,6390,285,1465,1642,1184
"Agric., ganadería, caza y silvicultura (047)",3121,24,1935,515,49,598,,
"Pesca (048)",9,1,3,5,,,,
"Explotación de minas y canteras (049)",12,5,7,,,,,
"Industrias manufactureras (050)",1693,100,766,757,30,40,,
"Suministro de electricidad, gas y agua (051)",20,17,2,1,,,,
"Construcción (052)",62,20,33,8,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",4654,738,9,3273,81,553,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",64,36,,20,3,5,,
"Comercio al por mayor (055)",194,77,4,80,6,27,,
"Comercio al por menor (056)",4396,625,5,3173,72,521,,
"Hoteles y restaurantes (057)",1305,347,68,766,57,67,,
"Trans., almac. y comunicaciones (058)",326,208,25,72,5,16,,
"Intermediación financiera (059)",59,54,,4,1,,,
"Activid.inmobil., empres. y alquileres (060)",432,323,29,68,2,10,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",464,415,49,,,,,
"Enseñanza (062)",2196,1972,,216,5,3,,
"Servicios sociales y de salud (063)",656,587,4,60,3,2,,
"Otras activ. serv.comun.soc y personales (064)",633,254,37,322,11,9,,
"Hogares privados con servicio doméstico (065)",1642,,,,,,1642,
"Organiz. y organos extraterritoriales (066)",1,1,,,,,,
"Actividad economica no especificada (067)",1207,492,185,323,40,167,,
,,,,,,,,
"URBANA (068)",42779,11067,10030,15349,895,1600,1161,2677
"Agric., ganadería, caza y silvicultura (069)",7172,132,3790,2388,329,533,,
"Pesca (070)",842,4,410,384,27,17,,
"Explotación de minas y canteras (071)",106,11,91,4,,,,
"Industrias manufactureras (072)",3658,263,1807,1414,96,78,,
"Suministro de electricidad, gas y agua (073)",132,64,54,13,1,,,
"Construcción (074)",2701,121,1800,722,43,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",7860,1324,268,5389,193,686,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",742,122,191,382,30,17,,
"Comercio al por mayor (077)",394,126,21,192,15,40,,
"Comercio al por menor (078)",6724,1076,56,4815,148,629,,
"Hoteles y restaurantes (079)",1531,489,80,799,76,87,,
"Trans., almac. y comunicaciones (080)",4220,929,771,2428,42,50,,
"Intermediación financiera (081)",142,131,2,5,2,2,,
"Activid.inmobil., empres. y alquileres (082)",1346,893,102,311,19,21,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",1752,1545,207,,,,,
"Enseñanza (084)",3401,3108,12,268,8,5,,
"Servicios sociales y de salud (085)",823,682,9,122,9,1,,
"Otras activ. serv.comun.soc y personales (086)",1382,610,133,599,26,14,,
"Hogares privados con servicio doméstico (087)",1161,,,,,,1161,
"Organiz. y organos extraterritoriales (088)",1,1,,,,,,
"Actividad economica no especificada (089)",1872,760,494,503,24,91,,
"Desocupado (090)",2677,,,,,,,2677
"Hombres (091)",28690,6020,8783,10377,695,822,46,1947
"Agric., ganadería, caza y silvicultura (092)",6412,110,3343,2225,305,429,,
"Pesca (093)",834,3,407,380,27,17,,
"Explotación de minas y canteras (094)",97,6,87,4,,,,
"Industrias manufactureras (095)",2533,168,1338,901,76,50,,
"Suministro de electricidad, gas y agua (096)",114,48,53,12,1,,,
"Construcción (097)",2648,103,1772,715,43,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",3855,649,260,2642,120,184,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",685,89,191,366,27,12,,
"Comercio al por mayor (100)",227,58,17,124,13,15,,
"Comercio al por menor (101)",2943,502,52,2152,80,157,,
"Hoteles y restaurantes (102)",399,165,28,151,26,29,,
"Trans., almac. y comunicaciones (103)",3916,733,749,2362,37,35,,
"Intermediación financiera (104)",84,78,2,1,1,2,,
"Activid.inmobil., empres. y alquileres (105)",944,592,79,245,17,11,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",1330,1168,162,,,,,
