"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHUMBIVILCAS (000)",23119,568,5959,7820,6539,2233
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",35,,4,26,5,
"Profes., científicos e intelectuales (002)",1147,,236,685,223,3
"Técnicos de nivel medio y trab. asimilados (003)",197,1,79,81,33,3
"Jefes y empleados de oficina (004)",168,,65,64,38,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1060,30,369,379,219,63
"Agricult. trabaj. calif.agrop. y pesqueros (006)",10265,23,1783,3428,3557,1474
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",980,19,325,303,275,58
"Obreros construc., conf., papel, fab., instr. (008)",776,3,235,317,186,35
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",7834,488,2668,2320,1841,517
"Otra (010)",22,,9,9,4,
"Ocupación no especificada (011)",635,4,186,208,158,79
"Hombres (012)",14366,312,3475,4920,4208,1451
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",28,,1,22,5,
"Profes., científicos e intelectuales (014)",725,,122,429,171,3
"Técnicos de nivel medio y trab. asimilados (015)",126,1,47,52,24,2
"Jefes y empleados de oficina (016)",119,,34,51,33,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",338,15,100,121,81,21
"Agricult. trabaj. calif.agrop. y pesqueros (018)",8219,13,1331,2821,2888,1166
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",622,14,222,188,164,34
"Obreros construc., conf., papel, fab., instr. (020)",733,3,225,296,177,32
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",3181,265,1295,851,599,171
"Otra (022)",22,,9,9,4,
"Ocupación no especificada (023)",253,1,89,80,62,21
"Mujeres (024)",8753,256,2484,2900,2331,782
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",7,,3,4,,
"Profes., científicos e intelectuales (026)",422,,114,256,52,
"Técnicos de nivel medio y trab. asimilados (027)",71,,32,29,9,1
"Jefes y empleados de oficina (028)",49,,31,13,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",722,15,269,258,138,42
"Agricult. trabaj. calif.agrop. y pesqueros (030)",2046,10,452,607,669,308
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",358,5,103,115,111,24
"Obreros construc., conf., papel, fab., instr. (032)",43,,10,21,9,3
