"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",1,,,,1
"Ocupación no especificada (035)",69,59,5,1,4
,,,,,
"URBANA (036)",4857,3351,576,338,592
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",18,,5,4,9
"Profes., científicos e intelectuales (038)",327,90,55,87,95
"Técnicos de nivel medio y trab. asimilados (039)",176,73,22,31,50
"Jefes y empleados de oficina (040)",217,25,22,33,137
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",709,596,55,41,17
"Agricult.trabaj.calif.agrop.y pesqueros (042)",714,650,62,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",233,185,12,4,32
"Obreros construc.,conf.,papel, fab., instr. (044)",627,475,85,43,24
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1700,1177,245,92,186
"Otra (046)",36,,,,36
"Ocupación no especificada (047)",100,80,13,2,5
"Hombres (048)",3586,2561,460,232,333
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",11,,4,4,3
"Profes., científicos e intelectuales (050)",158,45,24,44,45
"Técnicos de nivel medio y trab. asimilados (051)",109,49,11,19,30
"Jefes y empleados de oficina (052)",115,13,9,19,74
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",341,261,34,32,14
"Agricult.trabaj.calif.agrop.y pesqueros (054)",703,639,62,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",192,163,12,1,16
"Obreros construc.,conf.,papel, fab., instr. (056)",595,447,83,42,23
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1272,900,213,69,90
"Otra (058)",35,,,,35
"Ocupación no especificada (059)",55,44,8,1,2
"Mujeres (060)",1271,790,116,106,259
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,,1,,6
"Profes., científicos e intelectuales (062)",169,45,31,43,50
"Técnicos de nivel medio y trab. asimilados (063)",67,24,11,12,20
"Jefes y empleados de oficina (064)",102,12,13,14,63
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",368,335,21,9,3
"Agricult.trabaj.calif.agrop.y pesqueros (066)",11,11,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",41,22,,3,16
"Obreros construc.,conf.,papel, fab., instr. (068)",32,28,2,1,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",428,277,32,23,96
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",45,36,5,1,3
,,,,,
"RURAL (072)",1258,1079,73,30,76
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,,1,,2
"Profes., científicos e intelectuales (074)",73,36,16,8,13
"Técnicos de nivel medio y trab. asimilados (075)",21,11,2,2,6
"Jefes y empleados de oficina (076)",43,7,3,3,30
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",59,50,9,,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",329,324,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",23,22,,,1
"Obreros construc.,conf.,papel, fab., instr. (080)",122,88,19,9,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",533,494,17,7,15
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",51,47,1,1,2
"Hombres (084)",1062,938,56,24,44
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,,1,,2
"Profes., científicos e intelectuales (086)",34,16,7,5,6
"Técnicos de nivel medio y trab. asimilados (087)",13,7,2,1,3
"Jefes y empleados de oficina (088)",22,4,1,3,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",38,31,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",306,302,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",23,22,,,1
"Obreros construc.,conf.,papel, fab., instr. (092)",120,86,19,9,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",475,446,14,5,10
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",27,24,1,1,1
"Mujeres (096)",196,141,17,6,32
"Profes., científicos e intelectuales (098)",39,20,9,3,7
"Técnicos de nivel medio y trab. asimilados (099)",8,4,,1,3
"Jefes y empleados de oficina (100)",21,3,2,,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",21,19,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",23,22,1,,
"Obreros construc.,conf.,papel, fab., instr. (104)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",58,48,3,2,5
"Ocupación no especificada (107)",24,23,,,1
