"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",43,,,,4,5,6,5,23
"Profes., científicos e intelectuales (038)",2187,,,,32,80,355,211,1509
"Técnicos de nivel medio ytrab.asimilados (039)",919,6,1,58,246,127,257,98,126
"Jefes y empleados de oficina (040)",553,,,3,146,74,132,75,123
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",3741,116,4,800,2051,234,207,177,152
"Agricult.trabaj. calif.agrop. y pesquros (042)",3112,131,2,1261,1468,82,56,47,65
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1511,10,3,288,926,83,97,49,55
"Obreros. construc., conf., papel, fab., instr (044)",2057,18,1,361,1389,89,89,67,43
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",6012,337,14,1910,3131,229,126,149,116
"Otra (046)",476,,,,66,30,208,53,119
"Ocupación no especificada (047)",589,24,1,160,283,35,34,32,20
"Hombres (048)",13919,261,10,3048,6962,685,915,645,1393
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",27,,,,3,2,4,3,15
"Profes., científicos e intelectuales (050)",1164,,,,12,39,168,131,814
"Técnicos de nivel medio ytrab.asimilados (051)",571,1,,25,150,96,143,72,84
"Jefes y empleados de oficina (052)",244,,,,78,30,40,33,63
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1505,21,1,232,891,99,86,95,80
"Agricult.trabaj. calif.agrop. y pesquros (054)",2795,92,2,1105,1374,72,50,41,59
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1349,7,2,255,834,74,85,44,48
"Obreros. construc., conf., papel, fab., instr (056)",2013,16,1,350,1368,88,87,64,39
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",3639,119,4,1044,2069,151,74,98,80
"Otra (058)",390,,,,59,19,165,44,103
"Ocupación no especificada (059)",222,5,,37,124,15,13,20,8
"Mujeres (060)",7281,381,16,1793,2780,383,652,318,958
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",16,,,,1,3,2,2,8
"Profes., científicos e intelectuales (062)",1023,,,,20,41,187,80,695
"Técnicos de nivel medio ytrab.asimilados (063)",348,5,1,33,96,31,114,26,42
"Jefes y empleados de oficina (064)",309,,,3,68,44,92,42,60
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",2236,95,3,568,1160,135,121,82,72
"Agricult.trabaj. calif.agrop. y pesquros (066)",317,39,,156,94,10,6,6,6
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",162,3,1,33,92,9,12,5,7
"Obreros. construc., conf., papel, fab., instr (068)",44,2,,11,21,1,2,3,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",2373,218,10,866,1062,78,52,51,36
"Otra (070)",86,,,,7,11,43,9,16
"Ocupación no especificada (071)",367,19,1,123,159,20,21,12,12
,,,,,,,,,
"RURAL (072)",48950,5340,60,21213,19744,780,663,334,816
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",29,,,6,4,1,3,2,13
"Profes., científicos e intelectuales (074)",888,,,,42,101,171,89,485
"Técnicos de nivel medio ytrab.asimilados (075)",230,3,,6,61,26,78,17,39
"Jefes y empleados de oficina (076)",160,,,1,57,27,35,10,30
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",1265,67,1,378,679,59,40,19,22
"Agricult.trabaj. calif.agrop. y pesquros (078)",23026,2946,18,11274,8187,247,147,87,120
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",857,67,1,236,467,32,28,11,15
"Obreros. construc., conf., papel, fab., instr (080)",1129,30,,251,750,35,31,16,16
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",20553,2016,38,8751,9254,242,116,76,60
"Otra (082)",68,,,,47,,8,3,10
"Ocupación no especificada (083)",745,211,2,310,196,10,6,4,6
"Hombres (084)",39917,3612,38,17487,16930,588,461,257,544
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",23,,,5,3,,2,2,11
"Profes., científicos e intelectuales (086)",460,,,,16,39,83,53,269
"Técnicos de nivel medio ytrab.asimilados (087)",164,1,,5,54,17,47,10,30
"Jefes y empleados de oficina (088)",83,,,,29,14,13,7,20
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",394,11,,78,233,27,22,9,14
"Agricult.trabaj. calif.agrop. y pesquros (090)",21278,2518,15,10479,7704,227,141,83,111
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",710,14,1,188,430,28,26,9,14
"Obreros. construc., conf., papel, fab., instr (092)",1080,10,,232,743,35,28,16,16
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",15552,1037,22,6471,7622,199,93,62,46
"Otra (094)",64,,,,45,,6,3,10
"Ocupación no especificada (095)",109,21,,29,51,2,,3,3
"Mujeres (096)",9033,1728,22,3726,2814,192,202,77,272
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",6,,,1,1,1,1,,2
"Profes., científicos e intelectuales (098)",428,,,,26,62,88,36,216
"Técnicos de nivel medio ytrab.asimilados (099)",66,2,,1,7,9,31,7,9
"Jefes y empleados de oficina (100)",77,,,1,28,13,22,3,10
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",871,56,1,300,446,32,18,10,8
"Agricult.trabaj. calif.agrop. y pesquros (102)",1748,428,3,795,483,20,6,4,9
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",147,53,,48,37,4,2,2,1
"Obreros. construc., conf., papel, fab., instr (104)",49,20,,19,7,,3,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",5001,979,16,2280,1632,43,23,14,14
"Otra (106)",4,,,,2,,2,,
"Ocupación no especificada (107)",636,190,2,281,145,8,6,1,3
