"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",2417,,,,29,111,564,220,1493
"Técnicos de nivel medio ytrab.asimilados (039)",963,,,28,164,162,370,100,139
"Jefes y empleados de oficina (040)",704,,,2,115,82,241,83,181
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",2951,87,,463,1304,274,417,171,235
"Agricult.trabaj. calif.agrop. y pesquros (042)",2415,136,,841,991,114,118,74,141
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1719,25,,268,837,157,256,72,104
"Obreros. construc., conf., papel, fab., instr (044)",2028,7,,227,1207,197,203,89,98
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",6886,426,11,2146,3115,402,423,165,198
"Otra (046)",97,,,,10,4,50,9,24
"Ocupación no especificada (047)",343,22,,102,133,26,27,10,23
"Hombres (048)",12296,176,5,2136,5333,1014,1377,674,1581
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",78,,,4,7,7,14,9,37
"Profes., científicos e intelectuales (050)",1258,,,,17,77,231,143,790
"Técnicos de nivel medio ytrab.asimilados (051)",639,,,20,125,132,196,73,93
"Jefes y empleados de oficina (052)",308,,,1,77,38,69,41,82
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1101,7,,133,510,116,134,82,119
"Agricult.trabaj. calif.agrop. y pesquros (054)",1737,49,,557,788,83,84,60,116
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1429,7,,214,728,129,193,66,92
"Obreros. construc., conf., papel, fab., instr (056)",1985,5,,220,1186,192,198,87,97
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",3555,107,5,960,1841,225,197,100,120
"Otra (058)",94,,,,9,4,50,8,23
"Ocupación no especificada (059)",112,1,,27,45,11,11,5,12
"Mujeres (060)",8335,527,6,1945,2586,525,1313,328,1105
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",30,,,,7,3,7,,13
"Profes., científicos e intelectuales (062)",1159,,,,12,34,333,77,703
"Técnicos de nivel medio ytrab.asimilados (063)",324,,,8,39,30,174,27,46
"Jefes y empleados de oficina (064)",396,,,1,38,44,172,42,99
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1850,80,,330,794,158,283,89,116
"Agricult.trabaj. calif.agrop. y pesquros (066)",678,87,,284,203,31,34,14,25
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",290,18,,54,109,28,63,6,12
"Obreros. construc., conf., papel, fab., instr (068)",43,2,,7,21,5,5,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",3331,319,6,1186,1274,177,226,65,78
"Otra (070)",3,,,,1,,,1,1
"Ocupación no especificada (071)",231,21,,75,88,15,16,5,11
,,,,,,,,,
"RURAL (072)",8305,461,3,3385,3594,197,316,130,219
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",19,,,1,8,1,4,1,4
"Profes., científicos e intelectuales (074)",198,,,,5,16,55,20,102
"Técnicos de nivel medio ytrab.asimilados (075)",85,1,,9,29,3,31,6,6
"Jefes y empleados de oficina (076)",69,,,,15,9,23,9,13
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",324,9,,71,175,9,32,12,16
"Agricult.trabaj. calif.agrop. y pesquros (078)",2673,166,,1296,1056,52,38,28,37
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",444,7,,85,281,24,33,10,4
"Obreros. construc., conf., papel, fab., instr (080)",349,3,,53,232,19,22,8,12
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",4027,267,3,1810,1761,63,70,33,20
"Otra (082)",8,,,,1,,6,1,
"Ocupación no especificada (083)",109,8,,60,31,1,2,2,5
"Hombres (084)",5624,113,2,2061,2839,152,213,96,148
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",15,,,1,5,1,4,1,3
"Profes., científicos e intelectuales (086)",126,,,,5,13,32,13,63
"Técnicos de nivel medio ytrab.asimilados (087)",62,,,7,22,2,23,4,4
"Jefes y empleados de oficina (088)",39,,,,9,6,10,5,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",138,,,19,91,3,10,7,8
"Agricult.trabaj. calif.agrop. y pesquros (090)",2055,46,,948,933,42,29,24,33
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",393,3,,76,252,20,30,10,2
"Obreros. construc., conf., papel, fab., instr (092)",347,3,,53,230,19,22,8,12
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2403,59,2,939,1278,45,47,22,11
"Otra (094)",7,,,,1,,5,1,
"Ocupación no especificada (095)",39,2,,18,13,1,1,1,3
"Mujeres (096)",2681,348,1,1324,755,45,103,34,71
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",4,,,,3,,,,1
"Profes., científicos e intelectuales (098)",72,,,,,3,23,7,39
"Técnicos de nivel medio ytrab.asimilados (099)",23,1,,2,7,1,8,2,2
"Jefes y empleados de oficina (100)",30,,,,6,3,13,4,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",186,9,,52,84,6,22,5,8
"Agricult.trabaj. calif.agrop. y pesquros (102)",618,120,,348,123,10,9,4,4
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",51,4,,9,29,4,3,,2
"Obreros. construc., conf., papel, fab., instr (104)",2,,,,2,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1624,208,1,871,483,18,23,11,9
"Otra (106)",1,,,,,,1,,
"Ocupación no especificada (107)",70,6,,42,18,,1,1,2
