"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia MARAÑON (000)",26620,13677,12943,4007,2096,1911,22613,11581,11032
"Menores de 1 año (001)",661,318,343,69,40,29,592,278,314
"Menores de 1 mes (002)",47,22,25,5,3,2,42,19,23
"De 1 a 11 meses (003)",614,296,318,64,37,27,550,259,291
"De 1 a 4 años (004)",2952,1509,1443,331,178,153,2621,1331,1290
"1 año (005)",673,330,343,84,46,38,589,284,305
"2 años (006)",745,419,326,75,39,36,670,380,290
"3 años (007)",778,383,395,75,44,31,703,339,364
"4 años (008)",756,377,379,97,49,48,659,328,331
"De 5 a 9 años (009)",3759,1958,1801,499,276,223,3260,1682,1578
"5 años (010)",730,366,364,83,46,37,647,320,327
"6 años (011)",735,377,358,114,61,53,621,316,305
"7 años (012)",810,431,379,96,53,43,714,378,336
"8 años (013)",779,416,363,104,60,44,675,356,319
"9 años (014)",705,368,337,102,56,46,603,312,291
"De 10 a 14 años (015)",3884,2039,1845,595,306,289,3289,1733,1556
"10 años (016)",841,438,403,126,70,56,715,368,347
"11 años (017)",728,380,348,120,57,63,608,323,285
"12 años (018)",827,431,396,117,60,57,710,371,339
"13 años (019)",750,403,347,124,71,53,626,332,294
"14 años (020)",738,387,351,108,48,60,630,339,291
"De 15 a 19 años (021)",2734,1475,1259,458,254,204,2276,1221,1055
"15 años (022)",683,371,312,112,60,52,571,311,260
"16 años (023)",550,276,274,101,61,40,449,215,234
"17 años (024)",534,291,243,75,41,34,459,250,209
"18 años (025)",546,315,231,111,61,50,435,254,181
"19 años (026)",421,222,199,59,31,28,362,191,171
"De 20 a 24 años (027)",1924,943,981,283,137,146,1641,806,835
"20 años (028)",441,216,225,75,30,45,366,186,180
"21 años (029)",366,184,182,48,22,26,318,162,156
"22 años (030)",394,195,199,57,34,23,337,161,176
"23 años (031)",367,187,180,54,28,26,313,159,154
"24 años (032)",356,161,195,49,23,26,307,138,169
"De 25 a 29 años (033)",1685,845,840,268,122,146,1417,723,694
"25 años (034)",369,182,187,41,16,25,328,166,162
"26 años (035)",298,151,147,53,27,26,245,124,121
"27 años (036)",362,171,191,66,30,36,296,141,155
"28 años (037)",390,213,177,66,36,30,324,177,147
"29 años (038)",266,128,138,42,13,29,224,115,109
"De 30 a 34 años (039)",1571,773,798,293,144,149,1278,629,649
"30 años (040)",385,210,175,80,46,34,305,164,141
"31 años (041)",247,116,131,53,22,31,194,94,100
"32 años (042)",349,170,179,58,27,31,291,143,148
"33 años (043)",316,141,175,57,27,30,259,114,145
"34 años (044)",274,136,138,45,22,23,229,114,115
"De 35 a 39 años (045)",1577,793,784,302,163,139,1275,630,645
"35 años (046)",360,172,188,58,25,33,302,147,155
