"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Enseñanza (038)",4763,673,1044,1730,1316
"Servicios sociales y de salud (039)",1261,299,81,95,786
"Otras activ. serv.comun.soc y personales (040)",2727,1703,413,423,188
"Hogares privados con servicio doméstico (041)",458,458,,,
"Organiz. y organos extraterritoriales (042)",3,,,,3
"Actividad economica no especificada (043)",4951,2879,762,684,626
"Mujeres (044)",59767,43029,5457,5069,6212
"Agric., ganadería, caza y silvicultura (045)",8274,7413,748,76,37
"Pesca (046)",146,125,17,4,
"Explotación de minas y canteras (047)",36,5,1,1,29
"Industrias manufactureras (048)",2600,2168,213,132,87
"Suministro de electricidad, gas y agua (049)",64,15,4,11,34
"Construcción (050)",263,116,32,67,48
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",16316,14645,1122,509,40
"Venta, mant.y rep. veh.autom y motoc. (052)",310,211,67,27,5
"Comercio al por mayor (053)",607,409,72,91,35
"Comercio al por menor (054)",15399,14025,983,391,
"Hoteles y restaurantes (055)",7199,6285,627,233,54
"Trans., almac. y comunicaciones (056)",911,557,140,149,65
"Intermediación financiera (057)",326,99,20,136,71
"Activid.inmobil., empres. y alquileres (058)",2050,835,379,472,364
"Admin.pub. y defensa; p. segur soc.afil (059)",1778,,,,1778
"Enseñanza (060)",6509,902,1343,2533,1731
"Servicios sociales y de salud (061)",2094,331,146,160,1457
"Otras activ. serv.comun.soc y personales (062)",1909,1365,231,209,104
"Hogares privados con servicio doméstico (063)",5853,5853,,,
"Organiz. y organos extraterritoriales (064)",2,,1,,1
"Actividad economica no especificada (065)",3437,2315,433,377,312
,,,,,
"URBANA (066)",134536,87262,15238,14021,18015
"Agric., ganadería, caza y silvicultura (067)",7798,6120,1058,406,214
"Pesca (068)",942,782,108,38,14
"Explotación de minas y canteras (069)",563,24,6,29,504
"Industrias manufactureras (070)",11141,7402,1654,1286,799
"Suministro de electricidad, gas y agua (071)",438,121,42,117,158
"Construcción (072)",8321,4794,1495,1264,768
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",33664,28928,3048,1437,251
"Venta, mant.y rep. veh.autom y motoc. (074)",3499,2551,612,213,123
"Comercio al por mayor (075)",1688,996,259,305,128
"Comercio al por menor (076)",28477,25381,2177,919,
"Hoteles y restaurantes (077)",9970,8208,1098,507,157
"Trans., almac. y comunicaciones (078)",15281,11798,1501,1179,803
"Intermediación financiera (079)",726,186,64,309,167
"Activid.inmobil., empres. y alquileres (080)",7087,3189,1169,1468,1261
"Admin.pub. y defensa; p. segur soc.afil (081)",6500,,,,6500
"Enseñanza (082)",10303,1198,1999,4076,3030
"Servicios sociales y de salud (083)",3229,594,215,249,2171
"Otras activ. serv.comun.soc y personales (084)",4499,2980,621,609,289
"Hogares privados con servicio doméstico (085)",6094,6094,,,
"Organiz. y organos extraterritoriales (086)",5,,1,,4
"Actividad economica no especificada (087)",7975,4844,1159,1047,925
"Hombres (088)",83535,51944,10620,9085,11886
"Agric., ganadería, caza y silvicultura (089)",6310,4876,893,356,185
"Pesca (090)",877,731,97,35,14
"Explotación de minas y canteras (091)",527,19,5,28,475
"Industrias manufactureras (092)",8655,5338,1448,1154,715
"Suministro de electricidad, gas y agua (093)",374,106,38,106,124
"Construcción (094)",8065,4679,1464,1202,720
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",17950,14854,1952,932,212
"Venta, mant.y rep. veh.autom y motoc. (096)",3191,2342,545,186,118
"Comercio al por mayor (097)",1107,611,187,215,94
"Comercio al por menor (098)",13652,11901,1220,531,
"Hoteles y restaurantes (099)",3010,2122,504,280,104
"Trans., almac. y comunicaciones (100)",14382,11250,1362,1031,739
"Intermediación financiera (101)",401,88,44,173,96
"Activid.inmobil., empres. y alquileres (102)",5049,2356,792,1003,898
"Admin.pub. y defensa; p. segur soc.afil (103)",4753,,,,4753
"Enseñanza (104)",4189,456,814,1615,1304
"Servicios sociales y de salud (105)",1178,272,74,90,742
"Otras activ. serv.comun.soc y personales (106)",2623,1638,391,408,186
"Hogares privados con servicio doméstico (107)",407,407,,,
"Organiz. y organos extraterritoriales (108)",3,,,,3
"Actividad economica no especificada (109)",4782,2752,742,672,616
"Mujeres (110)",51001,35318,4618,4936,6129
"Agric., ganadería, caza y silvicultura (111)",1488,1244,165,50,29
"Pesca (112)",65,51,11,3,
"Explotación de minas y canteras (113)",36,5,1,1,29
"Industrias manufactureras (114)",2486,2064,206,132,84
"Suministro de electricidad, gas y agua (115)",64,15,4,11,34
"Construcción (116)",256,115,31,62,48
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",15714,14074,1096,505,39
"Venta, mant.y rep. veh.autom y motoc. (118)",308,209,67,27,5
"Comercio al por mayor (119)",581,385,72,90,34
"Comercio al por menor (120)",14825,13480,957,388,
"Hoteles y restaurantes (121)",6960,6086,594,227,53
"Trans., almac. y comunicaciones (122)",899,548,139,148,64
"Intermediación financiera (123)",325,98,20,136,71
"Activid.inmobil., empres. y alquileres (124)",2038,833,377,465,363
"Admin.pub. y defensa; p. segur soc.afil (125)",1747,,,,1747
"Enseñanza (126)",6114,742,1185,2461,1726
"Servicios sociales y de salud (127)",2051,322,141,159,1429
"Otras activ. serv.comun.soc y personales (128)",1876,1342,230,201,103
"Hogares privados con servicio doméstico (129)",5687,5687,,,
"Organiz. y organos extraterritoriales (130)",2,,1,,1
"Actividad economica no especificada (131)",3193,2092,417,375,309
,,,,,
"RURAL (132)",33600,28990,3304,760,546
"Agric., ganadería, caza y silvicultura (133)",27215,24582,2363,237,33
"Pesca (134)",849,802,42,5,
"Explotación de minas y canteras (135)",59,9,,25,25
"Industrias manufactureras (136)",803,516,156,76,55
"Suministro de electricidad, gas y agua (137)",4,1,,3,
"Construcción (138)",297,157,64,55,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1364,1231,99,29,5
"Venta, mant.y rep. veh.autom y motoc. (140)",52,39,5,6,2
"Comercio al por mayor (141)",80,66,4,7,3
"Comercio al por menor (142)",1232,1126,90,16,
"Hoteles y restaurantes (143)",300,236,44,18,2
"Trans., almac. y comunicaciones (144)",474,339,61,49,25
"Intermediación financiera (145)",2,1,,1,
"Activid.inmobil., empres. y alquileres (146)",111,48,16,32,15
"Admin.pub. y defensa; p. segur soc.afil (147)",260,,,,260
"Enseñanza (148)",969,377,388,187,17
"Servicios sociales y de salud (149)",126,36,12,6,72
"Otras activ. serv.comun.soc y personales (150)",137,88,23,23,3
"Hogares privados con servicio doméstico (151)",217,217,,,
"Actividad economica no especificada (153)",413,350,36,14,13
"Hombres (154)",24834,21279,2465,627,463
"Agric., ganadería, caza y silvicultura (155)",20429,18413,1780,211,25
"Pesca (156)",768,728,36,4,
"Explotación de minas y canteras (157)",59,9,,25,25
"Industrias manufactureras (158)",689,412,149,76,52
"Suministro de electricidad, gas y agua (159)",4,1,,3,
"Construcción (160)",290,156,63,50,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",762,660,73,25,4
"Venta, mant.y rep. veh.autom y motoc. (162)",50,37,5,6,2
"Comercio al por mayor (163)",54,42,4,6,2
"Comercio al por menor (164)",658,581,64,13,
"Hoteles y restaurantes (165)",61,37,11,12,1
"Trans., almac. y comunicaciones (166)",462,330,60,48,24
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",99,46,14,25,14
"Admin.pub. y defensa; p. segur soc.afil (169)",229,,,,229
"Enseñanza (170)",574,217,230,115,12
"Servicios sociales y de salud (171)",83,27,7,5,44
"Otras activ. serv.comun.soc y personales (172)",104,65,22,15,2
"Hogares privados con servicio doméstico (173)",51,51,,,
"Actividad economica no especificada (175)",169,127,20,12,10
"Mujeres (176)",8766,7711,839,133,83
"Agric., ganadería, caza y silvicultura (177)",6786,6169,583,26,8
"Pesca (178)",81,74,6,1,
"Industrias manufactureras (180)",114,104,7,,3
"Construcción (182)",7,1,1,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",602,571,26,4,1
"Venta, mant.y rep. veh.autom y motoc. (184)",2,2,,,
"Comercio al por mayor (185)",26,24,,1,1
"Comercio al por menor (186)",574,545,26,3,
"Hoteles y restaurantes (187)",239,199,33,6,1
"Trans., almac. y comunicaciones (188)",12,9,1,1,1
"Intermediación financiera (189)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",12,2,2,7,1
"Admin.pub. y defensa; p. segur soc.afil (191)",31,,,,31
"Enseñanza (192)",395,160,158,72,5
"Servicios sociales y de salud (193)",43,9,5,1,28
"Otras activ. serv.comun.soc y personales (194)",33,23,1,8,1
"Hogares privados con servicio doméstico (195)",166,166,,,
"Actividad economica no especificada (197)",244,223,16,2,3
