"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHICLAYO (000)",271456,88659,51442,107824,5382,8099,10050
"Agric., ganadería, caza y silvicultura (001)",28659,739,19256,6309,690,1665,
"Pesca (002)",1427,38,563,746,67,13,
"Explotación de minas y canteras (003)",507,118,350,21,14,4,
"Industrias manufactureras (004)",26814,2578,9433,13424,859,520,
"Suministro de electricidad, gas y agua (005)",1000,539,381,75,2,3,
"Construcción (006)",16935,1027,10276,5205,336,91,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",70777,17452,2370,44669,1852,4434,
"Venta, mant.y rep. veh.autom.y motoc. (008)",7020,1364,1399,3780,350,127,
"Comercio al por mayor (009)",4553,2185,300,1656,177,235,
"Comercio al por menor (010)",59204,13903,671,39233,1325,4072,
"Hoteles y restaurantes (011)",12308,5229,686,5542,430,421,
"Trans., almac. y comunicaciones (012)",33013,8286,3764,20287,434,242,
"Intermediación financiera (013)",2285,2180,24,64,15,2,
"Activid.inmobil., empres. y alquileres (014)",12184,8233,641,3029,204,77,
"Admin.pub. y defensa; p. segur.soc.afil (015)",9759,8714,1045,,,,
"Enseñanza (016)",19652,18163,25,1367,55,42,
"Servicios sociales y de salud (017)",7372,6303,87,880,86,16,
"Otras activ. serv.comun.soc y personales (018)",9558,4450,807,4050,133,118,
"Hogares privados con servicio doméstico (019)",10050,,,,,,10050
"Organiz. y organos extraterritoriales (020)",1,1,,,,,
"Actividad economica no especificada (021)",9155,4609,1734,2156,205,451,
"Hombres (022)",175434,48618,45894,73242,3942,3422,316
"Agric., ganadería, caza y silvicultura (023)",25955,619,17462,5907,655,1312,
"Pesca (024)",1381,31,545,727,66,12,
"Explotación de minas y canteras (025)",465,98,330,19,14,4,
"Industrias manufactureras (026)",18854,1727,7504,8640,648,335,
"Suministro de electricidad, gas y agua (027)",869,435,366,63,2,3,
"Construcción (028)",16551,885,10124,5129,330,83,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",38877,9245,2284,25090,1185,1073,
"Venta, mant.y rep. veh.autom.y motoc. (030)",6447,1006,1378,3649,326,88,
"Comercio al por mayor (031)",2823,1284,280,1083,127,49,
"Comercio al por menor (032)",29607,6955,626,20358,732,936,
"Hoteles y restaurantes (033)",3971,2056,326,1271,177,141,
"Trans., almac. y comunicaciones (034)",30620,6566,3645,19835,394,180,
"Intermediación financiera (035)",1354,1290,20,32,11,1,
"Activid.inmobil., empres. y alquileres (036)",8824,5734,487,2401,160,42,
"Admin.pub. y defensa; p. segur.soc.afil (037)",7101,6344,757,,,,
"Enseñanza (038)",7330,6680,21,593,25,11,
"Servicios sociales y de salud (039)",2624,2055,45,471,48,5,
"Otras activ. serv.comun.soc y personales (040)",5371,2744,631,1841,88,67,
"Hogares privados con servicio doméstico (041)",316,,,,,,316
"Actividad economica no especificada (043)",4971,2109,1347,1223,139,153,
"Mujeres (044)",96022,40041,5548,34582,1440,4677,9734
"Agric., ganadería, caza y silvicultura (045)",2704,120,1794,402,35,353,
"Pesca (046)",46,7,18,19,1,1,
"Explotación de minas y canteras (047)",42,20,20,2,,,
"Industrias manufactureras (048)",7960,851,1929,4784,211,185,
"Suministro de electricidad, gas y agua (049)",131,104,15,12,,,
"Construcción (050)",384,142,152,76,6,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",31900,8207,86,19579,667,3361,
"Venta, mant.y rep. veh.autom.y motoc. (052)",573,358,21,131,24,39,
"Comercio al por mayor (053)",1730,901,20,573,50,186,
"Comercio al por menor (054)",29597,6948,45,18875,593,3136,
"Hoteles y restaurantes (055)",8337,3173,360,4271,253,280,
"Trans., almac. y comunicaciones (056)",2393,1720,119,452,40,62,
"Intermediación financiera (057)",931,890,4,32,4,1,
"Activid.inmobil., empres. y alquileres (058)",3360,2499,154,628,44,35,
"Admin.pub. y defensa; p. segur.soc.afil (059)",2658,2370,288,,,,
"Enseñanza (060)",12322,11483,4,774,30,31,
"Servicios sociales y de salud (061)",4748,4248,42,409,38,11,
"Otras activ. serv.comun.soc y personales (062)",4187,1706,176,2209,45,51,
"Hogares privados con servicio doméstico (063)",9734,,,,,,9734
"Organiz. y organos extraterritoriales (064)",1,1,,,,,
"Actividad economica no especificada (065)",4184,2500,387,933,66,298,
,,,,,,,
"URBANA (066)",255583,87527,43008,102928,5129,7283,9708
"Agric., ganadería, caza y silvicultura (067)",18779,694,12479,4091,511,1004,
"Pesca (068)",1385,38,541,727,66,13,
"Explotación de minas y canteras (069)",404,115,252,20,14,3,
"Industrias manufactureras (070)",25741,2523,8835,13030,849,504,
"Suministro de electricidad, gas y agua (071)",981,532,371,73,2,3,
"Construcción (072)",16458,1021,9912,5107,327,91,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",69292,17316,2300,43467,1827,4382,
"Venta, mant.y rep. veh.autom.y motoc. (074)",6879,1351,1353,3702,346,127,
"Comercio al por mayor (075)",4486,2157,294,1630,173,232,
"Comercio al por menor (076)",57927,13808,653,38135,1308,4023,
"Hoteles y restaurantes (077)",12090,5168,645,5445,417,415,
"Trans., almac. y comunicaciones (078)",32082,8192,3584,19643,425,238,
"Intermediación financiera (079)",2269,2170,18,64,15,2,
"Activid.inmobil., empres. y alquileres (080)",12009,8119,612,2999,204,75,
"Admin.pub. y defensa; p. segur.soc.afil (081)",9591,8611,980,,,,
"Enseñanza (082)",19367,17899,24,1349,53,42,
"Servicios sociales y de salud (083)",7293,6236,84,872,85,16,
"Otras activ. serv.comun.soc y personales (084)",9325,4346,734,3998,131,116,
"Hogares privados con servicio doméstico (085)",9708,,,,,,9708
"Organiz. y organos extraterritoriales (086)",1,1,,,,,
"Actividad economica no especificada (087)",8808,4546,1637,2043,203,379,
"Hombres (088)",162748,47905,38296,69667,3713,2862,305
"Agric., ganadería, caza y silvicultura (089)",16956,575,11287,3821,478,795,
"Pesca (090)",1343,31,525,710,65,12,
"Explotación de minas y canteras (091)",362,95,232,18,14,3,
"Industrias manufactureras (092)",18152,1680,7018,8487,638,329,
"Suministro de electricidad, gas y agua (093)",850,428,356,61,2,3,
"Construcción (094)",16086,880,9771,5031,321,83,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",38282,9169,2215,24670,1170,1058,
"Venta, mant.y rep. veh.autom.y motoc. (096)",6308,994,1333,3571,322,88,
"Comercio al por mayor (097)",2782,1268,274,1068,124,48,
"Comercio al por menor (098)",29192,6907,608,20031,724,922,
"Hoteles y restaurantes (099)",3923,2039,320,1251,174,139,
"Trans., almac. y comunicaciones (100)",29714,6484,3474,19194,385,177,
"Intermediación financiera (101)",1344,1285,15,32,11,1,
"Activid.inmobil., empres. y alquileres (102)",8685,5642,465,2377,160,41,
"Admin.pub. y defensa; p. segur.soc.afil (103)",6971,6260,711,,,,
"Enseñanza (104)",7207,6567,20,584,25,11,
"Servicios sociales y de salud (105)",2596,2034,44,466,47,5,
