"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TAMBOPATA (000)",34005,9726,7157,13666,1086,1689,681
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",91,80,,,11,,
"Profes., científicos e intelectuales (002)",2600,2178,,362,51,9,
"Técnicos de nivel medio y trab. asimilados (003)",2089,1278,,616,175,19,1
"Jefes y empleados de oficina (004)",1654,1633,,1,,20,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",6092,2020,116,3213,208,534,1
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3268,8,2,3048,210,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",3636,,1614,1695,266,61,
"Obreros construc.,conf.,papel, fab., instr. (008)",4989,554,1476,2820,99,40,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",7934,1188,3676,1478,29,884,679
"Otra (010)",331,331,,,,,
"Ocupación no especificada (011)",1321,456,273,433,37,122,
"Hombres (012)",22485,5192,6374,9278,791,768,82
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",77,68,,,9,,
"Profes., científicos e intelectuales (014)",1391,1103,,243,40,5,
"Técnicos de nivel medio y trab. asimilados (015)",1322,773,,423,114,12,
"Jefes y empleados de oficina (016)",787,783,,,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",2125,837,27,1045,86,130,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2887,7,2,2693,185,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",3224,,1450,1489,238,47,
"Obreros construc.,conf.,papel, fab., instr. (020)",4857,550,1440,2739,94,34,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",4787,519,3255,428,8,495,82
"Otra (022)",315,315,,,,,
"Ocupación no especificada (023)",713,237,200,218,17,41,
"Mujeres (024)",11520,4534,783,4388,295,921,599
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",14,12,,,2,,
"Profes., científicos e intelectuales (026)",1209,1075,,119,11,4,
"Técnicos de nivel medio y trab. asimilados (027)",767,505,,193,61,7,1
"Jefes y empleados de oficina (028)",867,850,,1,,16,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",3967,1183,89,2168,122,404,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",381,1,,355,25,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",412,,164,206,28,14,
"Obreros construc.,conf.,papel, fab., instr. (032)",132,4,36,81,5,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3147,669,421,1050,21,389,597
"Otra (034)",16,16,,,,,
"Ocupación no especificada (035)",608,219,73,215,20,81,
,,,,,,,
"URBANA (036)",27624,9014,5082,10969,846,1150,563
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",85,74,,,11,,
"Profes., científicos e intelectuales (038)",2464,2056,,352,48,8,
"Técnicos de nivel medio y trab. asimilados (039)",1911,1155,,583,154,18,1
"Jefes y empleados de oficina (040)",1614,1593,,1,,20,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",5414,1782,78,2876,179,498,1
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1418,6,,1297,115,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",3092,,1331,1520,189,52,
"Obreros construc.,conf.,papel, fab., instr. (044)",4344,494,1148,2576,92,34,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",5808,1089,2325,1379,25,429,561
"Otra (046)",329,329,,,,,
"Ocupación no especificada (047)",1145,436,200,385,33,91,
"Hombres (048)",17458,4795,4457,7092,579,477,58
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",72,63,,,9,,
"Profes., científicos e intelectuales (050)",1318,1037,,240,37,4,
"Técnicos de nivel medio y trab. asimilados (051)",1185,681,,398,95,11,
"Jefes y empleados de oficina (052)",760,756,,,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1904,763,18,932,67,124,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1187,5,,1087,95,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",2705,,1179,1323,164,39,
"Obreros construc.,conf.,papel, fab., instr. (056)",4225,490,1116,2502,89,28,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3144,458,1990,405,7,226,58
"Otra (058)",314,314,,,,,
"Ocupación no especificada (059)",644,228,154,205,16,41,
"Mujeres (060)",10166,4219,625,3877,267,673,505
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",13,11,,,2,,
"Profes., científicos e intelectuales (062)",1146,1019,,112,11,4,
"Técnicos de nivel medio y trab. asimilados (063)",726,474,,185,59,7,1
"Jefes y empleados de oficina (064)",854,837,,1,,16,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",3510,1019,60,1944,112,374,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",231,1,,210,20,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",387,,152,197,25,13,
"Obreros construc.,conf.,papel, fab., instr. (068)",119,4,32,74,3,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2664,631,335,974,18,203,503
"Otra (070)",15,15,,,,,
"Ocupación no especificada (071)",501,208,46,180,17,50,
,,,,,,,
"RURAL (072)",6381,712,2075,2697,240,539,118
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,6,,,,,
"Profes., científicos e intelectuales (074)",136,122,,10,3,1,
"Técnicos de nivel medio y trab. asimilados (075)",178,123,,33,21,1,
"Jefes y empleados de oficina (076)",40,40,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",678,238,38,337,29,36,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1850,2,2,1751,95,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",544,,283,175,77,9,
"Obreros construc.,conf.,papel, fab., instr. (080)",645,60,328,244,7,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2126,99,1351,99,4,455,118
"Otra (082)",2,2,,,,,
"Ocupación no especificada (083)",176,20,73,48,4,31,
"Hombres (084)",5027,397,1917,2186,212,291,24
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,5,,,,,
"Profes., científicos e intelectuales (086)",73,66,,3,3,1,
"Técnicos de nivel medio y trab. asimilados (087)",137,92,,25,19,1,
"Jefes y empleados de oficina (088)",27,27,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",221,74,9,113,19,6,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1700,2,2,1606,90,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",519,,271,166,74,8,
"Obreros construc.,conf.,papel, fab., instr. (092)",632,60,324,237,5,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1643,61,1265,23,1,269,24
"Otra (094)",1,1,,,,,
"Ocupación no especificada (095)",69,9,46,13,1,,
