"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CHUCUITO (000)",43439,62,1948,490,579,4246,17992,1717,3010,12375,246,774
"Agric., ganadería, caza y silvicultura (001)",25083,,9,18,,,17740,1,19,7296,,
"Pesca (002)",316,,2,,,,252,,,62,,
"Explotación de minas y canteras (003)",64,,9,1,,,,25,1,28,,
"Industrias manufactureras (004)",1440,,2,4,2,3,,1367,52,10,,
"Suministro de electricidad, gas y agua (005)",19,,2,4,1,,,7,,5,,
"Construcción (006)",1488,,18,15,4,,,59,907,485,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",5168,,3,40,4,3589,,241,11,1280,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",319,,,1,,125,,182,9,2,,
"Comercio al por mayor (009)",164,,,2,2,159,,,,1,,
"Comercio al por menor (010)",4685,,3,37,2,3305,,59,2,1277,,
"Hoteles y restaurantes (011)",1205,,1,55,10,522,,,,617,,
"Trans., almac. y comunicaciones (012)",3508,2,1,24,27,10,,6,1960,1478,,
"Intermediación financiera (013)",48,,,1,32,,,,,15,,
"Activid.inmobil., empres. y alquileres (014)",241,1,82,43,22,37,,2,20,34,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",988,43,75,50,400,25,,4,35,110,246,
