"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",2484,,,,384,1245,461,363,31
"Superior no univ. completo (036)",3174,,,,,971,1069,1033,101
"Superior univ. incompleto (037)",5645,,,,1104,3046,750,712,33
"Superior univ. completo (038)",5766,,,,,1318,2108,2177,163
"Hombres (040)",27904,1223,3268,4052,3719,5184,3904,5260,1294
"Sin nivel (041)",1918,1223,276,12,11,22,38,127,209
"Educación inicial (042)",766,,733,23,3,4,3,,
"Primaria (043)",7072,,2259,2402,178,167,356,1118,592
"Secundaria (044)",9243,,,1615,2810,1757,1286,1526,249
"Superior no univ. incompleto (045)",1237,,,,179,586,226,220,26
"Superior no univ. completo (046)",1550,,,,,460,520,500,70
"Superior univ. incompleto (047)",3014,,,,538,1580,418,451,27
"Superior univ. completo (048)",3104,,,,,608,1057,1318,121
"Mujeres (050)",29541,1144,3119,3976,3839,5781,4462,5598,1622
"Sin nivel (051)",3463,1144,249,11,21,49,159,848,982
"Educación inicial (052)",769,,727,23,4,11,4,,
"Primaria (053)",8033,,2143,2308,206,439,818,1695,424
"Secundaria (054)",9112,,,1634,2837,1936,1314,1259,132
"Superior no univ. incompleto (055)",1247,,,,205,659,235,143,5
"Superior no univ. completo (056)",1624,,,,,511,549,533,31
"Superior univ. incompleto (057)",2631,,,,566,1466,332,261,6
"Superior univ. completo (058)",2662,,,,,710,1051,859,42
,,,,,,,,,
"RURAL (060)",32919,1781,4305,5009,3034,4349,4130,7226,3085
"Sin nivel (061)",7645,1781,439,41,52,179,483,2487,2183
"Educación inicial (062)",838,,795,10,6,11,16,,
"Primaria (063)",14765,,3071,3542,525,1415,2097,3354,761
"Secundaria (064)",8482,,,1416,2338,2215,1255,1142,116
"Superior no univ. incompleto (065)",346,,,,52,194,60,37,3
"Superior no univ. completo (066)",249,,,,,104,73,65,7
"Superior univ. incompleto (067)",322,,,,61,156,55,47,3
"Superior univ. completo (068)",272,,,,,75,91,94,12
"Hombres (070)",16778,893,2226,2687,1677,2149,2046,3619,1481
"Sin nivel (071)",2689,893,225,25,24,58,104,620,740
"Educación inicial (072)",412,,402,3,3,1,3,,
"Primaria (073)",7853,,1599,1870,254,555,981,1972,622
"Secundaria (074)",5117,,,789,1340,1236,802,852,98
"Superior no univ. incompleto (075)",201,,,,28,109,33,28,3
"Superior no univ. completo (076)",155,,,,,60,41,48,6
"Superior univ. incompleto (077)",194,,,,28,91,35,37,3
"Superior univ. completo (078)",157,,,,,39,47,62,9
"Mujeres (080)",16141,888,2079,2322,1357,2200,2084,3607,1604
"Sin nivel (081)",4956,888,214,16,28,121,379,1867,1443
"Educación inicial (082)",426,,393,7,3,10,13,,
"Primaria (083)",6912,,1472,1672,271,860,1116,1382,139
"Secundaria (084)",3365,,,627,998,979,453,290,18
"Superior no univ. incompleto (085)",145,,,,24,85,27,9,
"Superior no univ. completo (086)",94,,,,,44,32,17,1
"Superior univ. incompleto (087)",128,,,,33,65,20,10,
"Superior univ. completo (088)",115,,,,,36,44,32,3
