"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"Viudo(a) (040)",528,2953,2244,2,76,0.1,
"De 20 a 24 años (043)",1,7,7,,100,,
"De 25 a 29 años (044)",3,4,4,,100,,
"De 30 a 34 años (045)",5,15,14,1,93.3,6.7,
"De 35 a 39 años (046)",10,39,37,1,94.9,2.6,
"De 40 a 44 años (047)",28,113,102,,90.3,,
"De 45 a 49 años (048)",32,158,144,,91.1,,
"De 50 y más años (049)",449,2617,1936,,74,,
"Divorciado(a) (050)",19,72,61,,84.7,,
"De 20 a 24 años (053)",1,1,1,,100,,
"De 25 a 29 años (054)",1,2,2,,100,,
"De 30 a 34 años (055)",1,1,1,,100,,
"De 35 a 39 años (056)",1,2,2,,100,,
"De 45 a 49 años (058)",1,2,2,,100,,
"De 50 y más años (059)",14,64,53,,82.8,,
"Soltero(a) (060)",1146,420,387,18,92.1,4.3,
"De 12 a 14 años (061)",384,1,1,,100,,
"De 15 a 19 años (062)",354,11,11,5,100,45.5,
"De 20 a 24 años (063)",130,45,44,8,97.8,17.8,
"De 25 a 29 años (064)",69,53,51,3,96.2,5.7,
"De 30 a 34 años (065)",62,59,52,1,88.1,1.7,
"De 35 a 39 años (066)",44,73,72,1,98.6,1.4,
"De 40 a 44 años (067)",33,59,54,,91.5,,
"De 45 a 49 años (068)",18,33,32,,97,,
"De 50 y más años (069)",52,86,70,,81.4,,
,,,,,,,
"URBANA (080)",2715,8447,7331,112,86.8,1.3,
"De 12 a 14 años (081)",277,3,3,,100,,
"De 15 a 19 años (082)",278,33,33,12,100,36.4,
"De 20 a 24 años (083)",232,244,242,33,99.2,13.5,
"De 25 a 29 años (084)",230,381,371,17,97.4,4.5,
"De 30 a 34 años (085)",236,534,513,23,96.1,4.3,
"De 35 a 39 años (086)",254,847,818,20,96.6,2.4,
"De 40 a 44 años (087)",219,871,812,7,93.2,0.8,
"De 45 a 49 años (088)",199,957,872,,91.1,,
"De 50 y más años (089)",790,4577,3667,,80.1,,
"Conviviente (090)",543,1408,1325,60,94.1,4.3,
"De 12 a 14 años (091)",4,2,2,,100,,
"De 15 a 19 años (092)",26,17,17,6,100,35.3,
"De 20 a 24 años (093)",124,178,177,23,99.4,12.9,
"De 25 a 29 años (094)",120,222,215,11,96.8,5,
"De 30 a 34 años (095)",86,194,188,10,96.9,5.2,
"De 35 a 39 años (096)",57,205,199,8,97.1,3.9,
"De 40 a 44 años (097)",40,141,134,2,95,1.4,
"De 45 a 49 años (098)",33,174,157,,90.2,,
"De 50 y más años (099)",53,275,236,,85.8,,
"Separado(a) (100)",90,329,295,4,89.7,1.2,
"De 15 a 19 años (102)",2,2,2,,100,,
"De 20 a 24 años (103)",7,9,8,1,88.9,11.1,
"De 25 a 29 años (104)",13,24,24,1,100,4.2,
"De 30 a 34 años (105)",11,31,30,1,96.8,3.2,
"De 35 a 39 años (106)",15,49,48,1,98,2,
"De 40 a 44 años (107)",10,34,33,,97.1,,
"De 45 a 49 años (108)",8,41,36,,87.8,,
"De 50 y más años (109)",24,139,114,,82,,
"Casado(a) (110)",950,4435,3923,35,88.5,0.8,
"De 12 a 14 años (111)",1,,,,,,
"De 15 a 19 años (112)",4,4,4,2,100,50,
"De 20 a 24 años (113)",21,25,25,4,100,16,
"De 25 a 29 años (114)",52,100,99,4,99,4,
"De 30 a 34 años (115)",99,271,262,11,96.7,4.1,
"De 35 a 39 años (116)",145,514,494,9,96.1,1.8,
"De 40 a 44 años (117)",131,579,533,5,92.1,0.9,
"De 45 a 49 años (118)",121,606,554,,91.4,,
"De 50 y más años (119)",376,2336,1952,,83.6,,
"Viudo(a) (120)",349,1949,1492,1,76.6,0.1,
"De 20 a 24 años (123)",1,7,7,,100,,
"De 25 a 29 años (124)",2,1,1,,100,,
"De 30 a 34 años (125)",3,7,7,,100,,
"De 35 a 39 años (126)",5,20,19,1,95,5,
"De 40 a 44 años (127)",19,78,75,,96.2,,
"De 45 a 49 años (128)",24,112,102,,91.1,,
"De 50 y más años (129)",295,1724,1281,,74.3,,
"Divorciado(a) (130)",10,40,35,,87.5,,
"De 20 a 24 años (133)",1,1,1,,100,,
"De 30 a 34 años (135)",1,1,1,,100,,
"De 35 a 39 años (136)",1,2,2,,100,,
"De 50 y más años (139)",7,36,31,,86.1,,
"Soltero(a) (140)",773,286,261,12,91.3,4.2,
"De 12 a 14 años (141)",272,1,1,,100,,
"De 15 a 19 años (142)",246,10,10,4,100,40,
"De 20 a 24 años (143)",78,24,24,5,100,20.8,
"De 25 a 29 años (144)",43,34,32,1,94.1,2.9,
"De 30 a 34 años (145)",36,30,25,1,83.3,3.3,
"De 35 a 39 años (146)",31,57,56,1,98.2,1.8,
"De 40 a 44 años (147)",19,39,37,,94.9,,
"De 45 a 49 años (148)",13,24,23,,95.8,,
"De 50 y más años (149)",35,67,53,,79.1,,
,,,,,,,
"RURAL (160)",1312,4331,3568,62,82.4,1.4,
"De 12 a 14 años (161)",112,,,,,,
"De 15 a 19 años (162)",135,19,19,5,100,26.3,
"De 20 a 24 años (163)",132,113,112,14,99.1,12.4,
"De 25 a 29 años (164)",119,215,204,21,94.9,9.8,
"De 30 a 34 años (165)",103,270,257,11,95.2,4.1,
"De 35 a 39 años (166)",105,396,365,7,92.2,1.8,
"De 40 a 44 años (167)",119,550,474,1,86.2,0.2,
"De 45 a 49 años (168)",84,433,365,3,84.3,0.7,
"De 50 y más años (169)",403,2335,1772,,75.9,,
"Conviviente (170)",304,866,772,40,89.1,4.6,
"De 15 a 19 años (172)",26,18,18,4,100,22.2,
"De 20 a 24 años (173)",73,85,85,11,100,12.9,
"De 25 a 29 años (174)",62,128,119,16,93,12.5,
"De 30 a 34 años (175)",43,139,134,6,96.4,4.3,
"De 35 a 39 años (176)",27,110,101,2,91.8,1.8,
"De 40 a 44 años (177)",25,127,110,,86.6,,
"De 45 a 49 años (178)",18,85,68,1,80,1.2,
"De 50 y más años (179)",30,174,137,,78.7,,
"Separado(a) (180)",36,122,112,,91.8,,
"De 20 a 24 años (183)",4,3,3,,100,,
"De 25 a 29 años (184)",7,12,12,,100,,
"De 30 a 34 años (185)",3,7,7,,100,,
"De 35 a 39 años (186)",4,12,12,,100,,
"De 40 a 44 años (187)",6,25,22,,88,,
"De 45 a 49 años (188)",3,16,13,,81.3,,
"De 50 y más años (189)",9,47,43,,91.5,,
"Casado(a) (190)",411,2173,1780,16,81.9,0.7,
"De 15 a 19 años (192)",1,,,,,,
"De 20 a 24 años (193)",3,4,4,1,100,25,
"De 25 a 29 años (194)",22,51,49,3,96.1,5.9,
"De 30 a 34 años (195)",29,87,82,4,94.3,4.6,
"De 35 a 39 años (196)",56,239,218,5,91.2,2.1,
"De 40 a 44 años (197)",65,343,298,1,86.9,0.3,
"De 45 a 49 años (198)",49,275,231,2,84,0.7,
"De 50 y más años (199)",186,1174,898,,76.5,,
"Viudo(a) (200)",179,1004,752,1,74.9,0.1,
"De 25 a 29 años (204)",1,3,3,,100,,
"De 30 a 34 años (205)",2,8,7,1,87.5,12.5,
"De 35 a 39 años (206)",5,19,18,,94.7,,
"De 40 a 44 años (207)",9,35,27,,77.1,,
"De 45 a 49 años (208)",8,46,42,,91.3,,
"De 50 y más años (209)",154,893,655,,73.3,,
"Divorciado(a) (210)",9,32,26,,81.3,,
"De 25 a 29 años (214)",1,2,2,,100,,
"De 45 a 49 años (218)",1,2,2,,100,,
"De 50 y más años (219)",7,28,22,,78.6,,
"Soltero(a) (220)",373,134,126,5,94,3.7,
"De 12 a 14 años (221)",112,,,,,,
"De 15 a 19 años (222)",108,1,1,1,100,100,
"De 20 a 24 años (223)",52,21,20,2,95.2,9.5,
"De 25 a 29 años (224)",26,19,19,2,100,10.5,
"De 30 a 34 años (225)",26,29,27,,93.1,,
"De 35 a 39 años (226)",13,16,16,,100,,
"De 40 a 44 años (227)",14,20,17,,85,,
"De 45 a 49 años (228)",5,9,9,,100,,
"De 50 y más años (229)",17,19,17,,89.5,,
