"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pesca (046)",30,2,,19,9,,,,
"Industrias manufactureras (048)",68,2,,21,32,3,3,,7
"Construcción (050)",2,,,,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",568,21,,197,288,19,12,16,15
"Venta, mant.y rep. veh.autom.y motoc. (052)",6,1,,,4,1,,,
"Comercio al por mayor (053)",14,,,6,6,,,2,
"Comercio al por menor (054)",548,20,,191,278,18,12,14,15
"Hoteles y restaurantes (055)",261,12,1,107,112,3,10,9,7
"Trans., almac. y comunicaciones (056)",8,,,2,3,,2,1,
"Activid.inmobil., empres. y de alquiler (058)",33,,,4,10,2,6,6,5
"Admin.pub. y defensa; p. segur.soc.afil (059)",72,1,,3,23,6,14,10,15
"Enseñanza (060)",367,,,1,18,40,81,38,189
"Servicios sociales y de salud (061)",53,,,3,4,1,21,4,20
"Otras activ. serv.comun.soc y personales (062)",65,3,,26,20,6,3,4,3
"Hogares privados con servicio doméstico (063)",203,8,2,86,103,2,,1,1
"Actividad economica no especificada (065)",184,16,,92,53,8,6,2,7
,,,,,,,,,
"URBANA (066)",4864,131,7,1352,2073,233,350,206,512
"Agric., ganadería, caza y silvicultura (067)",1142,85,2,574,422,22,15,10,12
"Pesca (068)",170,8,1,75,81,1,2,,2
"Explotación de minas y canteras (069)",1,,,,,1,,,
"Industrias manufactureras (070)",470,,1,102,305,21,16,13,12
"Suministro de electricidad, gas y agua (071)",7,1,,,1,3,,,2
"Construcción (072)",121,,,22,76,7,9,3,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",938,17,1,259,511,49,36,34,31
"Venta, mant.y rep. veh.autom.y motoc. (074)",62,1,,8,40,6,3,1,3
"Comercio al por mayor (075)",50,,,13,31,2,,2,2
"Comercio al por menor (076)",826,16,1,238,440,41,33,31,26
"Hoteles y restaurantes (077)",243,3,1,81,120,4,14,11,9
"Trans., almac. y comunicaciones (078)",201,2,,47,114,15,8,12,3
"Intermediación financiera (079)",2,,,,,,,,2
"Activid.inmobil., empres. y de alquiler (080)",101,1,,17,34,7,12,15,15
"Admin.pub. y defensa; p. segur.soc.afil (081)",331,2,,11,119,29,66,30,74
"Enseñanza (082)",496,,,1,18,34,113,53,277
"Servicios sociales y de salud (083)",105,,,2,12,4,31,11,45
"Otras activ. serv.comun.soc y personales (084)",118,3,,33,45,13,9,7,8
"Hogares privados con servicio doméstico (085)",177,7,1,64,99,3,1,2,
"Actividad economica no especificada (087)",241,2,,64,116,20,18,5,16
"Hombres (088)",3331,75,5,895,1513,165,217,141,320
"Agric., ganadería, caza y silvicultura (089)",938,54,2,448,379,20,13,10,12
"Pesca (090)",164,8,1,71,79,1,2,,2
"Explotación de minas y canteras (091)",1,,,,,1,,,
"Industrias manufactureras (092)",422,,1,90,282,18,13,13,5
"Suministro de electricidad, gas y agua (093)",7,1,,,1,3,,,2
"Construcción (094)",121,,,22,76,7,9,3,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",510,4,1,124,286,32,24,19,20
"Venta, mant.y rep. veh.autom.y motoc. (096)",58,,,8,38,5,3,1,3
"Comercio al por mayor (097)",41,,,10,27,2,,,2
"Comercio al por menor (098)",411,4,1,106,221,25,21,18,15
"Hoteles y restaurantes (099)",52,1,,8,31,1,4,4,3
"Trans., almac. y comunicaciones (100)",194,2,,46,111,15,6,11,3
"Intermediación financiera (101)",2,,,,,,,,2
"Activid.inmobil., empres. y de alquiler (102)",69,1,,13,24,5,6,10,10
"Admin.pub. y defensa; p. segur.soc.afil (103)",265,1,,8,99,23,52,22,60
"Enseñanza (104)",269,,,1,9,14,57,34,154
"Servicios sociales y de salud (105)",59,,,,8,3,12,7,29
"Otras activ. serv.comun.soc y personales (106)",63,1,,11,29,8,6,3,5
"Hogares privados con servicio doméstico (107)",38,2,,12,21,1,1,1,
"Actividad economica no especificada (109)",157,,,41,78,13,12,4,9
"Mujeres (110)",1533,56,2,457,560,68,133,65,192
"Agric., ganadería, caza y silvicultura (111)",204,31,,126,43,2,2,,
"Pesca (112)",6,,,4,2,,,,
"Industrias manufactureras (114)",48,,,12,23,3,3,,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",428,13,,135,225,17,12,15,11
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,1,,,2,1,,,
"Comercio al por mayor (119)",9,,,3,4,,,2,
"Comercio al por menor (120)",415,12,,132,219,16,12,13,11
"Hoteles y restaurantes (121)",191,2,1,73,89,3,10,7,6
"Trans., almac. y comunicaciones (122)",7,,,1,3,,2,1,
"Activid.inmobil., empres. y de alquiler (124)",32,,,4,10,2,6,5,5
"Admin.pub. y defensa; p. segur.soc.afil (125)",66,1,,3,20,6,14,8,14
"Enseñanza (126)",227,,,,9,20,56,19,123
"Servicios sociales y de salud (127)",46,,,2,4,1,19,4,16
"Otras activ. serv.comun.soc y personales (128)",55,2,,22,16,5,3,4,3
"Hogares privados con servicio doméstico (129)",139,5,1,52,78,2,,1,
"Actividad economica no especificada (131)",84,2,,23,38,7,6,1,7
,,,,,,,,,
"RURAL (132)",11971,1133,14,6810,3288,154,168,144,260
"Agric., ganadería, caza y silvicultura (133)",9835,1035,10,6036,2577,55,46,52,24
"Pesca (134)",559,34,2,350,163,3,5,2,
"Explotación de minas y canteras (135)",1,,,,1,,,,
"Industrias manufactureras (136)",173,9,1,64,88,4,1,5,1
"Suministro de electricidad, gas y agua (137)",2,,,1,1,,,,
"Construcción (138)",52,,,16,31,2,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",368,18,,145,170,9,6,10,10
"Venta, mant.y rep. veh.autom.y motoc. (140)",15,,,1,11,,1,1,1
"Comercio al por mayor (141)",13,,,5,7,,,1,
"Comercio al por menor (142)",340,18,,139,152,9,5,8,9
"Hoteles y restaurantes (143)",85,10,,38,31,1,1,3,1
"Trans., almac. y comunicaciones (144)",49,,,16,32,,,1,
"Activid.inmobil., empres. y de alquiler (146)",11,,,1,1,,1,2,6
"Admin.pub. y defensa; p. segur.soc.afil (147)",162,1,,5,84,12,37,10,13
"Enseñanza (148)",372,,,1,13,52,63,51,192
"Servicios sociales y de salud (149)",30,,,1,4,3,7,4,11
"Otras activ. serv.comun.soc y personales (150)",35,1,,8,20,5,,,1
"Hogares privados con servicio doméstico (151)",80,6,1,37,35,,,,1
"Actividad economica no especificada (153)",157,19,,91,37,8,,2,
"Hombres (154)",9232,715,12,5213,2749,124,136,106,177
"Agric., ganadería, caza y silvicultura (155)",7681,657,9,4669,2198,49,41,40,18
"Pesca (156)",535,32,2,335,156,3,5,2,
"Explotación de minas y canteras (157)",1,,,,1,,,,
"Industrias manufactureras (158)",153,7,1,55,79,4,1,5,1
"Suministro de electricidad, gas y agua (159)",2,,,1,1,,,,
"Construcción (160)",50,,,16,29,2,1,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",228,10,,83,107,7,6,9,6
"Venta, mant.y rep. veh.autom.y motoc. (162)",13,,,1,9,,1,1,1
"Comercio al por mayor (163)",8,,,2,5,,,1,
"Comercio al por menor (164)",207,10,,80,93,7,5,7,5
"Hoteles y restaurantes (165)",15,,,4,8,1,1,1,
"Trans., almac. y comunicaciones (166)",48,,,15,32,,,1,
"Activid.inmobil., empres. y de alquiler (168)",10,,,1,1,,1,1,6
"Admin.pub. y defensa; p. segur.soc.afil (169)",156,1,,5,81,12,37,8,12
"Enseñanza (170)",232,,,,4,32,38,32,126
"Servicios sociales y de salud (171)",23,,,,4,3,5,4,7
"Otras activ. serv.comun.soc y personales (172)",25,,,4,16,4,,,1
"Hogares privados con servicio doméstico (173)",16,3,,3,10,,,,
"Actividad economica no especificada (175)",57,5,,22,22,7,,1,
"Mujeres (176)",2739,418,2,1597,539,30,32,38,83
"Agric., ganadería, caza y silvicultura (177)",2154,378,1,1367,379,6,5,12,6
"Pesca (178)",24,2,,15,7,,,,
"Industrias manufactureras (180)",20,2,,9,9,,,,
"Construcción (182)",2,,,,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",140,8,,62,63,2,,1,4
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,2,,,,
"Comercio al por mayor (185)",5,,,3,2,,,,
"Comercio al por menor (186)",133,8,,59,59,2,,1,4
"Hoteles y restaurantes (187)",70,10,,34,23,,,2,1
"Trans., almac. y comunicaciones (188)",1,,,1,,,,,
"Activid.inmobil., empres. y de alquiler (190)",1,,,,,,,1,
"Admin.pub. y defensa; p. segur.soc.afil (191)",6,,,,3,,,2,1
"Enseñanza (192)",140,,,1,9,20,25,19,66
"Servicios sociales y de salud (193)",7,,,1,,,2,,4
"Otras activ. serv.comun.soc y personales (194)",10,1,,4,4,1,,,
"Hogares privados con servicio doméstico (195)",64,3,1,34,25,,,,1
"Actividad economica no especificada (197)",100,14,,69,15,1,,1,
