"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PURUS (000)",1140,1114,289,178,151,111,185,118,51,31,26,3162
"De 12 a 14 años (001)",148,146,140,6,,,,,,,2,6
"De 15 a 19 años (002)",191,187,90,68,27,2,,,,,4,128
"De 20 a 24 años (003)",141,136,24,38,48,20,6,,,,5,220
"De 25 a 29 años (004)",161,158,10,23,34,38,44,9,,,3,455
"De 30 a 34 años (005)",130,126,10,15,21,17,38,20,5,,4,446
"De 35 a 39 años (006)",98,97,8,6,11,9,28,24,8,3,1,433
"De 40 a 44 años (007)",86,84,1,9,1,10,26,24,8,5,2,431
"De 45 a 49 años (008)",56,55,2,4,3,6,12,16,9,3,1,292
"De 50 y más años (009)",129,125,4,9,6,9,31,25,21,20,4,751
"Sin nivel (010)",303,298,31,32,25,37,66,65,22,20,5,1312
"De 12 a 14 años (011)",18,18,18,,,,,,,,,
"De 15 a 19 años (012)",29,29,5,16,7,1,,,,,,33
"De 20 a 24 años (013)",15,15,3,5,4,1,2,,,,,24
"De 25 a 29 años (014)",27,27,,,4,13,6,4,,,,97
"De 30 a 34 años (015)",31,31,,1,3,6,12,8,1,,,138
"De 35 a 39 años (016)",26,26,1,1,1,2,7,10,2,2,,142
"De 40 a 44 años (017)",33,32,,2,1,2,8,14,3,2,1,183
"De 45 a 49 años (018)",26,26,1,,2,5,5,8,4,1,,135
"De 50 y más años (019)",98,94,3,7,3,7,26,21,12,15,4,560
"Educacion Inicial (020)",2,2,1,,,,1,,,,,4
"De 12 a 14 años (021)",1,1,1,,,,,,,,,
"De 35 a 39 años (026)",1,1,,,,,1,,,,,4
"Primaria (030)",442,438,147,51,51,40,75,42,23,9,4,1168
"De 12 a 14 años (031)",100,98,94,4,,,,,,,2,4
