"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia LA UNION (000)",15662,15280,291,91
"Hombres (001)",7814,7692,91,31
"Mujeres (002)",7848,7588,200,60
"Menores de 1 año (003)",282,221,51,10
"Hombres (004)",156,123,28,5
"Mujeres (005)",126,98,23,5
"De 1 a 5 años (006)",1961,1820,82,59
"Hombres (007)",974,920,34,20
"Mujeres (008)",987,900,48,39
"De 6 a 14 años (009)",3467,3440,17,10
"Hombres (010)",1780,1772,5,3
"Mujeres (011)",1687,1668,12,7
"De 15 a 29 años (012)",2847,2840,5,2
"Hombres (013)",1482,1479,2,1
"Mujeres (014)",1365,1361,3,1
"De 30 a 44 años (015)",2983,2965,15,3
"Hombres (016)",1446,1441,5,
"Mujeres (017)",1537,1524,10,3
"De 45 a 64 años (018)",2535,2490,41,4
"Hombres (019)",1278,1270,7,1
"Mujeres (020)",1257,1220,34,3
"De 65 a más años (021)",1587,1504,80,3
"Hombres (022)",698,687,10,1
"Mujeres (023)",889,817,70,2
,,,,
"URBANA (024)",7550,7386,129,35
"Hombres (025)",3732,3676,47,9
"Mujeres (026)",3818,3710,82,26
"Menores de 1 año (027)",129,100,25,4
"Hombres (028)",67,53,13,1
"Mujeres (029)",62,47,12,3
"De 1 a 5 años (030)",848,779,44,25
"Hombres (031)",426,402,19,5
"Mujeres (032)",422,377,25,20
"De 6 a 14 años (033)",1704,1697,6,1
"Hombres (034)",878,875,2,1
"Mujeres (035)",826,822,4,
"De 15 a 29 años (036)",1502,1498,3,1
"Hombres (037)",777,776,1,
"Mujeres (038)",725,722,2,1
"De 30 a 44 años (039)",1498,1488,9,1
"Hombres (040)",709,706,3,
"Mujeres (041)",789,782,6,1
"De 45 a 64 años (042)",1168,1153,14,1
"Hombres (043)",581,578,2,1
"Mujeres (044)",587,575,12,
"De 65 a más años (045)",701,671,28,2
"Hombres (046)",294,286,7,1
"Mujeres (047)",407,385,21,1
,,,,
"RURAL (048)",8112,7894,162,56
"Hombres (049)",4082,4016,44,22
"Mujeres (050)",4030,3878,118,34
"Menores de 1 año (051)",153,121,26,6
"Hombres (052)",89,70,15,4
"Mujeres (053)",64,51,11,2
"De 1 a 5 años (054)",1113,1041,38,34
"Hombres (055)",548,518,15,15
"Mujeres (056)",565,523,23,19
"De 6 a 14 años (057)",1763,1743,11,9
"Hombres (058)",902,897,3,2
"Mujeres (059)",861,846,8,7
"De 15 a 29 años (060)",1345,1342,2,1
"Hombres (061)",705,703,1,1
"Mujeres (062)",640,639,1,
"De 30 a 44 años (063)",1485,1477,6,2
"Hombres (064)",737,735,2,
"Mujeres (065)",748,742,4,2
"De 45 a 64 años (066)",1367,1337,27,3
"Hombres (067)",697,692,5,
"Mujeres (068)",670,645,22,3
"De 65 a más años (069)",886,833,52,1
"Hombres (070)",404,401,3,
"Mujeres (071)",482,432,49,1
