"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia VILCAS HUAMAN (000)",8879,8711,2229,909,933,796,1395,1125,747,577,168,31308
"De 12 a 14 años (001)",940,937,933,4,,,,,,,3,4
"De 15 a 19 años (002)",971,950,765,162,21,1,1,,,,21,211
"De 20 a 24 años (003)",717,682,152,292,173,54,10,1,,,35,849
"De 25 a 29 años (004)",722,683,75,146,223,150,82,6,1,,39,1434
"De 30 a 34 años (005)",692,677,49,77,152,166,177,54,2,,15,2004
"De 35 a 39 años (006)",680,670,47,48,93,117,242,86,34,3,10,2515
"De 40 a 44 años (007)",643,634,29,42,51,84,181,153,65,29,9,3047
"De 45 a 49 años (008)",527,522,13,22,41,41,146,134,84,41,5,2904
"De 50 y más años (009)",2987,2956,166,116,179,183,556,691,561,504,31,18340
"Sin nivel (010)",2838,2805,180,138,194,189,569,621,493,421,33,16498
"De 12 a 14 años (011)",7,7,6,1,,,,,,,,1
"De 15 a 19 años (012)",20,18,14,3,,,1,,,,2,7
"De 20 a 24 años (013)",37,35,6,11,13,3,2,,,,2,54
"De 25 a 29 años (014)",61,59,6,11,14,18,9,1,,,2,139
"De 30 a 34 años (015)",90,89,8,9,11,18,30,12,1,,1,301
"De 35 a 39 años (016)",114,112,6,5,13,7,46,23,12,,2,505
"De 40 a 44 años (017)",204,202,9,14,10,19,50,54,34,12,2,1076
"De 45 a 49 años (018)",155,154,4,6,11,7,40,37,32,17,1,918
"De 50 y más años (019)",2150,2129,121,78,122,117,391,494,414,392,21,13497
"Educacion Inicial (020)",10,9,1,4,,,3,1,,,1,25
"De 15 a 19 años (022)",1,1,,1,,,,,,,,1
"De 20 a 24 años (023)",1,1,,1,,,,,,,,1
"De 25 a 29 años (024)",1,1,,1,,,,,,,,1
